COD_ETU;Note : TLGE1104;Résultat : TLGE1104;Session : TLGE1104;Année : TLGE1104;Note : TLGE1204;Résultat : TLGE1204;Session : TLGE1204;Année : TLGE1204;Note : TLGE1304;Résultat : TLGE1304;Session : TLGE1304;Année : TLGE1304;Note : TLGE1404;Résultat : TLGE1404;Session : TLGE1404;Année : TLGE1404;Note : TLGE1504;Résultat : TLGE1504;Session : TLGE1504;Année : TLGE1504;Note : TLGE1604;Résultat : TLGE1604;Session : TLGE1604;Année : TLGE1604;Note : TLGE1004;Résultat : TLGE1004;Session : TLGE1004;Année : TLGE1004;Note : TLGE2104;Résultat : TLGE2104;Session : TLGE2104;Année : TLGE2104;Note : TLGE2204;Résultat : TLGE2204;Session : TLGE2204;Année : TLGE2204;Note : TLGE2304;Résultat : TLGE2304;Session : TLGE2304;Année : TLGE2304;Note : TLGE2404;Résultat : TLGE2404;Session : TLGE2404;Année : TLGE2404;Note : TLGE2504;Résultat : TLGE2504;Session : TLGE2504;Année : TLGE2504;Note : TLGE2604;Résultat : TLGE2604;Session : TLGE2604;Année : TLGE2604;Note : TLGE2004;Résultat : TLGE2004;Session : TLGE2004;Année : TLGE2004
13013134;7;AC;2;2015;10.65;V;1;2014;8.7;AC;2;2013;12.5;V;1;2015;10;V;2;2013;10 225;V;1;2013;9 846;AC;2;2015;11;V;1;2013;11;V;1;2013;8.7;AC;2;2013;;;;;10;V;2;2013;10.35;V;1;2013;10 013;V;2;2013
13013137;8.75;AC;2;2014;10.55;V;1;2014;10;V;1;2014;10 625;V;1;2014;18;V;1;2013;12.8;V;1;2013;11 788;V;2;2014;12;V;1;2013;12;V;1;2013;7;AC;2;2015;10.5;V;1;2015;10;V;2;2013;12.85;V;1;2013;10 725;V;2;2015
13013145;10;V;2;2013;10;V;2;2013;8.5;AC;2;2014;10;V;1;2014;17.5;V;1;2013;13.6;V;1;2013;11.6;V;2;2014;10.6;V;1;2013;10.6;V;1;2013;8;AC;2;2015;10;V;2;2014;10;V;2;2013;14.05;V;1;2013;10 542;V;2;2015
13013146;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015
13013162;5 434;NV;2;2015;0;NRA;1;2015;10;V;2;2013;3.15;NRA;1;2015;10.25;V;1;2014;14;V;1;2013;7 139;NV;2;2015;10;V;2;2013;10;V;2;2013;10;V;2;2013;10;V;2;2015;10;V;2;2015;13.75;V;1;2013;10 625;V;2;2015
13013173;2 685;NRA;1;2015;8.8;NV;2;2015;8.7;NV;2;2015;4.15;NRA;1;2015;10;V;2;2015;10;V;2;2015;7 389;NV;2;2015;7.1;NV;2;2015;10;V;2;2015;8;NV;2;2015;10;V;2;2015;10;V;2;2015;12.5;V;1;2015;9.6;NV;2;2015
13013186;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;12 625;V;1;2014;12.25;V;1;2013;4 146;NV;2;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;5.5;NV;2;2015;.917;NV;2;2015
13013187;0;NRA;1;2015;0;NRA;1;2015;10;V;1;2014;10;V;2;2014;14.5;V;1;2014;3;NRA;1;2015;6.25;NV;2;2015;11.4;V;1;2013;11.4;V;1;2013;0;NRA;1;2015;12.2;V;1;2014;0;NRA;1;2015;0;NRA;1;2015;5 833;NV;2;2015
13013290;0;NRA;1;2015;0;NRA;1;2015;7;AC;2;2013;0;NRA;1;2015;0;NRA;1;2015;10;V;2;2013;2 833;NV;2;2015;11.4;V;1;2013;11.4;V;1;2013;7;AC;2;2013;;;;;10;V;2;2013;13.6;V;1;2013;10.5;V;2;2013
13013295;9;AC;1;2015;11.2;V;1;2014;10;V;1;2015;10;V;2;2015;12 625;V;1;2013;11.75;V;1;2013;10 763;V;2;2015;10;V;2;2014;10;V;1;2014;9;AC;2;2015;12.7;V;1;2014;10;V;1;2014;12.15;V;1;2013;10 642;V;2;2015
13013302;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;11 625;V;1;2013;14.9;V;1;2013;4 421;NV;2;2015;10;V;1;2013;10;V;1;2013;0;NRA;1;2015;0;NRA;1;2015;10;V;2;2013;16.15;V;1;2013;7 692;NV;2;2015
13013306;3 904;NRA;1;2015;0;NRA;1;2015;.4;NRA;1;2015;.7;NRA;1;2015;2;NRA;1;2015;13.9;V;1;2013;3 484;NV;2;2015;10;V;1;2013;10;V;1;2013;.8;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;14.35;V;1;2013;5 858;NV;2;2015
13013345;3 359;NRA;1;2015;7;NV;2;2015;10;V;1;2014;10;V;2;2015;12.75;V;1;2015;10.7;V;1;2013;8 968;NV;2;2015;10;V;2;2015;10;V;2;2015;5;NV;2;2015;7;NV;2;2015;10;V;2;2015;11.25;V;1;2015;8 875;NV;2;2015
13013370;4.2;NRA;1;2015;1.8;NRA;1;2015;10;V;2;2014;5.1;NV;2;2015;10;V;2;2015;10.1;V;1;2013;6 867;NV;2;2015;10;V;2;2013;10;V;2;2013;3;NRA;1;2015;2;NRA;1;2015;10;V;2;2014;10.85;V;1;2013;7 642;NV;2;2015
13013403;2.79;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;;V;2;2014;0;NRA;1;2015;;;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;10.9;V;1;2013;1 817;NV;2;2015
13013449;5.5;NV;2;2015;0;NRA;1;2015;5;NV;2;2015;1.5;NRA;1;2015;10;V;2;2015;13.7;V;1;2013;5.95;NV;2;2015;10;V;1;2013;10;V;1;2013;0;NRA;1;2015;10;V;2;2014;0;NRA;1;2015;11.8;V;1;2013;6 967;NV;2;2015
13013500;7.65;AC;2;2014;9;AC;2;2014;8;AC;2;2014;10;V;1;2014;14 125;V;1;2013;15.3;V;1;2013;10 679;V;2;2014;10;V;1;2013;10;V;1;2013;8;AC;2;2015;10.1;V;1;2014;10;V;2;2014;11.95;V;1;2013;10 008;V;2;2015
13013515;10;V;2;2014;7;AC;2;2014;7;AC;2;2014;7.5;AC;2;2014;16 625;V;1;2013;14.4;V;1;2013;10 421;V;2;2014;10;V;1;2013;10;V;1;2013;2.4;NRA;1;2015;7.8;NV;2;2015;10;V;2;2015;14.5;V;1;2013;9 117;NV;2;2015
13013543;8.25;NV;2;2015;3.2;NRA;1;2015;10;V;1;2014;10;V;1;2014;16.5;V;1;2013;14.85;V;1;2013;10 467;NV;2;2015;12.8;V;1;2013;12.8;V;1;2013;5.4;NV;2;2015;11.6;V;1;2014;10;V;2;2014;14.1;V;1;2013;11 117;NV;2;2015
13013574;9.25;AC;2;2014;12.35;V;1;2014;10;V;1;2014;7;AC;2;2014;11.5;V;1;2013;10;V;2;2013;10 017;V;2;2014;10;V;1;2013;10;V;1;2013;2.5;NRA;1;2015;2.2;NRA;1;2015;10;V;2;2013;10.35;V;1;2013;7 508;NV;2;2015
13013605;7.25;AC;2;2014;8.5;AC;2;2014;10;V;1;2014;8.5;AC;2;2014;11 375;V;1;2013;14.45;V;1;2013;10 013;V;2;2014;10;V;2;2014;10;V;1;2014;7;AC;2;2015;10;V;2;2015;11 664;V;1;2015;14.7;V;1;2013;10 561;V;2;2015
13013633;7;AC;2;2015;12.4;V;1;2014;10;V;1;2014;10;V;2;2015;10.5;V;1;2013;15.55;V;1;2013;10 908;V;2;2015;11.4;V;1;2013;11.4;V;1;2013;7;AC;2;2015;10;V;2;2014;10;V;2;2014;14.8;V;1;2013;10 767;V;2;2015
13013646;.5;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;.083;NV;2;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015
13013651;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015
13013691;6.5;NV;2;2015;1.2;NRA;1;2015;1.6;NRA;1;2015;5.8;NV;2;2015;10;V;2;2013;10.15;V;1;2013;5 875;NV;2;2015;5.5;NV;2;2015;8;NV;2;2015;3.3;NRA;1;2015;1.8;NRA;1;2015;5 007;NV;2;2015;10.8;V;1;2013;5 735;NV;2;2015
13013701;8.75;AC;2;2013;8.75;AC;2;2013;;;;;10;V;2;2013;19.5;V;1;2013;12.05;V;1;2013;12 575;V;2;2013;10.4;V;1;2013;10.4;V;1;2013;9;AC;2;2015;10;V;2;2013;10;V;2;2013;10.3;V;1;2013;10 017;V;2;2015
13013703;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;13;V;1;2013;2 167;NV;2;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015
13013839;2.2;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;11 375;V;1;2013;10;V;2;2014;3 929;NV;2;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015
13013841;0;NRA;1;2015;0;NRA;1;2015;.6;NRA;1;2015;0;NRA;1;2015;16.5;V;1;2014;12.1;V;1;2013;4 867;NV;2;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;10;V;1;2014;1 667;NV;2;2015
13013902;10;V;2;2014;10.05;V;1;2014;10;V;2;2014;7;AC;2;2014;15 625;V;1;2013;12.35;V;1;2013;10 838;V;2;2014;10;V;2;2013;10;V;2;2013;10;V;2;2015;10.8;V;1;2014;10;V;2;2014;10;V;2;2013;10 133;V;2;2015
13013927;10.2;V;1;2014;10;V;2;2014;10;V;1;2013;8;AC;2;2015;10;V;1;2013;15.6;V;1;2013;10 633;V;2;2015;10.8;V;1;2013;10.8;V;1;2013;10;V;1;2013;;;;;10;V;2;2013;17.1;V;1;2013;11 975;V;2;2013
13013928;8;AC;2;2014;10;V;1;2014;11.5;V;1;2014;8.5;AC;2;2014;10 275;V;1;2013;12.2;V;1;2013;10 079;V;2;2014;10;V;1;2013;10;V;1;2013;5.4;NV;2;2015;10;V;1;2014;10;V;2;2013;11.15;V;1;2013;9 425;NV;2;2015
13013931;8.75;NV;2;2015;2;NRA;1;2015;6.2;NV;2;2015;3.15;NRA;1;2015;13 025;V;1;2013;12.65;V;1;2013;7 629;NV;2;2015;0;NRA;1;2015;10;V;1;2014;.2;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;11;V;1;2013;3 533;NV;2;2015
13013934;10;V;2;2015;11.2;V;1;2014;10;V;1;2014;8;AC;2;2015;13.25;V;1;2013;10.15;V;1;2013;10 433;V;2;2015;10;V;2;2014;10;V;1;2014;7;AC;2;2014;10.8;V;1;2014;10;V;2;2014;12.4;V;1;2013;10 033;V;2;2014
13013935;9.25;AC;2;2014;10.05;V;1;2014;7;AC;2;2014;7;AC;2;2014;16.5;V;1;2014;12.9;V;1;2013;10.45;V;2;2014;10;V;1;2013;10;V;1;2013;7.2;AC;2;2015;10;V;2;2014;10;V;2;2014;12.8;V;1;2013;10;V;2;2015
13013936;8.76;AC;2;2014;8.1;AC;2;2014;12.75;V;1;2014;8;AC;2;2014;11 775;V;1;2013;10.65;V;1;2013;10 006;V;2;2014;11;V;1;2013;11;V;1;2013;5.8;NV;2;2015;10;V;2;2014;10;V;2;2014;10;V;2;2013;9 633;NV;2;2015
13013937;11.06;V;1;2014;7;AC;2;2014;10;V;2;2014;9;AC;2;2014;14.5;V;1;2013;12.6;V;1;2013;10 693;V;2;2014;10.4;V;1;2013;10.4;V;1;2013;1.5;NRA;1;2015;10;V;2;2014;10;V;2;2014;12.9;V;1;2013;9.2;NV;2;2015
13013939;10;V;2;2013;10;V;2;2013;9;AC;2;2013;0;NRA;1;2015;10;V;2;2013;13.85;V;1;2013;8 825;NV;2;2015;10;V;1;2013;10;V;1;2013;9;AC;2;2013;;;;;10;V;2;2013;15.1;V;1;2013;11 025;V;2;2013
13013940;10;V;2;2015;7;AC;2;2015;11.3;V;1;2015;10;V;2;2015;11.5;V;2;2014;10.25;V;1;2013;10 008;V;2;2015;12.6;V;1;2013;12.6;V;1;2013;7;AC;2;2014;10;V;2;2014;10;V;2;2013;11.4;V;1;2013;10.6;V;2;2014
13013941;10;V;2;2014;8.35;AC;2;2014;12.25;V;1;2014;9;AC;2;2014;10;V;2;2013;10 425;V;1;2013;10 004;V;2;2014;10;V;1;2013;10;V;1;2013;8;NV;2;2015;10;V;1;2014;10;V;2;2014;10;V;2;2013;9 667;NV;2;2015
