COD_ETU;Note : TLBC2104;Résultat : TLBC2104;Session : TLBC2104;Année : TLBC2104;Note : TLBC2204;Résultat : TLBC2204;Session : TLBC2204;Année : TLBC2204;Note : TLBC2304;Résultat : TLBC2304;Session : TLBC2304;Année : TLBC2304;Note : TLBC2404;Résultat : TLBC2404;Session : TLBC2404;Année : TLBC2404;Note : TLBC2504;Résultat : TLBC2504;Session : TLBC2504;Année : TLBC2504;Note : TLBC2604;Résultat : TLBC2604;Session : TLBC2604;Année : TLBC2604;Note : TLBC2004;Résultat : TLBC2004;Session : TLBC2004;Année : TLBC2004;Note : TLBC1104;Résultat : TLBC1104;Session : TLBC1104;Année : TLBC1104;Note : TLBC1204;Résultat : TLBC1204;Session : TLBC1204;Année : TLBC1204;Note : TLBC1304;Résultat : TLBC1304;Session : TLBC1304;Année : TLBC1304;Note : TLBC1404;Résultat : TLBC1404;Session : TLBC1404;Année : TLBC1404;Note : TLBC1504;Résultat : TLBC1504;Session : TLBC1504;Année : TLBC1504;Note : TLBC1604;Résultat : TLBC1604;Session : TLBC1604;Année : TLBC1604;Note : TLBC1004;Résultat : TLBC1004;Session : TLBC1004;Année : TLBC1004
11013286;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;11.3;V;1;2011;1 883;;2;2015;10;V;1;2011;0;NRA;1;2015;10.3;V;1;2011;0;NRA;1;2015;0;NRA;1;2015;14.25;V;1;2011;5 758;NV;2;2015
11013299;10;V;2;2014;10;V;1;2013;0;NRA;1;2015;10;V;2;2013;0;NRA;1;2015;11.35;V;1;2011;6 892;;2;2015;7;AC;2;2013;10;V;1;2013;;;;;10;V;2;2013;;;;;11;V;1;2011;10;V;2;2013
11013303;10;V;2;2013;7;AC;1;2013;10;V;2;2014;10;V;2;2013;5.5;NV;2;2015;10 125;V;1;2011;8 771;;2;2015;11 148;V;1;2012;7;AC;1;2013;10;V;1;2011;10;V;2;2013;;;;;10 852;V;1;2011;10;V;2;2013
12005831;;;;;;;;;;;;;11.45;V;1;2013;8.5;AC;2;2013;10;V;1;2012;10;V;2;2013;10;V;1;2012;0;NRA;1;2015;10.05;V;1;2013;11.45;V;1;2013;8.5;AC;2;2013;10.2;V;1;2012;8 367;NV;2;2015
12005967;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015
12006095;10.5;V;1;2014;10;V;1;2013;0;NRA;1;2015;10;V;2;2013;0;NRA;1;2015;10;V;1;2012;6.75;;2;2015;11 375;V;2;2013;10;V;1;2013;10;V;1;2012;10;V;2;2013;;;;;9.1;AC;2;2013;10 394;V;2;2013
12006411;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015
12006494;10;V;2;2014;7;AC;1;2013;11 625;V;1;2013;10;V;2;2014;2.6;NRA;1;2015;13.35;V;1;2012;9 096;;2;2015;10;V;1;2012;7;AC;1;2013;;;;;;;;;;;;;13.8;V;1;2012;10.9;V;2;2013
12007338;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;10;V;1;2012;1 667;;2;2015;10;V;1;2012;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;10;V;1;2012;3 333;NV;2;2015
12008132;10;V;1;2015;8;NV;2;2015;4.2;NRA;1;2015;10.85;V;1;2014;10.5;V;1;2013;10;V;1;2014;8 925;;2;2015;9.47;AC;2;2015;10;V;2;2014;10.04;V;1;2014;10;V;2;2015;10.5;V;1;2013;10;V;2;2013;10 002;V;2;2015
12010910;10;V;2;2014;10;V;2;2013;11;V;1;2013;10;V;2;2013;9;AC;2;2015;10;V;2;2013;10;V;2;2015;10;V;1;2012;10;V;2;2013;10;V;2;2013;10;V;2;2013;;;;;10;V;1;2012;10;V;2;2013
12011050;11 938;V;1;2013;7.75;AC;1;2013;10.35;V;1;2014;10.07;V;1;2013;7.5;AC;2;2015;10.6;V;1;2012;9 701;AC;2;2015;11;V;1;2012;7.75;AC;1;2013;;;;;10.07;V;1;2013;;;;;10;V;1;2012;10 188;V;2;2013
12011067;10;V;1;2014;10;V;2;2013;10.05;V;1;2014;12.7;V;1;2014;3.7;NRA;1;2015;10;V;1;2012;9 408;;2;2015;15.6;V;1;2013;10;V;2;2013;10.2;V;1;2013;;;;;;;;;11.1;V;1;2012;11 675;V;2;2013
12011098;10;V;2;2015;7;AC;1;2013;10.05;V;1;2013;0;NRA;1;2015;2.3;NRA;1;2015;12.2;V;1;2012;6 925;;2;2015;11.17;V;1;2012;7;AC;1;2013;10.46;V;1;2012;;;;;;;;;11.1;V;1;2012;11 468;V;2;2013
12011115;10;V;2;2014;10;V;2;2015;8;NV;2;2015;10;V;2;2013;10;V;2;2015;10;V;1;2012;9 667;NV;2;2015;10;V;2;2013;8;NV;2;2015;10;V;2;2013;10;V;2;2013;8;NV;2;2015;10;V;1;2012;9 333;NV;2;2015
12011128;0;NRA;1;2015;0;NRA;1;2015;10;V;1;2013;0;NRA;1;2015;0;NRA;1;2015;11.2;V;1;2012;3 533;;2;2015;5.8;NV;2;2015;2.35;NRA;1;2015;10.08;V;1;2012;1 625;NRA;1;2015;6.35;NV;2;2015;10;V;1;2012;6 034;NV;2;2015
12011130;0;NRA;1;2015;7.25;AC;1;2012;0;NRA;1;2015;0;NRA;1;2015;10;V;1;2012;12.3;V;1;2012;4 925;;2;2015;12.9;V;1;2012;7.25;AC;1;2012;10;V;1;2012;;;;;10;V;1;2012;12.6;V;1;2012;11 438;V;1;2012
12011135;10;V;2;2014;10;V;1;2013;11.7;V;1;2013;10;V;2;2013;0;NRA;1;2015;11.2;V;1;2012;8 817;;2;2015;10.2;V;1;2013;10;V;1;2013;10.03;V;1;2012;10;V;2;2013;;;;;12.8;V;1;2012;11 388;V;2;2013
12011156;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;12.8;V;1;2013;2 133;;2;2015;10;V;2;2013;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;10.15;V;1;2013;3 358;NV;2;2015
12011178;0;NRA;1;2015;7;AC;1;2013;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;14.15;V;1;2013;3 525;;2;2015;10;V;2;2013;7;AC;1;2013;10;V;2;2013;;;;;;;;;10;V;1;2012;10;V;2;2013
12011179;10;V;1;2014;7;AC;1;2013;0;NRA;1;2015;10;V;2;2013;0;NRA;1;2015;0;NRA;1;2015;4.5;;2;2015;10;V;2;2013;7;AC;1;2013;10;V;2;2013;10;V;2;2013;;;;;12;V;1;2013;10;V;2;2013
12011207;0;NRA;1;2015;7;AC;1;2013;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;14.8;V;1;2012;3 633;;2;2015;12.9;V;1;2013;7;AC;1;2013;10;V;1;2012;;;;;;;;;12.15;V;1;2012;11 525;V;2;2013
12011212;0;NRA;1;2015;7.9;AC;2;2013;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;10;V;1;2012;2 983;;2;2015;10.8;V;1;2013;7.9;AC;2;2013;;;;;;;;;;;;;10;V;1;2012;10;V;2;2013
12011235;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015;10.4;V;1;2012;;;;;;;;;;;;;;;;;11.3;V;1;2012;10;V;2;2013
12011373;11;V;1;2014;10;V;1;2013;10.05;V;1;2014;10;V;2;2013;1.6;NRA;1;2015;11.4;V;1;2012;9 008;;2;2015;8.3;AC;2;2013;10;V;1;2013;10;V;2;2013;10;V;2;2013;;;;;13.2;V;1;2012;11 558;V;2;2013
12011378;10;V;2;2014;10;AC;1;2013;9.7;AC;2;2015;10;V;2;2013;10;V;1;2012;10.3;V;2;2013;10;V;2;2015;9;AC;2;2013;10;AC;1;2013;;;;;10;V;2;2013;10;V;1;2012;10;V;2;2013;10.75;V;2;2013
12011382;18;V;1;2015;10.4;V;1;2013;3;NRA;1;2015;10;V;2;2013;0;NRA;1;2015;10;V;1;2012;8 567;;2;2015;10;V;1;2012;10.4;V;1;2013;10;V;1;2012;10;V;2;2013;;;;;10;V;1;2012;10 475;V;2;2013
12011549;0;NRA;1;2015;10;V;1;2012;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;10.6;V;1;2012;3 433;;2;2015;12.8;V;1;2012;10;V;1;2012;;;;;;;;;;;;;10;V;1;2012;10.9;V;1;2012
12011566;0;NRA;1;2015;10.6;V;1;2013;0;NRA;1;2015;10;V;2;2013;10;V;1;2012;10;V;2;2013;6 767;;2;2015;10;V;2;2013;10.6;V;1;2013;;;;;10;V;2;2013;10;V;1;2012;9.25;AC;2;2013;10 563;V;2;2013
12011575;15;V;1;2014;10;V;2;2015;10 875;V;1;2013;10;V;1;2015;6;NV;2;2015;10.95;V;1;2012;10 471;;2;2015;13.5;V;1;2012;2.4;NRA;1;2015;10;V;2;2013;3 297;NRA;1;2015;10;V;1;2015;11.9;V;1;2012;8 516;NV;2;2015
12011595;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015
12011598;0;NRA;1;2015;8.3;AC;2;2013;12.2;V;1;2013;10;V;2;2013;0;NRA;1;2015;14.4;V;1;2012;7 483;;2;2015;11.7;V;1;2012;8.3;AC;2;2013;10;V;1;2012;10;V;2;2013;;;;;10;V;1;2012;10;V;2;2013
12011600;0;NRA;1;2015;9.55;AC;2;2013;0;NRA;1;2015;10;V;2;2013;0;NRA;1;2015;10;V;1;2012;4 925;;2;2015;10;V;1;2013;9.55;AC;2;2013;;;;;10;V;2;2013;;;;;10.45;V;1;2013;10;V;2;2013
12011618;10;V;1;2014;10;V;2;2013;10;V;2;2014;10;V;2;2013;6.5;NV;2;2015;13.1;V;1;2013;9 933;;2;2015;10;V;2;2013;10;V;2;2013;;;;;10;V;2;2013;;;;;11.5;V;1;2013;10.75;V;2;2013
12011621;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015
12011628;10;V;2;2014;10.9;V;1;2013;10;V;2;2015;10.05;V;1;2013;10;V;1;2013;10.7;V;1;2012;10 275;V;2;2015;10;V;2;2013;10.9;V;1;2013;;;;;10.05;V;1;2013;10;V;1;2013;10;V;1;2012;10 625;V;2;2013
12011644;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015;10;V;1;2013;0;NRA;1;2015;10;V;2;2013;0;NRA;1;2015;0;NRA;1;2015;10;V;1;2012;5;NV;2;2015
12011662;13.5;V;1;2015;0;NRA;1;2015;7.5;NV;2;2015;10;V;2;2014;0;NRA;1;2015;10;V;2;2013;6 833;;2;2015;13.8;V;1;2014;4.2;NRA;1;2015;10;V;2;2013;8 225;NV;2;2015;6;NV;2;2015;11.4;V;1;2012;8 938;NV;2;2015
12011664;11;V;1;2014;8;AC;1;2013;11;V;1;2015;10.04;V;1;2013;10;V;2;2015;10;V;2;2013;10 007;V;2;2015;10;V;2;2013;8;AC;1;2013;;;;;10.04;V;1;2013;;;;;12;V;1;2013;10.25;V;2;2013
12011666;10;V;2;2014;7.2;AC;2;2013;8.35;NV;2;2015;10;V;2;2013;5.02;NV;2;2015;10.1;V;1;2012;8 445;;2;2015;8.7;AC;2;2013;7.2;AC;2;2013;;;;;10;V;2;2013;;;;;10;V;1;2012;10 475;V;2;2013
12011667;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;10;V;2;2013;0;NRA;1;2015;12.85;V;1;2013;3 808;;2;2015;0;NRA;1;2015;0;NRA;1;2015;2.1;NRA;1;2015;10;V;2;2013;0;NRA;1;2015;10;V;2;2013;3 683;NV;2;2015
12011668;0;NRA;1;2015;10;V;1;2012;0;NRA;1;2015;10;V;1;2012;0;NRA;1;2015;12.12;V;1;2012;5 353;;2;2015;15.2;V;1;2012;10;V;1;2012;;;;;10;V;1;2012;;;;;10.4;V;1;2012;11.4;V;1;2012
12011692;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;10.4;V;1;2012;1 733;;2;2015;0;NRA;1;2015;0;NRA;1;2015;11.55;V;1;2012;0;NRA;1;2015;0;NRA;1;2015;10;V;2;2013;3 592;NV;2;2015
12011695;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015
12011713;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015
12011726;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;12.8;V;1;2012;2 133;NV;2;2015
12011780;12;V;1;2014;7;AC;2;2013;10.05;V;1;2013;13.7;V;1;2014;0;NRA;1;2015;11;V;1;2012;8 958;;2;2015;12.4;V;1;2012;7;AC;2;2013;;;;;;;;;;;;;12.6;V;1;2012;10 963;V;2;2013
12011785;11;V;1;2014;7;AC;1;2013;10.05;V;1;2013;10;V;2;2013;1.6;NRA;1;2015;12;V;1;2012;8 608;;2;2015;13;V;1;2012;7;AC;1;2013;10;V;1;2012;10;V;2;2013;;;;;10;V;1;2012;10;V;2;2013
12011789;10;V;1;2014;7;AC;1;2013;0;NRA;1;2015;10;V;2;2014;0;NRA;1;2015;12.3;V;1;2012;6.55;;2;2015;11.05;V;1;2012;7;AC;1;2013;10;V;1;2012;;;;;;;;;13.35;V;1;2012;10 375;V;2;2013
12011809;10;V;2;2015;10;V;1;2015;8.15;NV;2;2015;7.3;NV;2;2015;1.4;NRA;1;2015;10;V;2;2013;7 808;;2;2015;10.1;V;1;2013;10;V;2;2015;13 225;V;1;2015;8 701;AC;2;2015;7;AC;2;2015;11 875;V;1;2013;10.15;V;2;2015
12011867;0;NRA;1;2015;7;AC;1;2013;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;15.15;V;1;2012;3 692;;2;2015;8.05;AC;2;2013;7;AC;1;2013;10;V;1;2012;;;;;;;;;15;V;1;2012;11.45;V;2;2013
12011872;0;NRA;1;2015;10;V;1;2013;0;NRA;1;2015;0;NRA;1;2015;11.25;V;1;2013;10;V;2;2013;5 208;;2;2015;10;V;2;2013;10;V;1;2013;;;;;;;;;11.25;V;1;2013;10;V;2;2013;10;V;2;2013
12011874;0;NRA;1;2015;10;V;1;2013;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;1 667;;2;2015;13.2;V;1;2012;10;V;1;2013;;;;;;;;;;;;;10;V;1;2012;11 575;V;2;2013
12011883;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015
12011898;10;V;1;2014;8.5;NV;2;2015;10 063;V;1;2013;10;V;2;2013;7.5;NV;2;2015;10;V;1;2012;9 344;;2;2015;10;V;1;2012;3.7;NRA;1;2015;10.25;V;1;2015;10;V;2;2013;8;NV;2;2015;10;V;1;2012;8 658;NV;2;2015
12011899;12;V;1;2014;10;V;1;2013;10.15;V;1;2014;0;NRA;1;2015;0;NRA;1;2015;12.85;V;1;2013;7.5;;2;2015;10;V;2;2013;10;V;1;2013;10.1;V;1;2012;;;;;;;;;13;V;1;2013;10;V;2;2013
12011940;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;10.4;V;1;2012;1 733;;2;2015;0;NRA;1;2015;0;NRA;1;2015;10;V;1;2012;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;1 667;NV;2;2015
12011960;10;V;1;2014;10;V;2;2013;10.1;V;1;2015;10.3;V;1;2013;10;V;2;2013;10;V;1;2014;10 067;V;1;2015;12.3;V;1;2012;10;V;2;2013;10;V;2;2013;10.3;V;1;2013;10;V;2;2013;10;V;2;2013;11 408;V;2;2013
12012355;0;NRA;1;2015;15.6;V;1;2012;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;2.6;;2;2015;0;NRA;1;2015;15.6;V;1;2012;2.15;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;2 958;NV;2;2015
12012361;10;V;1;2014;7;AC;2;2014;9;AC;2;2014;10;V;2;2013;10;V;2;2014;14;V;1;2012;10;V;2;2014;7.9;NV;2;2015;3.45;NRA;1;2015;10;V;2;2014;10;V;2;2013;5.5;NV;2;2015;13.6;V;1;2012;8 408;NV;2;2015
12012403;0;NRA;1;2015;10;V;1;2012;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;10;V;1;2012;3 333;;2;2015;11.12;V;1;2012;10;V;1;2012;;;;;;;;;;;;;12.95;V;1;2012;10 518;V;2;2013
12012443;10;V;2;2013;7;AC;1;2013;11 675;V;1;2013;10;V;2;2014;2.6;NRA;1;2015;11;V;1;2012;8 713;;2;2015;11.75;V;1;2012;7;AC;1;2013;11.93;V;1;2012;;;;;;;;;10.2;V;1;2012;11.48;V;2;2013
12012449;12.5;V;1;2014;7.5;AC;1;2013;10;V;2;2014;10;V;1;2013;10;V;2;2014;10;V;1;2012;10;V;2;2015;14.4;V;1;2012;7.5;AC;1;2013;10;V;1;2012;10;V;1;2013;;;;;13;V;1;2013;11 225;V;2;2013
12012455;10;V;1;2014;8.25;AC;2;2013;11 275;V;1;2013;10;V;2;2013;7;AC;2;2015;10;V;1;2012;9 421;AC;2;2015;13;V;1;2013;8.25;AC;2;2013;10;V;2;2013;10;V;2;2013;;;;;10;V;1;2012;10 313;V;2;2013
12012558;10;V;2;2014;7;NV;2;2015;10;V;1;2014;10;V;2;2014;3.7;NRA;1;2015;10;V;2;2013;8.45;;2;2015;10;V;1;2012;1.2;NRA;1;2015;10;V;2;2014;3.25;NRA;1;2015;7;NV;2;2015;10;V;2;2013;6 908;NV;2;2015
12012559;10;V;2;2014;10;V;1;2013;12.6;V;1;2013;10;V;2;2014;7.5;AC;2;2015;10;V;1;2012;10 017;V;2;2015;12;V;1;2012;10;V;1;2013;10.07;V;1;2012;;;;;;;;;11;V;1;2012;10.75;V;2;2013
12012676;;;;;;;;;;;;;11;V;1;2013;10;V;1;2013;10;V;2;2013;10;V;2;2013;10;V;2;2013;1.8;NRA;1;2015;9;AC;2;2013;11;V;1;2013;10;V;1;2013;10;V;1;2012;8 633;NV;2;2015
12012775;10;V;2;2014;10;V;1;2012;14.15;V;1;2013;10;V;2;2013;0;NRA;1;2015;10;V;1;2012;9 025;NV;2;2015;10.2;V;1;2012;10;V;1;2012;;;;;10;V;2;2013;;;;;10.4;V;1;2012;10;V;2;2013
12012899;0;NRA;1;2015;7;AC;1;2013;10.05;V;1;2013;0;NRA;1;2015;0;NRA;1;2015;12.9;V;1;2012;4 992;;2;2015;10;V;1;2012;7;AC;1;2013;11.64;V;1;2012;;;;;;;;;10.5;V;1;2012;10 963;V;2;2013
13010024;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;13.33;V;1;2013;2 222;;2;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015
13010027;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;10;V;2;2013;1 667;;2;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015
13010634;10;V;2;2014;7.5;NV;2;2015;7;NV;2;2015;7;NV;2;2015;4.4;NRA;1;2015;10;V;1;2013;7.65;;2;2015;10;V;2;2015;10;V;2;2015;13.35;V;1;2015;10.04;V;1;2015;0;NRA;1;2015;10;V;2;2013;8 898;NV;2;2015
13010797;12;V;1;2014;8.8;AC;2;2015;10.05;V;1;2015;10;V;2;2013;10;V;2;2014;10.1;V;1;2013;10 158;V;2;2015;10;V;1;2014;10;V;2;2014;13.78;V;1;2014;10;V;2;2013;10.25;V;1;2014;11.2;V;1;2013;10 872;V;2;2014
13010975;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015
13011117;;;;;;;;;;;;;10;V;2;2013;10;V;2;2013;13.54;V;1;2013;11 354;V;2;2013;5.2;NV;2;2015;.6;NRA;1;2015;11 875;V;1;2013;10;V;2;2013;10;V;2;2013;12.65;V;1;2013;8 388;NV;2;2015
13011263;;;;;;;;;;;;;7.92;AC;2;2013;14.25;V;1;2013;15.6;V;1;2013;12 624;V;2;2013;0;NRA;1;2015;0;NRA;1;2015;12 725;V;1;2013;7.92;AC;2;2013;14.25;V;1;2013;0;NRA;1;2015;5 816;NV;2;2015
13011439;12;V;1;2014;7.63;AC;2;2015;10;V;2;2014;11.2;V;1;2015;10;V;1;2014;10;V;2;2013;10 138;V;2;2015;10;V;1;2013;11.2;V;1;2014;10;V;1;2013;11.5;V;1;2014;10;V;1;2014;10;V;2;2013;10.45;V;1;2014
13011474;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;10.05;V;1;2013;1 675;;2;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015
13011712;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015
