COD_ETU;Note : TLGE3104;Résultat : TLGE3104;Session : TLGE3104;Année : TLGE3104;Note : TLGE3204;Résultat : TLGE3204;Session : TLGE3204;Année : TLGE3204;Note : TLGE3304;Résultat : TLGE3304;Session : TLGE3304;Année : TLGE3304;Note : TLGE3404;Résultat : TLGE3404;Session : TLGE3404;Année : TLGE3404;Note : TLGE3504;Résultat : TLGE3504;Session : TLGE3504;Année : TLGE3504;Note : TLGE3604;Résultat : TLGE3604;Session : TLGE3604;Année : TLGE3604;Note : TLGE3004;Résultat : TLGE3004;Session : TLGE3004;Année : TLGE3004;Note : TLGE4104;Résultat : TLGE4104;Session : TLGE4104;Année : TLGE4104;Note : TLGE4204;Résultat : TLGE4204;Session : TLGE4204;Année : TLGE4204;Note : TLGE4304;Résultat : TLGE4304;Session : TLGE4304;Année : TLGE4304;Note : TLGE4404;Résultat : TLGE4404;Session : TLGE4404;Année : TLGE4404;Note : TLGE4504;Résultat : TLGE4504;Session : TLGE4504;Année : TLGE4504;Note : TLGE4604;Résultat : TLGE4604;Session : TLGE4604;Année : TLGE4604;Note : TLGE4004;Résultat : TLGE4004;Session : TLGE4004;Année : TLGE4004
10010055;;;;;.75;NRA;1;2015;.5;NRA;1;2015;10;V;1;2012;10;V;2;2014;15.6;V;1;2014;;;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;;;;;0;NRA;1;2015;0;NRA;1;2015;;;1;2015
10048488;7;NV;2;2015;4 575;NRA;1;2015;3.6;NRA;1;2015;10;V;2;2014;10;V;2;2014;13.5;V;1;2014;8 113;NV;2;2015;2.55;NRA;1;2015;1.2;NRA;1;2015;5.5;NV;2;2015;4.5;NRA;1;2015;11.2;V;1;2015;;;;;;;1;2015
10048648;12.6;V;1;2013;10;V;2;2014;10;V;1;2014;17.1;V;1;2014;10;V;2;2013;13.1;V;1;2014;12 133;V;2;2014;0;NRA;1;2015;0;NV;2;2015;;;;;0;NRA;1;2015;0;NRA;1;2015;;;;;;;1;2015
10048680;7;NV;2;2015;2.55;NRA;1;2015;2;NRA;1;2015;4.1;NRA;1;2015;6.5;NV;2;2015;12.5;V;1;2014;5 775;NV;2;2015;3 075;NRA;1;2015;2.85;NRA;1;2015;13.4;V;1;2014;12;V;1;2015;10;V;2;2015;1.2;NRA;1;2015;7 088;NV;2;2015
10048683;7;AC;2;2014;8.48;AC;2;2014;7;AC;2;2014;14.4;V;1;2014;10;V;2;2013;15.3;V;1;2014;10 363;V;2;2014;7 975;AC;2;2015;10;V;2;2015;12;V;1;2014;14.4;V;1;2014;14.25;V;1;2014;10;V;2;2015;11 438;V;2;2015
10048707;7;NV;2;2015;3 275;NRA;1;2015;3.2;NRA;1;2015;10;V;1;2014;10;V;2;2014;13;V;1;2014;7 746;NV;2;2015;;;;;1.1;NRA;1;2015;;;;;.5;NRA;1;2015;7.6;NV;2;2015;;;;;;;1;2015
10048722;7;NV;2;2015;1.05;NRA;1;2015;.8;NRA;1;2015;13.6;V;1;2014;3.25;NRA;1;2015;12.35;V;1;2014;6 342;NV;2;2015;;;;;3.9;NRA;1;2015;;;;;;NV;2;2015;8.4;NV;2;2015;;;;;;;1;2015
10048737;8;AC;2;2014;10;V;2;2014;7;AC;2;2014;13.8;V;1;2014;10;V;2;2013;11.8;V;1;2014;10.1;V;2;2014;7;AC;2;2015;10;V;2;2015;7;AC;2;2015;11.1;V;1;2014;10;V;2;2015;9;AC;2;2015;9 017;AC;2;2015
10048752;2.8;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;10.3;V;1;2014;0;NRA;1;2015;14 175;V;1;2014;4 546;NV;2;2015;0;NRA;1;2015;0;NRA;1;2015;11.4;V;1;2014;0;NRA;1;2015;10;V;2;2014;0;NRA;1;2015;3 567;NV;2;2015
10048754;8;NV;2;2015;3.95;NRA;1;2015;2.6;NRA;1;2015;10;V;2;2013;10;V;2;2015;15 025;V;1;2014;8 263;NV;2;2015;5 038;NV;2;2015;10 075;V;1;2014;10;V;2;2014;16.2;V;1;2014;18.4;V;1;2015;3.6;NRA;1;2015;10 552;NV;2;2015
11010738;7.5;NV;2;2015;10.4;V;1;2015;10;V;2;2015;10.25;V;1;2013;6;NV;2;2015;13.1;V;1;2014;9 542;NV;2;2015;5 975;NV;2;2015;10;V;2;2015;8.25;NV;2;2015;10;V;2;2015;11.6;V;1;2015;10;V;2;2014;9 304;NV;2;2015
11011891;;;;;;;;;0;NRA;1;2015;0;NRA;1;2015;;;;;0;NRA;1;2015;;;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015
