COD_ETU;Note : TLGE3104;Résultat : TLGE3104;Session : TLGE3104;Année : TLGE3104;Note : TLGE3204;Résultat : TLGE3204;Session : TLGE3204;Année : TLGE3204;Note : TLGE3304;Résultat : TLGE3304;Session : TLGE3304;Année : TLGE3304;Note : TLGE3404;Résultat : TLGE3404;Session : TLGE3404;Année : TLGE3404;Note : TLGE3504;Résultat : TLGE3504;Session : TLGE3504;Année : TLGE3504;Note : TLGE3604;Résultat : TLGE3604;Session : TLGE3604;Année : TLGE3604;Note : TLGE3004;Résultat : TLGE3004;Session : TLGE3004;Année : TLGE3004;Note : TLGE4104;Résultat : TLGE4104;Session : TLGE4104;Année : TLGE4104;Note : TLGE4204;Résultat : TLGE4204;Session : TLGE4204;Année : TLGE4204;Note : TLGE4304;Résultat : TLGE4304;Session : TLGE4304;Année : TLGE4304;Note : TLGE4404;Résultat : TLGE4404;Session : TLGE4404;Année : TLGE4404;Note : TLGE4504;Résultat : TLGE4504;Session : TLGE4504;Année : TLGE4504;Note : TLGE4604;Résultat : TLGE4604;Session : TLGE4604;Année : TLGE4604;Note : TLGE4004;Résultat : TLGE4004;Session : TLGE4004;Année : TLGE4004
11012531;7;NV;2;2015;3 975;NRA;1;2015;7;NV;2;2015;10.4;V;1;2014;;NV;2;2015;13;V;1;2014;7 863;NV;1;2015;2 475;NRA;1;2015;0;NV;2;2015;0;NV;2;2015;;;;;10.8;V;1;2015;;;;;;;1;2015
11012544;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015;;;;;0;NRA;1;2015;;;;;0;NRA;1;2015;0;NRA;1;2015;;;;;;;1;2015
11012552;;;;;;;;;;;;;0;NRA;1;2015;;;;;13.5;V;1;2014;;;1;2015;0;NRA;1;2015;0;NRA;1;2015;12.6;V;1;2014;;;;;0;NRA;1;2015;;;;;;;1;2015
11012553;10.25;V;1;2015;10;V;2;2015;10;V;1;2015;10;V;2;2013;10;V;2;2014;13.45;V;1;2014;10 617;V;2;2015;7;AC;2;2015;9;AC;2;2015;10;V;1;2014;12.3;V;1;2014;10;V;2;2014;10;V;2;2014;9 717;AC;2;2015
11012556;10;V;1;2013;0;NRA;1;2015;0;NRA;1;2015;10.3;V;1;2013;0;NRA;1;2015;13.05;V;1;2014;5 558;NV;2;2015;0;NRA;1;2015;0;NV;2;2015;10.1;V;1;2014;10.2;V;1;2014;0;NRA;1;2015;0;NRA;1;2015;3 383;NV;2;2015
11012941;10;V;2;2015;10;V;2;2015;10;V;2;2014;12.5;V;1;2014;7;AC;2;2015;13;V;1;2014;10 417;V;2;2015;10 275;V;1;2015;10;V;2;2015;13.25;V;1;2015;10;V;1;2015;15.2;V;1;2015;10;V;1;2015;11 454;V;2;2015
11013302;;;;;;;;;;;;;14.8;V;1;2014;1;NRA;1;2015;0;NRA;1;2015;;;1;2015;0;NRA;1;2015;;;;;0;NRA;1;2015;;;;;0;NRA;1;2015;;;;;;;1;2015
11013318;;;;;;;;;0;NRA;1;2015;0;NRA;1;2015;;;;;;;;;;;1;2015;;;;;;;;;;;;;;;;;;;;;0;NRA;1;2015;;;1;2015
11013346;7;AC;2;2014;11.23;V;1;2014;10;V;2;2013;13;V;1;2014;12.6;V;1;2012;14.5;V;1;2014;11 388;V;2;2014;10;V;2;2014;10 875;V;1;2014;14 625;V;1;2015;15.5;V;1;2015;12.4;V;1;2015;7.65;AC;2;2015;11 842;V;2;2015
11013349;7;NV;2;2015;7.5;NV;2;2015;2.8;NRA;1;2015;11.6;V;1;2014;10;V;2;2014;15.95;V;1;2014;9 142;NV;2;2015;7.05;NV;2;2015;9;NV;2;2015;12;V;1;2014;;;;;11.2;V;1;2015;7;NV;2;2015;;;1;2015
11013510;10;V;2;2014;10;V;2;2014;7.5;AC;2;2014;9;AC;2;2014;10;V;2;2014;13.55;V;1;2014;10 008;V;2;2014;2.85;NRA;1;2015;0;NV;2;2015;14.5;V;1;2014;17.1;V;1;2014;5.2;NV;2;2015;7;NV;2;2015;7 775;NV;2;2015
11013773;10;V;2;2014;7;AC;2;2014;7;AC;2;2014;14.3;V;1;2014;7.9;AC;2;2014;14 075;V;1;2014;10 046;V;2;2014;7;AC;2;2015;10.5;V;1;2014;10;V;2;2015;10;V;2;2014;12.8;V;1;2015;10.2;V;1;2014;10 083;V;2;2015
11013928;10;V;2;2015;13.35;V;1;2015;10;V;1;2014;10 875;V;1;2013;10;V;2;2014;13.6;V;1;2014;11 304;V;2;2015;7;AC;2;2015;10;V;2;2014;10.8;V;1;2014;14.1;V;1;2014;10;V;1;2014;10.95;V;1;2014;10 475;V;2;2015
11015208;9;AC;2;2015;10;V;2;2015;11.6;V;1;2015;10;V;1;2013;13.25;V;1;2015;10 425;V;1;2015;10 713;V;2;2015;7;AC;2;2015;10;V;2;2015;14 125;V;1;2015;9;AC;2;2015;18;V;1;2015;10;V;1;2015;11 354;V;2;2015
12009157;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015;;;;;0;NRA;1;2015;;;;;;;;;0;NRA;1;2015;;;;;;;1;2015
12010889;7;NV;2;2015;10;V;2;2015;1.4;NRA;1;2015;11;V;1;2014;;NV;2;2015;13;V;1;2014;7 175;NV;1;2015;1.35;NRA;1;2015;0;NRA;1;2015;10.3;V;1;2014;15.9;V;1;2014;4;NRA;1;2015;0;NRA;1;2015;5 258;NV;2;2015
12011019;10.65;V;1;2013;11.3;V;1;2014;7;AC;2;2014;13.4;V;1;2014;10;V;1;2013;13.05;V;1;2014;10.9;V;2;2014;7;AC;2;2015;9;AC;2;2015;11.9;V;1;2014;13;V;1;2015;12;V;1;2015;8;AC;2;2015;10.15;V;2;2015
12011023;;;;;;;;;;;;;0;NRA;1;2015;;;;;0;NRA;1;2015;;;1;2015;0;NRA;1;2015;;;;;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;;;;;;;1;2015
12011025;;;;;;;;;;;;;;;;;;;;;0;NRA;1;2015;;;1;2015;0;NRA;1;2015;;;;;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;;;;;;;1;2015
12011032;7.6;AC;2;2015;15.38;V;1;2014;8;AC;2;2015;15.4;V;1;2014;10;V;2;2013;12;V;1;2014;11 397;V;2;2015;10.05;V;1;2015;2.95;NRA;1;2015;10.1;V;1;2014;17.7;V;1;2014;10.5;V;1;2014;5;NV;2;2015;9 383;NV;2;2015
12011046;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2015;0;NRA;1;2015;;;;;0;NRA;1;2015;;;;;;;;;;;;;;;1;2015
12011049;7;NV;2;2015;3 325;NRA;1;2015;1.6;NRA;1;2015;10.2;V;1;2014;10;V;2;2014;12.7;V;1;2014;7 471;NV;2;2015;5.1;NV;2;2015;1.85;NRA;1;2015;11.1;V;1;2014;;;;;10.4;V;1;2015;;;;;;;1;2015
12011056;10;V;2;2014;14.38;V;1;2014;11.73;V;1;2014;17.6;V;1;2014;13.75;V;1;2014;16.55;V;1;2014;14 002;V;2;2014;14.5;V;1;2014;12 525;V;1;2014;18.9;V;1;2014;17.7;V;1;2014;14;V;1;2014;7;AC;2;2015;14 104;V;2;2015
12011174;;;;;;;;;;;;;;;;;;;;;0;NRA;1;2015;;;1;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2015
12011188;10;V;2;2014;10;V;2;2014;7;AC;2;2014;10.5;V;1;2014;10;V;2;2014;13.5;V;1;2014;10 167;V;2;2014;2 025;NRA;1;2015;11.05;V;1;2014;10;V;1;2014;11.1;V;1;2014;10.25;V;1;2014;7;NV;2;2015;8 571;NV;2;2015
12011190;8;AC;2;2015;7;AC;2;2015;10;V;2;2015;10;V;2;2014;10.9;V;1;2014;14.1;V;1;2014;10;V;2;2015;7;AC;2;2015;10;V;2;2015;10;V;2;2015;12;V;1;2015;12;V;1;2015;10.8;V;1;2015;10.3;V;2;2015
12011195;10;V;2;2015;4.7;NRA;1;2015;10;V;2;2015;13.2;V;1;2014;10;V;2;2014;12.5;V;1;2014;10 067;NV;2;2015;10.4;V;1;2015;10;V;2;2015;10.1;V;1;2014;13.5;V;1;2014;10.25;V;1;2014;7;AC;2;2015;10 208;V;2;2015
12011202;9;NV;2;2015;;;;;;;;;13.6;V;1;2014;7.2;NV;2;2015;13;V;1;2014;;;1;2015;2 925;NRA;1;2015;2.1;NRA;1;2015;10;V;2;2014;12.3;V;1;2014;10;V;2;2014;0;NRA;1;2015;6 221;NV;2;2015
12011218;9;NV;2;2015;4.65;NRA;1;2015;10;V;1;2015;13;V;1;2014;10;V;2;2015;12.65;V;1;2014;9 883;NV;2;2015;7.3;AC;2;2014;9;AC;2;2014;13.1;V;1;2014;13.2;V;1;2014;12.25;V;1;2014;10;V;2;2014;10 808;V;2;2014
12011232;10;V;2;2014;10;V;2;2014;10;V;1;2014;17.6;V;1;2014;7.75;AC;2;2014;12.2;V;1;2014;11 258;V;2;2014;7;AC;2;2015;10;V;2;2014;11;V;1;2014;13.8;V;1;2014;11.2;V;1;2015;10;V;2;2015;10.5;V;2;2015
12011263;11.05;V;1;2014;10;V;2;2014;10;V;2;2014;12.6;V;1;2014;10;V;2;2014;13.5;V;1;2014;11 192;V;2;2014;10;V;2;2014;10.85;V;1;2014;11 125;V;1;2015;15.5;V;1;2015;10.25;V;1;2014;10;V;2;2014;11 288;V;1;2015
12011268;;;;;;;;;;;;;0;NRA;1;2015;;;;;0;NRA;1;2015;;;1;2015;0;NRA;1;2015;;;;;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;;;;;;;1;2015
12011270;;;;;;;;;;;;;;;;;;;;;0;NRA;1;2015;;;1;2015;;;;;;;;;;;;;;;;;0;NRA;1;2015;;;;;;;1;2015
12011281;10;V;2;2013;7;AC;2;2014;8.5;AC;2;2014;10;V;2;2013;10;V;1;2013;14.7;V;1;2014;11 317;V;2;2014;7.9;AC;2;2015;8.5;AC;2;2015;12.1;V;1;2014;16.5;V;1;2014;15.25;V;1;2014;10;V;1;2015;11 708;V;2;2015
12011289;;;;;;;;;;;;;10;V;1;2014;;;;;12 525;V;1;2014;;;1;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12011305;;;;;;;;;;;;;0;NRA;1;2015;;;;;12.5;V;1;2014;;;1;2015;0;NRA;1;2015;;;;;0;NRA;1;2015;;;;;;;;;;;;;;;1;2015
12011306;7;AC;2;2015;7.8;AC;2;2015;10;V;1;2015;16.1;V;1;2014;10;V;2;2015;12.25;V;1;2014;10 525;V;2;2015;8.75;AC;2;2015;10;V;2;2015;11.8;V;1;2014;11;V;1;2015;11.5;V;1;2014;10;V;1;2015;10 508;V;2;2015
12011309;8;NV;2;2015;7.65;NV;2;2015;2.8;NRA;1;2015;11;V;1;2013;11 375;V;1;2014;13.15;V;1;2014;8 996;NV;2;2015;3 375;NRA;1;2015;10;V;2;2015;10;V;2;2014;16.5;V;1;2015;10.25;V;1;2014;7.7;NV;2;2015;9 638;NV;2;2015
12011317;0;NRA;1;2015;;;;;;;;;0;NRA;1;2015;;;;;13 075;V;1;2014;;;1;2015;;;;;;;;;0;NRA;1;2015;;;;;0;NRA;1;2015;;;;;;;1;2015
12011363;9;AC;2;2014;8.05;AC;2;2014;7;AC;2;2014;13.7;V;1;2014;9.2;AC;2;2014;15 225;V;1;2014;10 363;V;2;2014;10.35;V;1;2015;11.3;V;1;2014;10;V;2;2014;14.1;V;1;2014;12;V;1;2014;9;AC;2;2015;11 125;V;2;2015
12011394;;;;;;;;;;;;;13.4;V;1;2014;;;;;14;V;1;2014;;;1;2015;0;NRA;1;2015;;;;;0;NRA;1;2015;;;;;0;NRA;1;2015;;;;;;;1;2015
12011399;8;NV;2;2015;7.95;NV;2;2015;3.6;NRA;1;2015;13.8;V;1;2014;9.2;NV;2;2015;13;V;1;2014;9 258;NV;2;2015;;;;;1.95;NRA;1;2015;;;;;14.7;V;1;2014;5.2;NV;2;2015;3.5;NRA;1;2015;;;1;2015
12011403;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015
12011404;7;AC;2;2015;12 475;V;1;2015;10;V;2;2014;17.2;V;1;2014;11.9;V;1;2014;16 925;V;1;2014;12 583;V;2;2015;8.8;AC;2;2014;10 075;V;1;2014;13.1;V;1;2014;17.7;V;1;2014;10.75;V;1;2014;7.95;AC;2;2014;11 396;V;2;2014
12011407;10;V;2;2014;4.35;NRA;1;2015;5;NV;2;2015;14.3;V;1;2014;10;V;2;2013;13.4;V;1;2014;9 508;NV;2;2015;0;NRA;1;2015;0;NV;2;2015;10;V;1;2014;15.3;V;1;2014;0;NRA;1;2015;0;NRA;1;2015;4 217;NV;2;2015
12012155;10;V;2;2015;7.5;AC;2;2015;10;V;1;2015;10;V;2;2013;13;V;1;2015;11.5;V;1;2015;10 333;V;2;2015;7.65;AC;2;2015;7.9;AC;2;2015;10.75;V;1;2015;16.25;V;1;2015;11.6;V;1;2015;10;V;1;2015;10 692;V;2;2015
12012919;8;NV;2;2015;10;V;2;2014;5;NV;2;2015;15.3;V;1;2014;11.55;V;1;2013;14;V;1;2014;10 642;NV;2;2015;6.3;NV;2;2015;6 825;NV;2;2015;12 625;V;1;2015;10;V;1;2015;10;V;2;2014;1.8;NRA;1;2015;7 925;NV;2;2015
12012921;10;V;2;2015;10;V;2;2015;10;V;2;2015;13.2;V;1;2014;10;V;2;2014;13;V;1;2014;11 033;V;2;2015;6.2;NV;2;2015;9;NV;2;2015;10;V;2;2014;15.9;V;1;2014;13.8;V;1;2015;7;NV;2;2015;10 317;NV;2;2015
13011488;14.5;V;1;2015;11.6;V;1;2015;15.8;V;1;2015;10.1;V;1;2015;16.5;V;1;2015;11 075;V;1;2015;13 263;V;1;2015;11.3;V;1;2015;15.1;V;1;2015;15.5;V;1;2015;16.5;V;1;2015;13.8;V;1;2015;10.1;V;1;2015;13 717;V;1;2015
13012024;10.7;V;1;2015;14 625;V;1;2015;12;V;1;2014;14.4;V;1;2014;9;AC;2;2015;13;V;1;2014;12 288;V;2;2015;11.3;V;1;2014;11 725;V;1;2014;10.2;V;1;2014;14.7;V;1;2014;12;V;1;2014;10.65;V;1;2014;11 763;V;1;2014
13012477;8;NV;2;2015;10;V;2;2015;10;V;2;2015;8.5;NV;2;2015;10;V;2;2015;12.5;V;1;2014;9 833;NV;2;2015;5.25;NV;2;2015;10;V;2;2015;8.5;NV;2;2015;9.75;NV;2;2015;10.4;V;1;2015;5.4;NV;2;2015;8 217;NV;2;2015
13012497;10;V;2;2015;10;V;2;2015;7;AC;2;2015;13.9;V;1;2014;9;AC;2;2015;15.1;V;1;2014;10 833;V;2;2015;7;AC;2;2015;10.25;V;1;2015;10;V;1;2014;14.4;V;1;2014;10.25;V;1;2014;8;AC;2;2015;9 983;AC;2;2015
13012740;10;V;2;2015;7;AC;2;2015;10.5;V;1;2015;10;V;2;2015;10;V;2;2015;11 275;V;1;2015;9 796;AC;2;2015;10.4;V;1;2015;10;V;2;2015;11 875;V;1;2015;10;V;1;2015;15.8;V;1;2015;7.5;AC;2;2015;10 929;V;2;2015
13012804;7;NV;2;2015;4.5;NRA;1;2015;10;V;2;2014;10;V;1;2014;8.75;NV;2;2015;13;V;1;2014;8 875;NV;2;2015;8 675;NV;2;2015;7.5;NV;2;2015;12;V;1;2014;10.25;V;1;2015;13.5;V;1;2014;7.2;NV;2;2015;9 854;NV;2;2015
13012832;8.1;AC;2;2015;10.5;V;1;2015;12.4;V;1;2015;14.2;V;1;2015;9.25;AC;2;2015;10 725;V;1;2015;10 863;V;2;2015;2 625;NRA;1;2015;10;V;2;2015;10;V;2;2015;14;V;1;2015;11.8;V;1;2015;6;NV;2;2015;9 071;NV;2;2015
13012851;9.5;AC;2;2015;10;V;2;2015;7;AC;2;2015;15.5;V;1;2014;7;AC;2;2015;13.15;V;1;2014;10 358;V;2;2015;7;AC;2;2015;10;V;2;2015;12.2;V;1;2014;16.5;V;1;2015;13.8;V;1;2015;10;V;2;2015;11 583;V;2;2015
13012870;10;V;2;2015;10;V;2;2015;10;V;2;2015;10.3;V;1;2014;8.25;AC;2;2015;13.95;V;1;2014;10 417;V;2;2015;7.5;AC;2;2015;11 075;V;1;2015;13.4;V;1;2014;12.9;V;1;2014;10;V;1;2014;7;AC;2;2015;10 313;V;2;2015
13012878;8;AC;2;2015;10;V;2;2015;10;V;2;2015;7.5;AC;2;2015;10;V;2;2015;12;V;1;2014;9 583;AC;2;2015;7;AC;2;2015;10;V;2;2015;10;V;1;2015;9.5;AC;2;2015;13.5;V;1;2015;10;V;2;2015;10;V;2;2015
13013005;9;AC;2;2015;7 825;AC;2;2015;10.4;V;1;2014;13.2;V;1;2014;10;V;2;2015;12.3;V;1;2014;10 454;V;2;2015;10.2;V;1;2014;9;AC;2;2014;10.2;V;1;2014;16.2;V;1;2014;11.25;V;1;2014;12.05;V;1;2014;11 483;V;2;2014
13013116;10;V;2;2015;10;V;2;2015;16.3;V;1;2015;16.9;V;1;2015;12.68;V;1;2015;10 275;V;1;2015;12 693;V;2;2015;12 775;V;1;2015;16.65;V;1;2015;12 125;V;1;2015;13;V;1;2015;16.8;V;1;2015;13;V;1;2015;14 058;V;1;2015
13013133;;;;;;;;;;;;;13.8;V;1;2015;;;;;14.65;V;1;2014;;;1;2015;5.05;NV;2;2015;;;;;;;;;;;;;15.2;V;1;2015;;;;;;;1;2015
13013134;8.6;AC;2;2015;10;V;2;2015;10;V;2;2015;12;V;1;2014;10.25;V;1;2015;13 575;V;1;2014;10 738;V;2;2015;10;V;2;2015;10.4;V;1;2015;11.1;V;1;2014;11;V;1;2015;10.5;V;1;2014;12.1;V;1;2015;10.85;V;2;2015
13013137;9;AC;2;2015;10;V;2;2015;10.2;V;1;2015;15.6;V;1;2014;7.2;AC;2;2015;12 175;V;1;2014;10 696;V;2;2015;5.05;NV;2;2015;10;V;2;2015;15.2;V;1;2014;17.1;V;1;2014;14.8;V;1;2015;3.8;NRA;1;2015;10 992;NV;2;2015
13013145;7.55;AC;2;2015;12 025;V;1;2015;10;V;2;2015;13.6;V;1;2014;9;AC;2;2015;13 075;V;1;2014;10 875;V;2;2015;7.15;AC;2;2015;10;V;2;2015;10;V;2;2014;10.5;V;1;2014;11.5;V;1;2014;7;AC;2;2015;9 358;AC;2;2015
13013152;10;V;2;2015;4 425;NRA;1;2015;10;V;2;2015;11.6;V;1;2014;10;V;2;2015;13.5;V;1;2014;9 921;NV;2;2015;6.6;NV;2;2015;12.6;V;1;2015;16.4;V;1;2014;14.4;V;1;2014;10;V;2;2014;10;V;2;2015;11 667;NV;2;2015
13013162;7;NV;2;2015;;;;;3;NRA;1;2015;10.1;V;1;2015;;;;;13.5;V;1;2014;;;1;2015;2 925;NRA;1;2015;;;;;10;V;2;2014;;NV;2;2015;11.8;V;1;2015;8.3;NV;2;2015;;;1;2015
13013186;;;;;;;;;;;;;0;NRA;1;2015;;;;;;;;;;;1;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2015
13013187;;;;;;;;;.2;NRA;1;2015;9;NV;2;2015;1.25;NRA;1;2015;;;;;;;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;;;;;;;;;;;;;;;1;2015
13013225;10;V;2;2015;4 175;NRA;1;2015;15.8;V;1;2015;12.3;V;1;2015;11.75;V;1;2015;10;V;2;2015;10 671;NV;2;2015;10.55;V;1;2015;15.2;V;1;2015;14 125;V;1;2015;16.5;V;1;2015;18.8;V;1;2015;16.8;V;1;2015;15 329;V;1;2015
13013290;;;;;;;;;0;NRA;1;2015;0;NRA;1;2015;;;;;14.5;V;1;2014;;;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015
13013295;9.1;AC;2;2015;10;V;2;2015;10;V;2;2015;14.7;V;1;2014;10;V;2;2015;15.05;V;1;2014;11 475;V;2;2015;7;AC;2;2015;10;V;1;2015;15 625;V;1;2015;13.25;V;1;2015;7.5;AC;2;2015;10;V;2;2015;10 563;V;2;2015
13013302;;;;;;;;;;;;;0;NRA;1;2015;;;;;0;NRA;1;2015;;;1;2015;0;NRA;1;2015;;;;;0;NV;2;2015;0;NRA;1;2015;0;NRA;1;2015;;;;;;;1;2015
13013306;;;;;;;;;;;;;0;NRA;1;2015;;;;;;;;;;;1;2015;0;NRA;1;2015;;;;;0;NRA;1;2015;;;;;0;NRA;1;2015;;;;;;;1;2015
13013319;8.6;AC;2;2015;10.55;V;1;2015;10;V;1;2014;13;V;1;2014;7;AC;2;2015;14;V;1;2014;10 525;V;2;2015;8;AC;2;2015;12;V;1;2015;13.75;V;1;2015;13.8;V;1;2014;11.25;V;1;2014;8;AC;2;2015;11 133;V;2;2015
13013330;8.5;AC;2;2015;10;V;2;2015;11.6;V;1;2015;12.4;V;1;2014;9.5;AC;2;2015;13.6;V;1;2014;10 933;V;2;2015;7;AC;2;2015;10;V;2;2015;13 125;V;1;2015;15.6;V;1;2014;10.75;V;1;2014;7;AC;2;2015;10 579;V;2;2015
13013345;;;;;;;;;.2;NRA;1;2015;;;;;;;;;0;NRA;1;2015;;;1;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2015
13013370;;;;;3 325;NRA;1;2015;3.4;NRA;1;2015;;;;;;;;;13;V;1;2014;;;1;2015;2.25;NRA;1;2015;;;;;10;V;2;2014;0;NRA;1;2015;10.8;V;1;2015;0;NRA;1;2015;;;1;2015
13013403;;;;;;;;;;;;;0;NRA;1;2015;;;;;;;;;;;1;2015;;;;;;;;;;;;;;;;;0;NRA;1;2015;;;;;;;1;2015
13013449;;;;;4 675;NRA;1;2015;;;;;;;;;;;;;12;V;1;2014;;;1;2015;2 025;NRA;1;2015;0;NRA;1;2015;11.7;V;1;2014;13;V;1;2015;10;V;2;2015;;;;;;;1;2015
13013500;9.4;AC;2;2015;10;V;2;2015;10;V;2;2015;12.6;V;1;2014;10;V;2;2015;12 075;V;1;2014;10 679;V;2;2015;7;AC;2;2015;10;V;2;2015;13.2;V;1;2014;13;V;1;2015;10;V;1;2014;8;AC;2;2015;10.2;V;2;2015
13013515;8.5;NV;2;2015;10.8;V;1;2015;7;NV;2;2015;9;NV;2;2015;10;V;2;2015;12.25;V;1;2014;9 592;NV;2;2015;6 225;NV;2;2015;;;;;11.5;V;1;2015;;;;;10.4;V;1;2015;;;;;;;1;2015
13013543;11.35;V;1;2015;10;V;2;2015;7;AC;2;2015;10.6;V;1;2014;10;V;2;2015;14.05;V;1;2014;10.5;V;2;2015;3 575;NRA;1;2015;10;V;2;2015;14;V;1;2014;14.75;V;1;2015;11.5;V;1;2014;6.3;NV;2;2015;10 021;NV;2;2015
