COD_ETU;Note : TLMP3104;Résultat : TLMP3104;Session : TLMP3104;Année : TLMP3104;Note : TLMP3204;Résultat : TLMP3204;Session : TLMP3204;Année : TLMP3204;Note : TLMP3304;Résultat : TLMP3304;Session : TLMP3304;Année : TLMP3304;Note : TLMP3404;Résultat : TLMP3404;Session : TLMP3404;Année : TLMP3404;Note : TLMP3504;Résultat : TLMP3504;Session : TLMP3504;Année : TLMP3504;Note : TLMP3604;Résultat : TLMP3604;Session : TLMP3604;Année : TLMP3604;Note : TLMP3004;Résultat : TLMP3004;Session : TLMP3004;Année : TLMP3004;Note : TLMP4104;Résultat : TLMP4104;Session : TLMP4104;Année : TLMP4104;Note : TLMP4204;Résultat : TLMP4204;Session : TLMP4204;Année : TLMP4204;Note : TLMP4304;Résultat : TLMP4304;Session : TLMP4304;Année : TLMP4304;Note : TLMP4404;Résultat : TLMP4404;Session : TLMP4404;Année : TLMP4404;Note : TLMP4504;Résultat : TLMP4504;Session : TLMP4504;Année : TLMP4504;Note : TLMP4604;Résultat : TLMP4604;Session : TLMP4604;Année : TLMP4604;Note : TLMP4004;Résultat : TLMP4004;Session : TLMP4004;Année : TLMP4004
17005013;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021
17005077;10;V;2;2019;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;11 738;V;1;2019;11.5;V;1;2018;5.54;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;2;2018;12.95;V;1;2018;0;NRA;1;2021;3 825;NV;2;2021
17005207;10;V;1;2020;2;NV;2;2021;10;V;2;2020;10;V;2;2020;3.5;NV;2;2021;10;V;2;2018;7 583;NV;2;2021;7;NV;2;2021;9;NV;2;2021;4;NV;2;2021;10;VAR;2;2021;13.71;V;1;2019;10;V;2;2019;8 952;NV;2;2021
17005240;;;;;0;NRA;1;2021;;;;;0;NRA;1;2021;;;;;0;NRA;1;2021;;;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;1;2019;0;NRA;1;2021;0;NRA;1;2021;1 667;NV;2;2021
17005366;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;1;2020;0;NRA;1;2021;1 667;NV;2;2021;;;;;0;NRA;1;2021;;;;;;;;;0;NRA;1;2021;;;;;;;1;2021
17005380;0;NRA;1;2021;;;;;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;11.75;V;1;2018;;;1;2021;0;NRA;1;2021;;;;;;;;;0;NRA;1;2021;0;NRA;1;2021;;;;;;;1;2021
17005401;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021;7.5;AC;2;2019;12.8;V;1;2019;13;V;1;2019;13;V;1;2019;13.14;V;1;2019;10.1;V;1;2018;11.59;V;2;2019
17005409;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021
17005456;10;V;2;2020;7;AC;2;2021;10;V;1;2020;10;V;2;2020;10;V;2;2020;11;V;1;2018;9 667;AC;2;2021;7;AC;2;2020;14.3;V;1;2019;7;AC;2;2020;10;VAR;2;2020;13.7;V;1;2019;11;V;1;2019;10.5;V;2;2020
17005463;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021
17005525;10;V;2;2020;10;V;2;2021;1;NV;2;2021;10;V;2;2020;15;V;1;2020;13;V;1;2018;9 833;NV;2;2021;10;V;2;2019;12.4;V;1;2019;14;V;1;2019;15.5;V;1;2019;18.29;V;1;2019;14;V;1;2019;14 032;V;2;2019
17005557;10.4;V;1;2020;10;V;2;2021;10;V;2;2020;10;V;1;2020;14;V;1;2020;13;V;1;2018;11 233;V;2;2021;7;AC;2;2021;10;VAR;2;2020;14;V;1;2019;10;V;1;2019;11 075;V;1;2018;13;V;1;2019;10 846;V;2;2021
17005611;10;V;2;2020;1;NV;2;2021;.25;NV;2;2021;12;V;1;2021;2;NV;2;2021;12;V;1;2018;6 208;NV;2;2021;0;NRA;1;2021;10;V;1;2019;0;NRA;1;2021;0;NRA;1;2021;11.71;V;1;2019;0;NRA;1;2021;3 618;NV;2;2021
17005612;0;NRA;1;2021;;;;;;;;;0;NRA;1;2021;0;NRA;1;2021;10;V;1;2018;;;1;2021;;;;;;;;;;;;;;;;;0;NRA;1;2021;;;;;;;1;2021
17005655;10;V;2;2019;10;V;2;2020;10;V;2;2020;10;V;2;2020;0;NRA;1;2021;10 375;V;1;2019;8 396;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;12;V;1;2020;0;NRA;1;2021;10;VAR;2;2020;0;NRA;1;2021;3 667;NV;2;2021
17005657;10;V;2;2019;7;AC;2;2021;12;V;1;2020;10;V;1;2020;10;V;2;2020;12.25;V;1;2018;10 208;V;2;2021;10;V;1;2021;8.4;AC;2;2021;10;V;1;2019;10.5;V;1;2021;14;V;1;2019;10;V;2;2019;10 483;V;2;2021
17005679;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021;;;;;0;NRA;1;2021;;;;;;;;;0;NRA;1;2021;0;NRA;1;2021;;;1;2021
17005689;10;V;2;2021;10;V;2;2021;7;AC;2;2021;15.5;V;1;2021;11.8;V;1;2018;10;V;1;2018;10 717;V;2;2021;10;VAR;2;2021;2;NV;2;2021;5.5;NV;2;2021;10;VAR;2;2021;10.7;V;1;2018;10;V;2;2018;8 033;NV;2;2021
17005693;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021
17005770;13;V;1;2021;7;AC;2;2021;10;V;2;2020;11.5;V;1;2021;14;V;1;2021;10.75;V;1;2018;11 042;V;2;2021;5.71;NV;2;2021;10.8;V;1;2021;5.5;NV;2;2021;11.5;V;1;2021;14;V;1;2019;7;NV;2;2021;9 085;NV;2;2021
17005780;0;NRA;1;2021;;;;;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;12.25;V;1;2018;;;1;2021;;;;;;;;;;;;;;;;;0;NRA;1;2021;;;;;;;1;2021
17005786;10;V;2;2019;10;V;1;2019;10;V;1;2019;12.7;V;1;2019;8;AC;2;2019;11.25;V;1;2019;10 325;V;2;2019;0;NRA;1;2021;14.65;V;1;2019;15;V;1;2019;14;V;1;2019;13 275;V;1;2018;17;V;1;2019;12 321;NV;2;2021
17005810;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;11.5;V;1;2018;1 917;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10.5;V;1;2019;17.7;V;1;2019;0;NRA;1;2021;4.7;NV;2;2021
17005824;11.8;V;1;2020;2;NV;2;2021;1;NV;2;2021;10;V;2;2020;10;V;2;2020;10;V;2;2018;7 467;NV;2;2021;7.5;AC;2;2020;11.9;V;1;2020;8.6;AC;2;2020;10;VAR;2;2020;12;V;1;2019;10;V;2;2019;10;V;2;2020
17005876;0;NRA;1;2021;0;NRA;1;2021;10;V;2;2019;0;NRA;1;2021;0;NRA;1;2021;12.5;V;1;2018;3.75;NV;2;2021;10;V;2;2018;10.6;V;1;2018;0;NRA;1;2021;0;NRA;1;2021;13 125;V;1;2018;10;V;2;2018;7 288;NV;2;2021
17005877;13.8;V;1;2020;7;AC;2;2021;10;V;2;2021;10;V;2;2020;10;V;2;2020;10;V;2;2019;10 133;V;2;2021;7;AC;2;2020;12;V;1;2019;14;V;1;2019;11;V;1;2020;18;V;1;2019;10;V;2;2019;12;V;2;2020
17005937;10;V;2;2021;3;NV;2;2021;10;V;2;2020;10;V;2;2021;5;NV;2;2021;10.5;V;1;2018;8 083;NV;2;2021;7;AC;2;2019;10.1;V;1;2019;10;V;2;2019;8;AC;2;2019;10.05;V;1;2018;18;V;1;2019;10 525;V;2;2019
17006869;13.6;V;1;2021;8.5;AC;2;2021;13.75;V;1;2021;7;AC;2;2021;10;V;2;2021;17;V;1;2021;11 642;V;2;2021;12.67;V;1;2021;14.06;V;1;2021;10;V;1;2021;7.5;AC;2;2021;19;V;1;2021;11.75;V;1;2021;12 497;V;2;2021
17007320;10.4;V;1;2020;8.5;AC;2;2020;10;V;1;2020;10;V;2;2020;12;V;1;2020;13;V;1;2020;10.65;V;2;2020;7;AC;2;2021;10.1;V;1;2019;10;VAR;2;2020;7;AC;2;2021;13.71;V;1;2019;10;V;1;2019;9 635;AC;2;2021
17007349;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;2;2018;12;V;1;2018;3 667;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021
17007758;10;V;1;2020;3;NV;2;2021;10;V;2;2021;10;V;2;2021;10;V;2;2020;12;V;1;2018;9 167;NV;2;2021;7;NV;2;2021;9.01;NV;2;2021;5;NV;2;2021;10;VAR;2;2021;12.86;V;1;2019;10;V;2;2019;8 978;NV;2;2021
17007981;0;NRA;1;2021;;;;;0;NRA;1;2021;0;NRA;1;2021;;;;;10.25;V;1;2018;;;1;2021;;;;;;;;;;;;;;;;;0;NRA;1;2021;0;NRA;1;2021;;;1;2021
17011412;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;12;V;1;2018;2;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021
17011572;10;V;2;2019;10;V;2;2020;10;V;2;2020;10;V;2;2020;10;V;2;2020;10;V;2;2019;10;V;2;2020;1.43;NV;2;2021;12.9;V;1;2019;0;NRA;1;2021;10;VAR;2;2020;12.86;V;1;2019;13;V;1;2019;8 365;NV;2;2021
18001877;17;V;1;2019;11.8;V;1;2019;15.1;V;1;2019;13.55;V;1;2019;16 512;V;1;2019;15 875;V;1;2019;14 973;V;1;2019;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021
18002553;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021;0;NRA;1;2021;;;;;0;NRA;1;2021;;;;;0;NRA;1;2021;;;;;;;1;2021
18002619;7;NV;2;2021;10;V;2;2019;10.5;V;1;2020;9;NV;2;2021;10;V;2;2019;10;V;2;2019;9 417;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;11;V;1;2019;0;NRA;1;2021;10.29;V;1;2019;10;V;1;2019;5 215;NV;2;2021
18002622;10;V;2;2020;2;NV;2;2021;10.1;V;1;2019;11.4;V;1;2019;11;V;1;2020;16;V;1;2019;10 083;NV;2;2021;1;NV;2;2021;3;NV;2;2021;1;NV;2;2021;15;V;1;2020;14.2;V;1;2019;8;NV;2;2021;7 033;NV;2;2021
18002687;12;V;1;2020;10;V;2;2020;11.4;V;1;2019;7;AC;2;2020;12 438;V;1;2019;10;V;1;2019;10 473;V;2;2020;7;AC;2;2021;10.1;V;1;2020;10;V;1;2020;12.5;V;1;2020;17;V;1;2020;14;V;1;2020;11 767;V;2;2021
18002696;0;NRA;1;2021;;;;;0;NRA;1;2021;0;NRA;1;2021;;;;;0;NRA;1;2021;;;1;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18002712;0;NRA;1;2021;;;;;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;13;V;1;2019;;;1;2021;;;;;;;;;;;;;;;;;0;NRA;1;2021;;;;;;;1;2021
18002814;10;V;2;2019;7;AC;2;2021;10;V;2;2020;12.5;V;1;2021;10;V;2;2020;10;V;2;2019;9 917;AC;2;2021;7;AC;2;2020;10;V;2;2019;11;V;1;2019;10;V;1;2020;14;V;1;2019;15;V;1;2019;11 167;V;2;2020
18002929;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;11;V;1;2021;1 833;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021
18002965;0;NRA;1;2021;;;;;;;;;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;;;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;15;V;1;2019;2.5;NV;2;2021
18003053;14.2;V;1;2020;10;V;2;2020;11.5;V;1;2020;7;AC;2;2020;15;V;1;2020;11.25;V;1;2019;11 492;V;2;2020;10;VAR;2;2021;10;V;1;2021;12;V;1;2019;13.7;V;1;2021;10.86;V;1;2019;10;V;1;2021;11 093;V;2;2021
18003076;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;;;;;0;NRA;1;2021;;;1;2021;;;;;;;;;;;;;;;;;0;NRA;1;2021;;;;;;;1;2021
18003107;0;NRA;1;2021;;;;;0;NRA;1;2021;0;NRA;1;2021;;;;;0;NRA;1;2021;;;1;2021;;;;;;;;;;;;;;;;;0;NRA;1;2021;;;;;;;1;2021
18003162;10;V;2;2019;10;V;1;2021;10.5;V;1;2021;10;V;2;2019;12.5;V;1;2021;15;V;1;2019;11 333;V;1;2021;7;AC;2;2020;12.7;V;1;2020;10;V;1;2020;14;V;1;2020;10;VAR;2;2020;11;V;1;2020;10 783;V;2;2020
18003216;10;V;2;2020;10;V;2;2020;7;AC;2;2021;10.5;V;1;2021;10 562;V;1;2019;14;V;1;2020;10 344;V;2;2021;8.86;AC;2;2021;7;AC;2;2021;10;VAR;2;2020;14;V;1;2021;13;V;1;2020;12;V;1;2021;10.81;V;2;2021
18003319;;;;;;;;;;;;;0;NRA;1;2021;;;;;0;NRA;1;2021;;;1;2021;;;;;;;;;;;;;;;;;0;NRA;1;2021;;;;;;;1;2021
18003339;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;14 125;V;1;2019;2 354;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;12.57;V;1;2019;0;NRA;1;2021;2 095;NV;2;2021
18003385;10;V;2;2020;10;V;1;2021;10.5;V;1;2020;7.5;AC;2;2021;7;AC;2;2021;13;V;1;2021;9 667;AC;2;2021;8;AC;2;2021;10;VAR;2;2021;13;V;1;2019;10;VAR;2;2021;10;VAR;2;2020;10;VAR;2;2021;10 167;V;2;2021
18003407;;;;;;;;;;;;;0;NRA;1;2021;;;;;0;NRA;1;2021;;;1;2021;;;;;;;;;;;;;;;;;0;NRA;1;2021;;;;;;;1;2021
18003482;7.5;NV;2;2021;3;NV;2;2021;2.75;NV;2;2021;10.5;V;1;2021;8;NV;2;2021;10;V;1;2021;6 958;NV;2;2021;.1;NV;2;2021;.77;NV;2;2021;.5;NV;2;2021;8;NV;2;2021;0;NRA;1;2021;10;V;1;2019;3 228;NV;2;2021
18003531;17;V;1;2021;7;AC;2;2021;10;V;1;2021;10;V;1;2020;10;V;1;2021;12;V;1;2020;11;V;2;2021;10;VAR;2;2021;7;AC;2;2021;11;V;1;2021;16;V;1;2021;10;VAR;2;2020;11;V;1;2021;10 833;V;2;2021
18003538;11.4;V;1;2020;7;AC;2;2021;10.75;V;1;2021;10;V;2;2020;10;V;2;2021;11;V;1;2020;10 025;V;2;2021;7;AC;2;2020;13.2;V;1;2020;10;V;1;2020;11;V;1;2020;12.57;V;1;2019;8;AC;2;2020;10 295;V;2;2020
18003574;17;V;1;2021;8;AC;2;2021;10;V;1;2021;15.25;V;1;2021;7;AC;2;2021;11 875;V;1;2019;11 521;V;2;2021;7;AC;2;2020;7.4;AC;2;2020;10;V;1;2020;10;VAR;2;2020;16;V;1;2019;10;V;1;2019;10 067;V;2;2020
18003837;10;V;1;2020;2;NV;2;2021;12.5;V;1;2020;10;V;2;2020;10;V;2;2020;10;V;2;2019;9 083;NV;2;2021;7;AC;2;2020;10;VAR;2;2020;10;VAR;2;2020;10;VAR;2;2020;17.5;V;1;2020;12;V;1;2019;11 083;V;2;2020
18003891;10;V;2;2020;5;NV;2;2021;10;V;1;2021;12;V;1;2020;8.5;NV;2;2021;11.75;V;1;2019;9 542;NV;2;2021;6.25;NV;2;2021;5;NV;2;2021;6;NV;2;2021;10.5;V;1;2020;10.86;V;1;2019;16;V;1;2019;9 102;NV;2;2021
18003892;10;V;2;2021;3;NV;2;2021;1.75;NV;2;2021;13.75;V;1;2021;4.5;NV;2;2021;13;V;1;2021;7 667;NV;2;2021;0;NRA;1;2021;10;VAR;2;2020;0;NRA;1;2021;12;V;1;2020;11.5;V;1;2020;.5;NV;2;2021;5 667;NV;2;2021
18003898;10;V;1;2020;10;V;2;2020;11;V;1;2020;10.5;V;1;2020;8;AC;2;2020;15.5;V;1;2019;10 833;V;2;2020;.1;NV;2;2021;10;VAR;2;2021;10;VAR;2;2020;10;VAR;2;2020;12.5;V;1;2020;10;VAR;2;2021;8 767;NV;2;2021
18003919;10;V;1;2019;10.5;V;1;2020;11;V;1;2020;7;AC;2;2020;10;V;2;2020;11.8;V;1;2019;10.05;V;2;2020;11.25;;1;2021;10;V;1;2021;9;AC;2;2021;10;V;2;2019;12.2;V;1;2019;8;AC;2;2021;10 075;V;2;2021
18003922;1.6;NV;2;2021;3;NV;2;2021;2.5;NV;2;2021;9;NV;2;2021;4.5;NV;2;2021;8;NV;2;2021;4 767;NV;2;2021;3.33;NV;2;2021;.25;NV;2;2021;10;V;1;2019;6;NV;2;2021;12.8;V;1;2019;10;V;2;2019;7 063;NV;2;2021
18003941;10;V;2;2019;7;AC;2;2021;10;V;2;2020;10;V;2;2020;10;V;2;2020;10;V;1;2019;9.5;AC;2;2021;10;V;2;2019;10;V;2;2019;9;AC;2;2021;10;VAR;2;2020;12.57;V;1;2019;10;VAR;2;2021;10 262;V;2;2021
18003947;1.6;NV;2;2021;2;NV;2;2021;10.1;V;1;2019;2;NV;2;2021;0;NRA;1;2021;14 375;V;1;2019;5 013;NV;2;2021;10;V;2;2019;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;14.86;V;1;2019;0;NRA;1;2021;4 143;NV;2;2021
18003954;12.2;V;1;2020;7;AC;2;2020;10;V;1;2020;11;V;1;2020;10;V;2;2019;12.5;V;1;2019;10.45;V;2;2020;8;AC;2;2021;10;VAR;2;2021;10;V;2;2019;10;VAR;2;2021;14.2;V;1;2019;10;V;2;2019;10 367;V;2;2021
18003958;10;V;2;2020;8;AC;2;2021;10;V;1;2021;10;V;1;2020;7;AC;2;2021;14;V;1;2020;9 833;AC;2;2021;10;VAR;2;2021;9.06;AC;2;2021;15;V;1;2021;10;VAR;2;2020;13.43;V;1;2019;10;V;1;2019;11 248;V;2;2021
18003967;0;NRA;1;2021;;;;;;;;;14.5;V;1;2021;;;;;10.75;V;1;2021;;;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;15.4;V;1;2019;0;NRA;1;2021;2 567;NV;2;2021
18003977;10;V;1;2020;6;NV;2;2021;14.5;V;1;2020;10;V;2;2020;5.5;NV;2;2021;15;V;1;2019;10 167;NV;2;2021;7;AC;2;2021;7;AC;2;2021;10;V;1;2020;10;V;2;2019;13.4;V;1;2019;14;V;1;2019;10 233;V;2;2021
