COD_ETU;Note : TLGE1104;Résultat : TLGE1104;Session : TLGE1104;Année : TLGE1104;Note : TLGE1204;Résultat : TLGE1204;Session : TLGE1204;Année : TLGE1204;Note : TLGE1304;Résultat : TLGE1304;Session : TLGE1304;Année : TLGE1304;Note : TLGE1404;Résultat : TLGE1404;Session : TLGE1404;Année : TLGE1404;Note : TLGE1504;Résultat : TLGE1504;Session : TLGE1504;Année : TLGE1504;Note : TLGE1604;Résultat : TLGE1604;Session : TLGE1604;Année : TLGE1604;Note : TLGE1004;Résultat : TLGE1004;Session : TLGE1004;Année : TLGE1004;Note : TLGE2104;Résultat : TLGE2104;Session : TLGE2104;Année : TLGE2104;Note : TLGE2204;Résultat : TLGE2204;Session : TLGE2204;Année : TLGE2204;Note : TLGE2304;Résultat : TLGE2304;Session : TLGE2304;Année : TLGE2304;Note : TLGE2404;Résultat : TLGE2404;Session : TLGE2404;Année : TLGE2404;Note : TLGE2504;Résultat : TLGE2504;Session : TLGE2504;Année : TLGE2504;Note : TLGE2604;Résultat : TLGE2604;Session : TLGE2604;Année : TLGE2604;Note : TLGE2004;Résultat : TLGE2004;Session : TLGE2004;Année : TLGE2004
18005247;10;V;2;2018;10;V;2;2018;5;NV;2;2021;12.6;V;1;2019;10;V;2;2018;11;V;1;2018;9 767;NV;2;2021;10.5;V;1;2019;10;V;2;2021;10;V;1;2019;4;NV;2;2021;11;V;1;2019;10;V;1;2020;9.25;NV;2;2021
18005249;10 392;V;1;2021;14;V;1;2021;7;AC;2;2021;10;V;2;2018;10;V;2;2018;12;V;1;2018;10 565;V;2;2021;12;V;1;2019;14;V;1;2019;10;V;2;2019;13;V;1;2019;13;V;1;2019;12;V;1;2019;12 333;V;2;2019
18005252;9.5;AC;2;2021;10;V;2;2021;10.5;V;1;2020;10;V;2;2020;10;V;2;2018;10;V;1;2018;10;V;2;2021;10;V;2;2019;10;V;2;2018;10;V;1;2019;10;V;2;2019;11;V;1;2019;12.25;V;1;2018;10 542;V;2;2019
18005254;10;V;1;2018;10;V;2;2018;10.5;V;1;2020;10;V;2;2019;11 625;V;1;2018;13;V;1;2018;10 854;V;1;2020;0;NRA;1;2021;10;V;2;2019;0;NRA;1;2021;10;V;2;2019;13;V;1;2019;13.5;V;1;2018;7.75;NV;2;2021
18005257;9.2;AC;2;2021;8;AC;2;2021;10.4;V;1;2019;10;V;2;2021;15;V;1;2021;12.25;V;1;2019;10 808;V;2;2021;14.5;V;1;2019;12;V;1;2019;12;V;1;2019;10;V;1;2019;16;V;1;2019;10;V;2;2018;12 417;V;1;2019
18005437;10;V;2;2019;10.5;V;1;2019;7;AC;2;2019;13.8;V;1;2019;10.4;V;1;2019;13.25;V;1;2018;10 825;V;2;2019;0;NRA;1;2021;10;V;2;2018;0;NRA;1;2021;10;V;2;2018;10;V;2;2018;12;V;1;2018;7;NV;2;2021
18005449;2;NV;2;2021;1;NV;2;2021;.25;NV;2;2021;10;V;2;2020;10;V;2;2018;14.75;V;1;2018;6 333;NV;2;2021;10;V;2;2019;16;V;1;2019;16;V;1;2019;11;V;1;2019;14;V;1;2019;14.25;V;1;2018;13 542;V;2;2019
18005478;0;NRA;1;2021;0;NRA;1;2021;13;V;1;2020;10;V;1;2020;11;V;1;2020;12;V;1;2020;7 667;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;2;2020;0;NRA;1;2021;10;V;1;2020;3 333;NV;2;2021
18005494;0;NRA;1;2021;0;NRA;1;2021;.25;NV;2;2021;10;V;1;2020;13;V;1;2020;14;V;1;2020;6 208;NV;2;2021;15;V;1;2019;12;V;1;2019;18;V;1;2019;11;V;1;2019;12;V;1;2019;11;V;1;2019;13 167;V;1;2019
18005521;0;NRA;1;2021;3;NV;2;2021;0;NRA;1;2021;10;V;1;2020;10;V;2;2019;10;V;1;2018;5.5;NV;2;2021;15;V;1;2019;10;V;1;2019;16;V;1;2019;14;V;1;2019;10;V;2;2019;12;V;1;2019;12 833;V;2;2019
18005530;8.8;AC;2;2021;11;V;1;2021;10.2;V;1;2018;10;V;2;2018;10;V;2;2018;10;V;1;2018;10;V;2;2021;11.5;V;1;2019;10;V;2;2018;12;V;1;2019;11;V;1;2019;16;V;1;2019;14;V;1;2018;12 417;V;1;2019
18005537;1.5;NV;2;2021;10;V;1;2019;12.6;V;1;2018;10.4;V;1;2018;10;V;2;2019;10.25;V;1;2018;9 125;NV;2;2021;0;NRA;1;2021;10;V;2;2018;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;1;2018;3 333;NV;2;2021
18005580;2;NV;2;2021;0;NRA;1;2021;10;V;2;2018;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;2;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;16;V;1;2019;0;NRA;1;2021;0;NRA;1;2021;2 667;NV;2;2021
18005902;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;11;V;1;2019;0;NRA;1;2021;0;NRA;1;2021;1 833;NV;2;2021;11.5;V;1;2019;12;V;1;2019;0;NRA;1;2021;10;V;2;2019;10;V;1;2019;10;V;2;2019;8 917;NV;2;2021
18006212;2;NV;2;2021;3;NV;2;2021;10;V;2;2021;8;NV;2;2021;10.1;V;1;2021;10;V;1;2021;7 183;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;4;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;.667;NV;2;2021
18007787;.9;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;11;V;1;2020;1 983;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021
18008920;10.85;V;1;2018;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;1;2018;0;NRA;1;2021;3 475;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021
18008922;2;NV;2;2021;10;V;2;2019;0;NRA;1;2021;10;V;2;2018;10.5;V;1;2018;11;V;1;2018;7.25;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10.05;V;1;2018;0;NRA;1;2021;10;V;2;2018;3 342;NV;2;2021
18008941;2.4;NV;2;2021;0;NRA;1;2021;.25;NV;2;2021;10;V;2;2020;11;V;1;2018;11;V;1;2018;5 775;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;1;2019;0;NRA;1;2021;10;V;1;2019;10;V;2;2020;5;NV;2;2021
18008943;7;AC;2;2021;12;V;1;2021;11;V;1;2020;10;V;2;2019;10;V;2;2019;10;V;2;2018;10;V;2;2021;10;V;2;2019;10;V;2;2019;12;V;1;2019;10;V;1;2019;11;V;1;2019;10;V;2;2018;10.5;V;2;2019
18008951;2.2;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;12;V;1;2019;10;V;2;2018;11.5;V;1;2018;5.95;NV;2;2021;16;V;1;2019;12;V;1;2019;18;V;1;2019;12;V;1;2019;12;V;1;2019;10;V;2;2019;13 333;V;2;2019
18008964;10;V;2;2019;13;V;1;2021;3;NV;2;2021;10;V;1;2020;13.5;V;1;2018;11.25;V;1;2018;10 125;NV;2;2021;11.5;V;1;2019;16;V;1;2019;14;V;1;2019;13;V;1;2019;10;V;1;2019;12;V;1;2019;12.75;V;1;2019
18009198;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;2;2018;10;V;2;2018;12.75;V;1;2018;5 458;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;10 625;V;1;2018;0;NRA;1;2021;0;NRA;1;2021;11;V;1;2018;3 604;NV;2;2021
18009444;6.25;NV;2;2021;2;NV;2;2021;11;V;1;2020;10;V;1;2020;11;V;1;2020;10;V;2;2019;8 375;NV;2;2021;12;V;1;2019;10;V;2;2019;16;V;1;2019;14;V;1;2019;11;V;1;2019;13.5;V;1;2019;12.75;V;2;2019
18009595;7;AC;2;2021;10;V;2;2021;7;AC;2;2021;10;V;2;2018;10;V;2;2018;11.25;V;1;2018;9 208;AC;2;2021;10;V;2;2018;10;V;2;2018;10;V;1;2019;10;V;2;2019;11;V;1;2019;11;V;1;2018;10 333;V;2;2019
18012813;1 904;NV;2;2021;1;NV;2;2021;1.5;NV;2;2021;10;V;1;2020;15;V;1;2020;12.5;V;1;2018;6 984;NV;2;2021;12;V;1;2019;14;V;1;2019;10;V;1;2019;13;V;1;2019;8;AC;2;2019;10;V;2;2019;11 167;V;2;2019
19000645;2.75;NV;2;2021;6;NV;2;2021;2.5;NV;2;2021;10;V;1;2021;11;V;1;2021;14.5;V;1;2019;7 792;NV;2;2021;13.5;V;1;2019;10;V;2;2019;16;V;1;2019;13;V;1;2019;13;V;1;2019;11;V;1;2019;12.75;V;2;2019
19000653;4 452;NV;2;2021;10;V;2;2020;10;V;2;2020;10;V;2;2019;10;V;2;2019;10;V;2;2019;9 075;NV;2;2021;10.25;V;1;2019;16;V;1;2019;12;V;1;2019;10;V;1;2019;11;V;1;2019;15;V;1;2019;12 375;V;1;2019
19000720;10 781;V;1;2020;1;NV;2;2021;10;V;2;2020;10;V;2;2020;10;V;2;2019;13.75;V;1;2020;9 255;NV;2;2021;10;V;2;2019;8;AC;2;2019;10;V;2;2019;8;AC;2;2019;14;V;1;2019;12;V;1;2019;10 333;V;2;2019
19000749;2.3;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;12.4;V;1;2019;10;V;2;2019;14.75;V;1;2019;6 575;NV;2;2021;15;V;1;2019;0;NRA;1;2021;18;V;1;2019;15;V;1;2019;0;NRA;1;2021;15;V;1;2019;10.5;NV;2;2021
19001555;2.7;NV;2;2021;10;V;1;2019;0;NRA;1;2021;0;NRA;1;2021;10;V;2;2019;12.5;V;1;2019;5 867;NV;2;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;0;NV;2;2021
19002272;0;NRA;1;2021;0;NRA;1;2021;10.4;V;1;2019;10;V;2;2019;10;V;2;2019;12.25;V;1;2019;7 108;NV;2;2021;12;V;1;2019;10;V;2;2019;16;V;1;2019;9;AC;2;2019;11;V;1;2019;12;V;1;2019;11 667;V;2;2019
19002284;0;NRA;1;2021;0;NRA;1;2021;0;NRA;1;2021;10;V;2;2019;0;NRA;1;2021;10.5;V;1;2019;3 417;NV;2;2021;12;V;1;2019;14;V;1;2019;16;V;1;2019;10;V;2;2019;14;V;1;2019;13;V;1;2019;13 167;V;2;2019
19002376;5 252;NV;2;2021;2;NV;2;2021;10;V;1;2020;11.2;V;1;2019;11.5;V;1;2020;15;V;1;2019;9 159;NV;2;2021;10;V;2;2019;10;V;2;2019;0;NRA;1;2021;0;NRA;1;2021;10;V;2;2019;11;V;1;2019;6 833;NV;2;2021
19002739;4 748;NV;2;2021;4;NV;2;2021;3;NV;2;2021;11;V;1;2021;10;V;2;2020;10;V;1;2021;7 125;NV;2;2021;16.5;V;1;2019;12;V;1;2019;16;V;1;2019;11;V;1;2019;10;V;2;2019;10;V;2;2019;12 583;V;2;2019
