COD_ETU;Note : TLGE1104;Résultat : TLGE1104;Session : TLGE1104;Année : TLGE1104;Note : TLGE1204;Résultat : TLGE1204;Session : TLGE1204;Année : TLGE1204;Note : TLGE1304;Résultat : TLGE1304;Session : TLGE1304;Année : TLGE1304;Note : TLGE1404;Résultat : TLGE1404;Session : TLGE1404;Année : TLGE1404;Note : TLGE1504;Résultat : TLGE1504;Session : TLGE1504;Année : TLGE1504;Note : TLGE1604;Résultat : TLGE1604;Session : TLGE1604;Année : TLGE1604;Note : TLGE1004;Résultat : TLGE1004;Session : TLGE1004;Année : TLGE1004;Note : TLGE2104;Résultat : TLGE2104;Session : TLGE2104;Année : TLGE2104;Note : TLGE2204;Résultat : TLGE2204;Session : TLGE2204;Année : TLGE2204;Note : TLGE2304;Résultat : TLGE2304;Session : TLGE2304;Année : TLGE2304;Note : TLGE2404;Résultat : TLGE2404;Session : TLGE2404;Année : TLGE2404;Note : TLGE2504;Résultat : TLGE2504;Session : TLGE2504;Année : TLGE2504;Note : TLGE2604;Résultat : TLGE2604;Session : TLGE2604;Année : TLGE2604;Note : TLGE2004;Résultat : TLGE2004;Session : TLGE2004;Année : TLGE2004
11013349;7;AC;2;2013;7;AC;2;2013;;;;;10.29;V;1;2011;15.5;V;1;2013;12.2;V;1;2011;11 248;V;2;2013;10;V;1;2012;10;V;1;2012;1;NRA;1;2014;10.29;V;1;2011;5.95;NV;2;2014;10.7;V;1;2011;7.99;NV;2;2014
11013510;10;V;1;2012;10;V;1;2012;;;;;10;V;1;2011;10;V;1;2012;11;V;1;2011;10.25;V;1;2012;10;V;2;2013;10;V;2;2013;2;NRA;1;2014;10;V;1;2011;10;V;1;2012;11.25;V;1;2011;8 875;NV;2;2014
11013773;7.3;AC;2;2013;7.3;AC;2;2013;7;AC;2;2013;10;V;2;2013;12 175;V;1;2013;10.8;V;1;2012;;;1;2014;10;V;1;2012;10;V;1;2012;7;AC;2;2013;10;V;2;2013;10.02;V;1;2012;13;V;1;2013;;;1;2014
11013811;12.1;V;1;2013;12.1;V;1;2013;12.5;V;1;2013;10;V;1;2012;10.99;V;1;2011;10.55;V;1;2011;;;1;2014;12 213;V;1;2013;12 213;V;1;2013;12.5;V;1;2013;10;V;1;2012;11.94;V;1;2013;11.1;V;1;2011;;;1;2014
12009157;10;V;1;2012;10;V;1;2012;;;;;10.25;V;1;2012;13.95;V;1;2012;12.7;V;1;2012;11 725;V;1;2012;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;10.25;V;1;2012;0;NRA;1;2014;10.3;V;1;2012;3 425;NV;2;2014
12010889;9.8;AC;2;2014;11.15;V;1;2014;7.5;AC;2;2014;9.5;AC;2;2014;10 375;V;1;2013;12.25;V;1;2013;10 096;V;2;2014;10;V;1;2013;10;V;1;2013;1;NRA;1;2014;9;NV;2;2014;10;V;2;2013;12;V;1;2013;8 667;NV;2;2014
12011019;10;V;1;2012;10;V;1;2012;11;V;1;2013;7;AC;2;2014;10.4;V;1;2012;13.75;V;1;2012;10 358;V;2;2014;10.2;V;1;2013;10.2;V;1;2013;11;V;1;2013;8;AC;2;2014;7.2;AC;2;2014;14.4;V;1;2012;10 167;V;2;2014
12011023;0;NV;1;2014;0;NV;1;2014;0;NV;1;2014;0;NV;1;2014;10;V;1;2012;13.55;V;1;2012;3 925;NV;2;2014;10;V;1;2012;10;V;1;2012;0;NRA;1;2014;0;NRA;1;2014;10;V;1;2012;13.4;V;1;2012;7 233;NV;2;2014
12011025;0;NV;1;2014;0;NV;1;2014;0;NV;1;2014;0;NV;1;2014;0;NV;1;2014;12.3;V;1;2012;2.05;NV;2;2014;10;V;1;2012;10;V;1;2012;0;NRA;1;2014;0;NRA;1;2014;10.04;V;1;2012;11;V;1;2012;6.84;NV;2;2014
12011032;10;V;1;2012;10;V;1;2012;;;;;7;AC;1;2012;10.75;V;1;2012;12.7;V;1;2012;10 113;V;1;2012;10;V;1;2012;10;V;1;2012;7;NV;2;2014;7;AC;1;2012;10;V;1;2012;12.1;V;1;2012;9.35;NV;2;2014
12011049;10;V;2;2013;10;V;2;2013;;;;;8.8;AC;2;2013;10;V;1;2013;11.2;V;1;2013;10;V;2;2013;10.05;V;1;2012;10.05;V;1;2012;2.75;NRA;1;2014;8.8;AC;2;2013;5;NV;2;2014;10;V;2;2013;7 775;NV;2;2014
12011056;14;V;1;2013;14;V;1;2013;;;;;10.25;V;1;2013;16.75;V;1;2013;10.2;V;1;2012;12.8;V;1;2013;15.2;V;1;2013;15.2;V;1;2013;3;NRA;1;2014;10.25;V;1;2013;10;V;2;2013;11.8;V;1;2012;10 908;NV;2;2014
12011174;3 968;NV;1;2014;4.65;NV;1;2014;.5;NV;1;2014;.125;NV;1;2014;;NV;2;2014;10;V;1;2012;4 124;NV;1;2014;0;NRA;1;2014;5;NV;2;2014;.5;NRA;1;2014;6.4;NV;2;2014;1;NRA;1;2014;1;NRA;1;2014;2 317;NV;2;2014
12011188;7;AC;2;2013;7;AC;2;2013;;;;;10;V;1;2013;14;V;1;2013;10;V;1;2012;10.25;V;2;2013;10;V;1;2013;10;V;1;2013;2;NRA;1;2014;10;V;1;2013;10;V;2;2013;10;V;1;2012;8 667;NV;2;2014
12011190;7.5;AC;2;2014;9;AC;2;2014;15.75;V;1;2014;10;V;1;2012;12 875;V;1;2013;11.2;V;1;2012;11 054;V;2;2014;10;V;1;2014;9.3;AC;2;2014;10.5;V;1;2014;10;V;1;2012;10;V;1;2012;10.2;V;1;2012;10;V;2;2014
12011202;7;NV;2;2014;3.3;NV;1;2014;2.5;NV;1;2014;2.75;NV;1;2014;13.75;V;1;2013;12.25;V;1;2012;6 925;NV;2;2014;10;V;2;2013;10;V;2;2013;1.75;NRA;1;2014;4.4;NRA;1;2014;10;V;2;2013;10.65;V;1;2012;7.8;NV;2;2014
12011218;7;AC;2;2014;10.8;V;1;2014;10;V;2;2013;12.75;V;1;2013;10;V;1;2013;14;V;1;2013;10 758;V;2;2014;10;V;1;2013;10;V;1;2013;10;V;2;2013;12.75;V;1;2013;10;V;2;2013;12.25;V;1;2013;10 563;V;2;2013
12011232;7.5;AC;2;2013;7.5;AC;2;2013;;;;;9.7;AC;2;2013;15.5;V;1;2013;10.8;V;1;2012;10 875;V;2;2013;10;V;1;2013;10;V;1;2013;10;V;1;2014;9.7;AC;2;2013;10;V;2;2013;10.3;V;1;2012;10;V;2;2014
12011263;10;V;2;2013;10;V;2;2013;10;V;1;2013;7;AC;2;2013;10.5;V;1;2013;12.55;V;1;2013;10 013;V;2;2013;10;V;1;2014;10.8;V;1;2014;10;V;1;2013;9.2;AC;2;2014;10;V;2;2014;10;V;1;2012;10;V;2;2014
12011268;3.11;NV;1;2014;5.45;NV;2;2014;1;NV;1;2014;3;NV;1;2014;13 375;V;1;2013;14.9;V;1;2013;6 806;NV;2;2014;12;V;1;2013;12;V;1;2013;0;NRA;1;2014;7.2;NV;2;2014;10;V;2;2013;14.25;V;1;2013;9 242;NV;2;2014
12011270;5.5;NV;2;2014;0;NV;1;2014;0;NV;1;2014;0;NV;1;2014;0;NV;1;2014;10;V;1;2012;2 583;NV;2;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;10;V;1;2012;1 667;NV;2;2014
12011281;10;V;1;2012;10;V;1;2012;7;AC;2;2014;13 125;V;1;2014;10.4;V;1;2012;10.9;V;1;2012;10 238;V;2;2014;11.6;V;1;2013;11.6;V;1;2013;7;AC;2;2014;11.7;V;1;2014;10;V;2;2013;10;V;1;2012;10 317;V;2;2014
12011289;3.51;NV;1;2014;8;NV;2;2014;7;NV;2;2014;6.5;NV;2;2014;10;V;1;2013;13.4;V;1;2013;8 068;NV;2;2014;;;;;6;NV;2;2014;2;NRA;1;2014;2.5;NRA;1;2014;3.5;NRA;1;2014;7;NV;2;2014;5 017;NV;2;2014
12011305;3.11;NV;1;2014;.6;NV;1;2014;.25;NV;1;2014;2.25;NV;1;2014;10.25;V;1;2013;12.6;V;1;2012;4 843;NV;2;2014;10;V;2;2013;10;V;2;2013;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;3 333;NV;2;2014
12011306;7.5;AC;2;2014;10.65;V;1;2014;11;V;1;2014;10;V;1;2014;16;V;1;2012;10;V;1;2012;10 858;V;2;2014;10;V;2;2013;10;V;2;2013;7;NV;2;2014;10;V;2;2014;10;V;2;2014;10;V;1;2012;9.5;NV;2;2014
12011309;4 847;NV;1;2014;7.2;NV;2;2014;10.25;V;1;2014;10;V;1;2012;10.1;V;1;2012;11.5;V;1;2012;8 983;NV;2;2014;10;V;1;2013;10;V;1;2013;5;NV;2;2014;10;V;1;2012;10;V;2;2014;12.6;V;1;2012;9.6;NV;2;2014
12011317;3.7;NV;1;2014;10;V;2;2014;6.5;NV;2;2014;3 125;NV;1;2014;11.65;V;1;2012;10.4;V;1;2012;7 563;NV;2;2014;3.35;NRA;1;2014;10;V;2;2014;2.25;NRA;1;2014;7.2;NV;2;2014;3;NRA;1;2014;10.02;V;1;2013;5.97;NV;2;2014
12011322;8.8;AC;1;2012;8.8;AC;1;2012;8;AC;1;2012;9;AC;1;2012;14.28;V;1;2012;10;V;1;2012;10.52;V;1;2014;9.5;AC;1;2012;9.5;AC;1;2012;8;AC;1;2012;9;AC;1;2012;12.49;V;1;2012;12.4;V;1;2012;10.16;V;1;2014
12011363;8.45;AC;2;2013;8.45;AC;2;2013;;;;;8;AC;1;2013;11;V;1;2013;13.6;V;1;2013;10 263;V;2;2013;10;V;1;2013;10;V;1;2013;10;V;2;2014;8;AC;1;2013;10;V;1;2012;12.2;V;1;2012;10 033;V;2;2014
12011394;4 403;NV;1;2014;8;NV;2;2014;2.25;NV;1;2014;.75;NV;1;2014;11;V;1;2013;10.15;V;1;2012;6 092;NV;2;2014;10;V;2;2013;10;V;2;2013;.5;NRA;1;2014;0;NRA;1;2014;5;NV;2;2014;10.9;V;1;2012;6 067;NV;2;2014
12011399;7.25;NV;2;2014;7;NV;2;2014;10;V;2;2014;10;V;2;2013;11.75;V;1;2013;10.1;V;1;2012;9.35;NV;2;2014;3.75;NRA;1;2014;8;NV;2;2014;3.25;NRA;1;2014;10;V;2;2013;10;V;1;2012;10.75;V;1;2013;7 625;NV;2;2014
12011404;11;V;1;2014;13.35;V;1;2014;10;V;1;2013;10;V;2;2013;10;V;1;2012;12.45;V;1;2013;11 133;V;1;2014;13.4;V;1;2013;13.4;V;1;2013;10;V;1;2013;10;V;2;2013;11.65;V;1;2013;10.6;V;1;2012;11 413;V;1;2013
12011406;4 722;NV;1;2014;8;NV;2;2014;2.5;NV;1;2014;3 125;NV;1;2014;10;V;2;2013;12.8;V;1;2012;6 858;NV;2;2014;11.4;V;1;2013;11.4;V;1;2013;3.25;NRA;1;2014;0;NRA;1;2014;5;NV;2;2014;11.4;V;1;2012;7 075;NV;2;2014
12011407;9.9;AC;2;2013;9.9;AC;2;2013;;;;;7;AC;1;2013;10;V;2;2013;13.1;V;1;2012;10;V;2;2013;10.53;V;1;2012;10.53;V;1;2012;2.5;NRA;1;2014;7;AC;1;2013;10.06;V;1;2012;12.8;V;1;2012;8 903;NV;2;2014
12011543;10 038;V;1;2013;10 038;V;1;2013;10;V;2;2013;7;AC;1;2013;13.5;V;1;2013;16;V;1;2013;11 096;V;2;2014;10.72;V;1;2012;10.72;V;1;2012;10;V;2;2013;7;AC;1;2013;11.18;V;1;2012;13.2;V;1;2012;10.47;V;2;2014
12011683;7;AC;2;2013;7;AC;2;2013;10;V;1;2012;10;V;1;2012;10.8;V;1;2012;13.2;V;1;2013;9 667;NV;2;2014;10;V;1;2012;10;V;1;2012;10;V;1;2012;10;V;1;2012;10;V;2;2013;10;V;1;2012;10;V;1;2014
12011735;10;V;2;2013;10;V;2;2013;8;AC;2;2013;7;AC;2;2013;10.05;V;1;2012;14.6;V;1;2012;;;1;2014;12 513;V;1;2013;12 513;V;1;2013;8;AC;2;2013;7;AC;2;2013;10;V;1;2012;12.7;V;1;2012;;;1;2014
12011815;10 525;V;1;2013;10 525;V;1;2013;10;V;1;2012;10;V;1;2013;14 875;V;1;2013;14;V;1;2012;11 654;V;1;2014;10.05;V;1;2012;10.05;V;1;2012;10;V;1;2012;10;V;1;2013;10;V;1;2012;15;V;1;2012;10.85;V;1;2014
12012002;9.2;AC;2;2013;9.2;AC;2;2013;10;V;1;2013;10;V;1;2012;10;V;1;2012;10.8;V;1;2012;10;V;1;2014;10;V;2;2013;10;V;2;2013;10;V;1;2013;10;V;1;2012;10;V;1;2012;13.75;V;1;2013;10 938;V;1;2014
12012020;7.05;AC;1;2013;7.05;AC;1;2013;11.25;V;1;2013;10;V;2;2013;10;V;1;2012;12.95;V;1;2013;9 717;NV;1;2014;10;V;1;2012;10;V;1;2012;11.25;V;1;2013;10;V;2;2013;10.55;V;1;2013;10.75;V;1;2012;10 425;V;1;2014
12012063;7;AC;1;2013;7;AC;1;2013;10.25;V;1;2013;10;V;1;2012;10.35;V;1;2012;14.8;V;1;2012;;;1;2014;10;V;2;2013;10;V;2;2013;10.25;V;1;2013;10;V;1;2012;8.3;AC;1;2013;13;V;1;2012;;;1;2014
12012076;10 975;V;1;2013;10 975;V;1;2013;11 625;V;1;2013;12;V;1;2013;14.5;V;1;2012;10;V;1;2012;;;1;2014;11 813;V;1;2013;11 813;V;1;2013;11 625;V;1;2013;12;V;1;2013;10.68;V;1;2013;12.7;V;1;2012;;;1;2014
12012165;11.3;V;1;2012;11.3;V;1;2012;10.75;V;1;2013;7.1;AC;1;2013;10;V;1;2012;11.6;V;1;2012;10 342;V;2;2014;10 588;V;1;2013;10 588;V;1;2013;10.75;V;1;2013;7.1;AC;1;2013;11.19;V;1;2013;11.2;V;1;2012;10 236;V;2;2014
12012333;10 175;V;1;2013;10 175;V;1;2013;8.25;AC;2;2013;7;AC;2;2013;10;V;1;2012;13.4;V;1;2012;9 833;NV;1;2014;10.53;V;1;2012;10.53;V;1;2012;8.25;AC;2;2013;7;AC;2;2013;10;V;1;2012;12.4;V;1;2012;9 785;NV;1;2014
12012345;10 725;V;1;2013;10 725;V;1;2013;10;V;2;2013;10;V;2;2013;11.05;V;1;2012;14.8;V;1;2012;;;1;2014;12.05;V;1;2013;12.05;V;1;2013;10;V;2;2013;10;V;2;2013;14.84;V;1;2013;14.45;V;1;2012;;;1;2014
12012717;10;V;1;2012;10;V;1;2012;12.75;V;1;2012;10.25;V;1;2012;14.7;V;1;2012;12.4;V;1;2012;11 838;V;1;2014;10 925;V;1;2012;10 925;V;1;2012;12.75;V;1;2012;10.25;V;1;2012;11.79;V;1;2012;13.8;V;1;2012;12 316;V;1;2014
12012919;10;V;1;2012;10;V;1;2012;;;;;7;AC;1;2013;17.38;V;1;2013;14.2;V;1;2012;12 145;V;2;2013;10;V;1;2012;10;V;1;2012;5;NV;2;2014;7;AC;1;2013;;NV;2;2014;14.4;V;1;2012;8 567;NV;1;2014
12012921;8.7;AC;2;2013;8.7;AC;2;2013;;;;;10.5;V;2;2013;10;V;1;2012;13.8;V;1;2012;10.75;V;2;2013;10;V;2;2013;10;V;2;2013;1.25;NRA;1;2014;10.5;V;2;2013;10;V;2;2013;12.5;V;1;2012;9 042;NV;2;2014
12012924;10;V;1;2013;10;V;1;2013;12.25;V;1;2013;8.5;AC;2;2014;10.53;V;1;2012;10;V;1;2012;10 213;V;2;2014;13.4;V;1;2013;13.4;V;1;2013;12.25;V;1;2013;;;;;11.07;V;1;2013;14.8;V;1;2012;12.88;V;1;2013
13010857;13.85;V;1;2013;13.85;V;1;2013;10;V;2;2013;14.75;V;1;2013;11.04;V;1;2013;10.1;V;1;2013;;;1;2014;12.35;V;1;2013;12.35;V;1;2013;10;V;2;2013;14.75;V;1;2013;13.4;V;1;2013;10;V;2;2013;;;1;2014
13010947;11.02;V;1;2013;11.02;V;1;2013;10;V;2;2013;17 125;V;1;2013;7 212;AC;2;2013;12.7;V;1;2013;;;1;2014;12 875;V;1;2013;12 875;V;1;2013;10;V;2;2013;17 125;V;1;2013;15.2;V;1;2013;10;V;2;2013;;;1;2014
13011076;13 175;V;1;2013;13 175;V;1;2013;10;V;2;2013;18 125;V;1;2013;12.79;V;1;2013;15.8;V;1;2013;13 844;V;1;2014;15.05;V;1;2013;15.05;V;1;2013;10;V;2;2013;18 125;V;1;2013;13;V;1;2013;14.28;V;1;2013;14 251;V;1;2014
13012024;10;V;2;2014;11.5;V;1;2014;10;V;2;2013;10;V;1;2014;13.75;V;1;2013;13.8;V;1;2013;11 508;V;2;2014;11.8;V;1;2013;11.8;V;1;2013;10;V;2;2013;;;;;11.33;V;1;2013;10;V;2;2013;10 783;V;2;2013
13012477;8.25;AC;2;2014;8.6;AC;2;2014;10.5;V;1;2014;7;AC;2;2014;15;V;1;2014;14.5;V;1;2013;10 642;V;2;2014;10;V;2;2014;11.5;V;1;2014;7.25;AC;2;2014;13.6;V;1;2014;10;V;2;2014;10;V;2;2013;10 392;V;2;2014
13012497;9;AC;2;2014;10.05;V;1;2014;11.25;V;1;2014;7;AC;2;2014;14.75;V;1;2013;11.45;V;1;2013;10 583;V;2;2014;10.2;V;1;2013;10.2;V;1;2013;10;V;2;2014;6.8;NV;2;2014;10;V;2;2013;12.95;V;1;2013;10 025;NV;2;2014
13012554;11.05;V;1;2013;11.05;V;1;2013;10;V;2;2013;15.75;V;1;2013;10 156;V;1;2013;11.15;V;1;2013;11 526;V;1;2014;12.05;V;1;2013;12.05;V;1;2013;10;V;2;2013;15.75;V;1;2013;13;V;1;2013;10.1;V;1;2013;12 158;V;1;2014
13012804;7.75;AC;2;2014;11.3;V;1;2014;10;V;2;2013;7;AC;2;2014;11 125;V;1;2013;15.15;V;1;2013;10 388;V;2;2014;12.6;V;1;2013;12.6;V;1;2013;10;V;2;2013;11.5;V;1;2014;10;V;2;2014;15.25;V;1;2013;11 992;V;2;2014
13012851;7;AC;2;2014;10;V;1;2014;15.25;V;1;2014;7;AC;2;2014;16.25;V;1;2013;10;V;2;2013;10 917;V;2;2014;10;V;1;2013;10;V;1;2013;10.5;V;1;2014;11.2;V;1;2014;7.8;AC;2;2014;11.85;V;1;2013;10 225;V;2;2014
13012870;7.5;NV;2;2014;7.8;NV;2;2014;7;AC;2;2013;8;NV;2;2014;10 825;V;1;2013;13.95;V;1;2013;9 179;NV;2;2014;12.2;V;1;2013;12.2;V;1;2013;7;AC;2;2013;;;;;10;V;2;2013;13.25;V;1;2013;10 613;V;2;2013
13012878;10;V;1;2014;10.45;V;1;2014;12.5;V;1;2014;7;AC;2;2014;15;V;1;2014;12.1;V;1;2013;11 175;V;2;2014;11.2;V;1;2014;10.2;V;1;2014;9;AC;2;2014;13.4;V;1;2014;10;V;2;2014;10.65;V;1;2013;10 742;V;2;2014
13013001;8.8;AC;2;2013;8.8;AC;2;2013;8.75;AC;2;2013;12.25;V;1;2013;10.21;V;1;2013;10.45;V;1;2013;9 877;NV;1;2014;10 675;V;1;2013;10 675;V;1;2013;8.75;AC;2;2013;12.25;V;1;2013;11.8;V;1;2013;11.7;V;1;2013;10 975;NV;1;2014
13013005;10.05;V;1;2014;10;V;1;2014;9.75;AC;2;2013;7;AC;2;2014;13 125;V;1;2013;10.2;V;1;2013;10 021;V;2;2014;13.8;V;1;2013;13.8;V;1;2013;9.75;AC;2;2013;;;;;10.45;V;1;2013;12.1;V;1;2013;11 525;V;2;2013
13013133;3.31;NV;1;2014;3.55;NV;1;2014;6.5;NV;2;2014;0;NV;1;2014;10 375;V;1;2013;15;V;1;2013;6 456;NV;2;2014;10;V;1;2014;6;NV;2;2014;2;NRA;1;2014;0;NRA;1;2014;5.2;NV;2;2014;12.6;V;1;2013;5 967;NV;2;2014
13013134;6.75;NV;2;2014;10.65;V;1;2014;8.7;AC;2;2013;7;NV;2;2014;10;V;2;2013;10 225;V;1;2013;8 888;NV;2;2014;11;V;1;2013;11;V;1;2013;8.7;AC;2;2013;;;;;10;V;2;2013;10.35;V;1;2013;10 013;V;2;2013
13013137;8.75;AC;2;2014;10.55;V;1;2014;10;V;1;2014;10 625;V;1;2014;18;V;1;2013;12.8;V;1;2013;11 788;V;2;2014;12;V;1;2013;12;V;1;2013;5.25;NV;2;2014;9.3;NV;2;2014;10;V;2;2013;12.85;V;1;2013;10 233;NV;2;2014
13013144;8.95;AC;2;2013;8.95;AC;2;2013;9;AC;2;2013;12.25;V;1;2013;13.14;V;1;2013;13.85;V;1;2013;;;1;2014;13 025;V;1;2013;13 025;V;1;2013;9;AC;2;2013;12.25;V;1;2013;10.3;V;1;2013;12.8;V;1;2013;;;1;2014
13013145;10;V;2;2013;10;V;2;2013;8.5;AC;2;2014;10;V;1;2014;17.5;V;1;2013;13.6;V;1;2013;11.6;V;2;2014;10.6;V;1;2013;10.6;V;1;2013;5.5;NV;2;2014;10;V;2;2014;10;V;2;2013;14.05;V;1;2013;10 125;NV;2;2014
13013146;0;NV;1;2014;0;NV;1;2014;0;NV;1;2014;2.25;NV;1;2014;0;NV;1;2014;0;NV;1;2014;.375;NV;2;2014;3 575;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;.596;NV;2;2014
13013152;7;AC;2;2014;11;V;1;2014;8 875;AC;2;2013;10;V;1;2014;10;V;1;2013;13.25;V;1;2013;10 021;V;2;2014;13.2;V;1;2013;13.2;V;1;2013;8 875;AC;2;2013;;;;;10;V;2;2013;13.5;V;1;2013;11 394;V;2;2013
