COD_ETU;Note : TLBC3104;Résultat : TLBC3104;Session : TLBC3104;Année : TLBC3104;Note : TLBC3204;Résultat : TLBC3204;Session : TLBC3204;Année : TLBC3204;Note : TLBC3304;Résultat : TLBC3304;Session : TLBC3304;Année : TLBC3304;Note : TLBC3404;Résultat : TLBC3404;Session : TLBC3404;Année : TLBC3404;Note : TLBC3504;Résultat : TLBC3504;Session : TLBC3504;Année : TLBC3504;Note : TLBC3604;Résultat : TLBC3604;Session : TLBC3604;Année : TLBC3604;Note : TLBC3004;Résultat : TLBC3004;Session : TLBC3004;Année : TLBC3004;Note : TLBC4104;Résultat : TLBC4104;Session : TLBC4104;Année : TLBC4104;Note : TLBC4204;Résultat : TLBC4204;Session : TLBC4204;Année : TLBC4204;Note : TLBC4304;Résultat : TLBC4304;Session : TLBC4304;Année : TLBC4304;Note : TLBC4404;Résultat : TLBC4404;Session : TLBC4404;Année : TLBC4404;Note : TLBC4504;Résultat : TLBC4504;Session : TLBC4504;Année : TLBC4504;Note : TLBC4604;Résultat : TLBC4604;Session : TLBC4604;Année : TLBC4604;Note : TLBC4004;Résultat : TLBC4004;Session : TLBC4004;Année : TLBC4004
10009177;10;V;1;2011;10.09;V;1;2010;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;3 348;NV;2;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NV;2;2014
10009488;11.8;V;1;2012;10;V;2;2013;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;3 633;NV;2;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NV;2;2014
10048467;4.4;NRA;1;2014;7.2;AC;1;2011;4.3;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;.2;NRA;1;2014;2 683;NV;2;2014;0;NRA;1;2014;;;;;;;;;;;;;;;;;0;NRA;1;2014;;;1;2014
10048490;0;NRA;1;2014;7;AC;2;2013;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;1 167;NV;2;2014;0;NRA;1;2014;;;;;0;NRA;1;2014;;;;;;;;;0;NRA;1;2014;;;1;2014
10048657;11 313;V;1;2013;10;V;1;2012;14.85;V;1;2014;8.5;AC;2;2014;10;V;2;2014;10.3;V;1;2014;10 827;V;2;2014;11.2;V;1;2014;10.5;V;1;2014;10;V;2;2014;10;V;2;2014;13.5;V;1;2014;13;V;1;2014;11 367;V;2;2014
10048665;11.3;V;1;2014;8;AC;2;2013;12.3;V;1;2014;5;NV;2;2014;2.45;NRA;1;2014;1.7;NRA;1;2014;6 792;NV;2;2014;10;V;2;2014;10;V;2;2014;10;V;2;2014;3.5;NRA;1;2014;10.13;V;1;2014;13;V;1;2014;9 438;NV;2;2014
10048675;0;NRA;1;2014;7;AC;1;2013;0;NRA;1;2014;1.7;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;1.45;NV;2;2014;0;NRA;1;2014;;;;;0;NRA;1;2014;;;;;;;;;0;NRA;1;2014;;;1;2014
10048726;13.25;V;1;2013;7;AC;1;2012;12.34;V;1;2014;7;AC;2;2014;9.95;AC;2;2014;10;V;2;2014;9 923;AC;2;2014;7.2;AC;2;2014;8.5;AC;2;2014;7.5;AC;2;2014;12;V;1;2014;14.75;V;1;2014;10.5;V;1;2014;10 075;V;2;2014
10048740;7 375;NV;2;2014;7;AC;1;2013;10 899;V;1;2013;1.45;NRA;1;2014;1.7;NRA;1;2014;1.7;NRA;1;2014;5 021;NV;2;2014;2.2;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;.367;NV;2;2014
10048743;12 938;V;1;2013;7;AC;1;2012;1.95;NRA;1;2014;1.2;NRA;1;2014;2.3;NRA;1;2014;3.6;NRA;1;2014;4 831;NV;2;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NV;2;2014
11010373;8;NV;2;2014;10;V;2;2013;2.3;NRA;1;2014;1.9;NRA;1;2014;1.92;NRA;1;2014;1.4;NRA;1;2014;4 253;NV;2;2014;;;;;;;;;;;;;0;NRA;1;2014;;;;;0;NRA;1;2014;;;1;2014
11011713;8.4;NV;2;2014;10.7;V;1;2013;5.95;NV;2;2014;1.65;NRA;1;2014;2.2;NRA;1;2014;.2;NRA;1;2014;4.85;NV;2;2014;;;;;;;;;;;;;0;NRA;1;2014;;;;;0;NRA;1;2014;;;1;2014
11012539;10;V;1;2014;12.5;V;1;2013;10.7;V;1;2014;8;AC;2;2014;15.45;V;1;2014;11.8;V;1;2014;11 408;V;2;2014;8.4;AC;2;2014;11;V;1;2014;10;V;2;2014;9;AC;2;2014;14.25;V;1;2014;12.25;V;1;2014;10 817;V;2;2014
11012566;11 688;V;1;2013;7.5;AC;1;2012;10;V;2;2014;5.85;NV;2;2014;5.35;NV;2;2014;8.5;NV;2;2014;8 148;NV;2;2014;10;V;2;2014;6.25;NV;2;2014;9;NV;2;2014;5.5;NV;2;2014;11.38;V;1;2014;12;V;1;2014;9 022;NV;2;2014
11012827;;;;;;;;;;;;;1.3;NRA;1;2014;;;;;;;;;;;1;2014;;;;;;;;;;;;;;;;;;;;;0;NRA;1;2014;;;1;2014
11013259;;;;;;;;;;;;;1.4;NRA;1;2014;0;NRA;1;2014;;;;;;;1;2014;;;;;;;;;0;NRA;1;2014;;;;;;;;;0;NRA;1;2014;;;1;2014
11013282;0;NRA;1;2014;7;AC;2;2013;11 375;V;1;2013;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;3 063;NV;2;2014;0;NRA;1;2014;;;;;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;;;1;2014
11013286;0;NRA;1;2014;;;;;0;NRA;1;2014;0;NRA;1;2014;;;;;;;;;;;1;2014;;;;;;;;;;;;;;;;;;;;;0;NRA;1;2014;;;1;2014
11013295;10 875;V;1;2013;10;V;1;2012;8.25;NV;2;2014;10;V;1;2014;7.2;NV;2;2014;8.4;NV;2;2014;9 121;NV;2;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NV;2;2014
11013299;7.6;NV;2;2014;10;V;1;2013;5.15;NV;2;2014;4;NRA;1;2014;3.35;NRA;1;2014;1.7;NRA;1;2014;5.3;NV;2;2014;5.8;NV;2;2014;;;;;4 587;NRA;1;2014;;;;;;;;;12;V;1;2014;;;1;2014
11013303;10;V;2;2013;7;AC;1;2013;10;V;2;2014;.95;NRA;1;2014;1.1;NRA;1;2014;.4;NRA;1;2014;4 908;NV;2;2014;5.6;NV;2;2014;8.5;NV;2;2014;7;NV;2;2014;;;;;;;;;12.25;V;1;2014;;;1;2014
12005306;11.8;V;1;2014;10 912;V;1;2013;11.25;V;1;2014;13.9;V;1;2014;10.15;V;1;2014;14.7;V;1;2014;12 119;V;2;2014;10;V;2;2014;11 625;V;1;2014;10 062;V;1;2014;13;V;1;2014;13;V;1;2014;10;V;2;2014;11 281;V;2;2014
12005319;12 625;V;1;2013;10;AC;1;2012;10.9;V;1;2014;7;AC;2;2014;10;V;1;2014;9.5;AC;2;2014;10 004;V;2;2014;7.8;AC;2;2014;10;V;2;2014;10 093;V;1;2014;12.5;V;1;2014;14;V;1;2014;14.25;V;1;2014;11 441;V;2;2014
12005765;12.5;V;1;2013;10;AC;1;2012;12.8;V;1;2014;12.6;V;1;2014;15.4;V;1;2014;10.1;V;1;2014;12 233;V;2;2014;10;V;1;2014;9.5;AC;2;2014;13 266;V;1;2014;10.5;V;1;2014;15.25;V;1;2014;10.75;V;1;2014;11 544;V;2;2014
12005766;13.5;V;1;2013;10;V;1;2012;11.3;V;1;2014;9.25;AC;2;2014;14.5;V;1;2014;12.6;V;1;2014;11 858;V;2;2014;10;V;1;2014;10 125;V;1;2014;11 484;V;1;2014;14.5;V;1;2014;14;V;1;2014;12.75;V;1;2014;12 143;V;1;2014
12005831;0;NRA;1;2014;;;;;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;;;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NV;2;2014
12006095;4.6;NRA;1;2014;10;V;1;2013;5.3;NV;2;2014;.9;NRA;1;2014;1.2;NRA;1;2014;1.4;NRA;1;2014;3.9;NV;2;2014;0;NRA;1;2014;;;;;0;NRA;1;2014;;;;;;;;;0;NRA;1;2014;;;1;2014
12006285;7;AC;2;2014;13.2;V;1;2013;7;AC;2;2014;7;AC;2;2014;9.8;AC;2;2014;10;V;1;2014;9;AC;2;2014;12.4;V;1;2014;8 625;AC;2;2014;10 135;V;1;2014;12.75;V;1;2014;17.13;V;1;2014;15.5;V;1;2014;12 757;V;2;2014
12006411;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2014
12006494;7.25;NV;2;2014;7;AC;1;2013;11 625;V;1;2013;6;NV;2;2014;3.6;NRA;1;2014;2.5;NRA;1;2014;6 329;NV;2;2014;5.2;NV;2;2014;;;;;;;;;0;NRA;1;2014;;;;;10.75;V;1;2014;;;1;2014
12006773;10;V;1;2013;10;V;2;2013;10;V;1;2013;14.6;V;1;2014;10.3;V;1;2014;10;V;1;2014;10 817;V;2;2014;12.5;V;1;2014;10.25;V;1;2014;10 485;V;1;2014;16.75;V;1;2014;17.75;V;1;2014;12;V;1;2014;13 289;V;1;2014
12006798;10;V;1;2014;10;V;2;2013;5;NV;2;2014;7.25;NV;2;2014;7;NV;2;2014;10;V;1;2014;8 208;NV;2;2014;4.8;NRA;1;2014;6.75;NV;2;2014;10;V;2;2014;8.25;NV;2;2014;12.13;V;1;2014;11;V;1;2014;8 822;NV;2;2014
12007338;0;NRA;1;2014;;;;;;;;;0;NRA;1;2014;;;;;;;;;;;1;2014;;;;;;;;;;;;;;;;;;;;;0;NRA;1;2014;;;1;2014
12007536;13 063;V;1;2013;8.5;AC;1;2012;10;V;2;2014;18.85;V;1;2014;14.3;V;1;2014;12;V;1;2013;12 786;V;2;2014;14;V;1;2014;14 125;V;1;2014;10;V;2;2014;12 875;V;1;2014;15;V;1;2014;13;V;1;2014;13 167;V;2;2014
12008132;;;;;;;;;;;;;3;NRA;1;2014;;;;;4.2;NRA;1;2014;;;1;2014;;;;;;;;;;;;;;;;;10;V;2;2014;;;;;;;1;2014
12010659;16.5;V;1;2014;13.9;V;1;2013;12 725;V;1;2013;17.65;V;1;2014;16.05;V;1;2014;16;V;1;2013;15 471;V;2;2014;16.6;V;1;2014;14.75;V;1;2014;16 045;V;1;2014;19.75;V;1;2014;18.13;V;1;2014;16;V;1;2014;16 879;V;1;2014
