COD_ETU;Note : TLBC1204;Résultat : TLBC1204;Année : TLBC1204;Session : TLBC1204;FILIERE;ANNEEE;MODULE;SEMESTRE
21001528;0     ;NRA;2021;1;BCG;2021;TLBC2404;S2
21001743;0     ;NRA;2021;1;BCG;2021;TLBC2404;S2
21001929;14    ;V  ;2021;1;BCG;2021;TLBC2404;S2
21002095;6     ;NV ;2021;2;BCG;2021;TLBC2404;S2
21002204;17.5  ;V  ;2021;1;BCG;2021;TLBC2404;S2
21002285;10    ;V  ;2021;2;BCG;2021;TLBC2404;S2
21002484;13    ;V  ;2021;1;BCG;2021;TLBC2404;S2
21002661;7.5   ;AC ;2021;2;BCG;2021;TLBC2404;S2
21002862;7     ;AC ;2021;2;BCG;2021;TLBC2404;S2
21003619;1     ;NV ;2021;2;BCG;2021;TLBC2404;S2
21003859;8     ;NV ;2021;2;BCG;2021;TLBC2404;S2
21004061;8.5   ;AC ;2021;2;BCG;2021;TLBC2404;S2
21004806;0     ;NRA;2021;1;BCG;2021;TLBC2404;S2
21005074;10    ;V  ;2021;1;BCG;2021;TLBC2404;S2
21005161;10    ;V  ;2021;2;BCG;2021;TLBC2404;S2
21005773;12    ;V  ;2021;1;BCG;2021;TLBC2404;S2
21006028;0     ;NRA;2021;1;BCG;2021;TLBC2404;S2
21006773;.5    ;NV ;2021;2;BCG;2021;TLBC2404;S2
21009166;.5    ;NV ;2021;2;BCG;2021;TLBC2404;S2
21009825;.5    ;NV ;2021;2;BCG;2021;TLBC2404;S2
21010157;10    ;V  ;2021;2;BCG;2021;TLBC2404;S2
21011916;8     ;AC ;2021;2;BCG;2021;TLBC2404;S2
21012216;0     ;NRA;2021;1;BCG;2021;TLBC2404;S2
21013339;0     ;NRA;2021;1;BCG;2021;TLBC2404;S2
21014451;18    ;V  ;2021;1;BCG;2021;TLBC2404;S2
21015561;.5    ;NV ;2021;2;BCG;2021;TLBC2404;S2
15000255;10    ;V  ;2016;2;BCG;2021;TLBC1104;S1
17005882;5.75  ;NV ;2021;2;BCG;2021;TLBC1104;S1
18003182;0     ;NRA;2021;1;BCG;2021;TLBC1104;S1
18004745;10 032;V  ;2018;1;BCG;2021;TLBC1104;S1
18009063;8     ;NV ;2021;2;BCG;2021;TLBC1104;S1
18012792;10    ;V  ;2019;2;BCG;2021;TLBC1104;S1
19004380;11.15 ;V  ;2019;1;BCG;2021;TLBC1104;S1
19007975;10    ;V  ;2019;2;BCG;2021;TLBC1104;S1
19010035;6.75  ;NV ;2021;2;BCG;2021;TLBC1104;S1
19012595;10.5  ;V  ;2021;1;BCG;2021;TLBC1104;S1
20000167;7     ;AC ;2021;2;BCG;2021;TLBC1104;S1
20000949;12.25 ;V  ;2020;1;BCG;2021;TLBC1104;S1
20003149;10.75 ;V  ;2020;1;BCG;2021;TLBC1104;S1
20008071;6.33  ;NV ;2021;2;BCG;2021;TLBC1104;S1
20010199;10    ;V  ;2021;2;BCG;2021;TLBC1104;S1
20011052;10    ;V  ;2021;2;BCG;2021;TLBC1104;S1
20012159;14.5  ;V  ;2021;1;BCG;2021;TLBC1104;S1
21000903;18    ;V  ;2021;1;BCG;2021;TLBC1104;S1
21001094;10    ;V  ;2021;1;BCG;2021;TLBC1104;S1
21001254;11    ;V  ;2021;1;BCG;2021;TLBC1104;S1
21001393;5     ;NV ;2021;2;BCG;2021;TLBC1104;S1
21001558;10    ;V  ;2021;1;BCG;2021;TLBC1104;S1
21001768;13.5  ;V  ;2021;1;BCG;2021;TLBC1104;S1
21001985;12.25 ;V  ;2021;1;BCG;2021;TLBC1104;S1
21002130;13.75 ;V  ;2021;1;BCG;2021;TLBC1104;S1
21002228;6     ;NV ;2021;2;BCG;2021;TLBC1104;S1
21002326;17    ;V  ;2021;1;BCG;2021;TLBC1104;S1
21002523;10    ;V  ;2021;1;BCG;2021;TLBC1104;S1
21002707;14.25 ;V  ;2021;1;BCG;2021;TLBC1104;S1
21003317;12.75 ;V  ;2021;1;BCG;2021;TLBC1104;S1
21003731;10    ;V  ;2021;2;BCG;2021;TLBC1104;S1
21003953;11    ;V  ;2021;1;BCG;2021;TLBC1104;S1
21004089;17.75 ;V  ;2021;1;BCG;2021;TLBC1104;S1
21004858;8     ;NV ;2021;2;BCG;2021;TLBC1104;S1
21005089;7.5   ;NV ;2021;2;BCG;2021;TLBC1104;S1
21005590;14.5  ;V  ;2021;1;BCG;2021;TLBC1104;S1
21005808;11    ;V  ;2021;1;BCG;2021;TLBC1104;S1
21006186;15.75 ;V  ;2021;1;BCG;2021;TLBC1104;S1
21008479;17.25 ;V  ;2021;1;BCG;2021;TLBC1104;S1
21009420;17    ;V  ;2021;1;BCG;2021;TLBC1104;S1
21009835;13.75 ;V  ;2021;1;BCG;2021;TLBC1104;S1
21010910;11.75 ;V  ;2021;1;BCG;2021;TLBC1104;S1
21011925;12.5  ;V  ;2021;1;BCG;2021;TLBC1104;S1
21012638;8.75  ;NV ;2021;2;BCG;2021;TLBC1104;S1
21013933;;;;;BCG;2021;TLBC1104;S1
21014639;10    ;V  ;2021;1;BCG;2021;TLBC1104;S1
17005196;10    ;V  ;2017;2;BCG;2021;TLBC2204;S2
18002372;10    ;V  ;2018;2;BCG;2021;TLBC2204;S2
18004267;0     ;NRA;2021;1;BCG;2021;TLBC2204;S2
18005891;0     ;NRA;2021;1;BCG;2021;TLBC2204;S2
18011049;10    ;V  ;2019;1;BCG;2021;TLBC2204;S2
19003938;0     ;NRA;2021;1;BCG;2021;TLBC2204;S2
19005548;0     ;NRA;2021;1;BCG;2021;TLBC2204;S2
19009562;16    ;V  ;2019;1;BCG;2021;TLBC2204;S2
19010915;18    ;V  ;2019;1;BCG;2021;TLBC2204;S2
20000069;0     ;NRA;2021;1;BCG;2021;TLBC2204;S2
20000341;3.25  ;NV ;2021;2;BCG;2021;TLBC2204;S2
20001698;10    ;V  ;2020;1;BCG;2021;TLBC2204;S2
20004183;0     ;NRA;2021;1;BCG;2021;TLBC2204;S2
20009179;10    ;V  ;2020;2;BCG;2021;TLBC2204;S2
20010846;15.25 ;V  ;2021;1;BCG;2021;TLBC2204;S2
20011799;10    ;V  ;2020;2;BCG;2021;TLBC2204;S2
21000845;13    ;V  ;2021;1;BCG;2021;TLBC2204;S2
21001042;15    ;V  ;2021;1;BCG;2021;TLBC2204;S2
21001175;13.5  ;V  ;2021;1;BCG;2021;TLBC2204;S2
21001326;0     ;NRA;2021;1;BCG;2021;TLBC2204;S2
21001520;10    ;V  ;2021;2;BCG;2021;TLBC2204;S2
21001589;0     ;NRA;2021;1;BCG;2021;TLBC2204;S2
21001891;0     ;NRA;2021;1;BCG;2021;TLBC2204;S2
21002084;10    ;V  ;2021;1;BCG;2021;TLBC2204;S2
21002195;10.5  ;V  ;2021;1;BCG;2021;TLBC2204;S2
21002274;0     ;NRA;2021;1;BCG;2021;TLBC2204;S2
21002460;0     ;NRA;2021;1;BCG;2021;TLBC2204;S2
21002630;10    ;V  ;2021;1;BCG;2021;TLBC2204;S2
21002841;0     ;NRA;2021;1;BCG;2021;TLBC2204;S2
21003523;14    ;V  ;2021;1;BCG;2021;TLBC2204;S2
21003834;4.5   ;NV ;2021;2;BCG;2021;TLBC2204;S2
21004052;4     ;NV ;2021;2;BCG;2021;TLBC2204;S2
21004785;10    ;V  ;2021;2;BCG;2021;TLBC2204;S2
21005065;0     ;NRA;2021;1;BCG;2021;TLBC2204;S2
21005152;0     ;NRA;2021;1;BCG;2021;TLBC2204;S2
21005761;12.5  ;V  ;2021;1;BCG;2021;TLBC2204;S2
21005877;3.75  ;NV ;2021;2;BCG;2021;TLBC2204;S2
21006758;15.5  ;V  ;2021;1;BCG;2021;TLBC2204;S2
21009068;10    ;V  ;2021;2;BCG;2021;TLBC2204;S2
21009641;10.5  ;V  ;2021;1;BCG;2021;TLBC2204;S2
21010144;0     ;NRA;2021;1;BCG;2021;TLBC2204;S2
21011913;5     ;NV ;2021;2;BCG;2021;TLBC2204;S2
21012157;18    ;V  ;2021;1;BCG;2021;TLBC2204;S2
21013268;0     ;NRA;2021;1;BCG;2021;TLBC2204;S2
21014266;0     ;NRA;2021;1;BCG;2021;TLBC2204;S2
21015522;0     ;NRA;2021;1;BCG;2021;TLBC2204;S2
16000840;0     ;NRA;2021;1;BCG;2021;TLBC1504;S1
17008735;10    ;V  ;2018;2;BCG;2021;TLBC1504;S1
18003871;8     ;AC ;2021;2;BCG;2021;TLBC1504;S1
18005062;0     ;NRA;2021;1;BCG;2021;TLBC1504;S1
18010418;10    ;V  ;2018;2;BCG;2021;TLBC1504;S1
19002667;.1    ;NRA;2021;1;BCG;2021;TLBC1504;S1
19005192;10    ;V  ;2019;2;BCG;2021;TLBC1504;S1
19009162;0     ;NRA;2021;1;BCG;2021;TLBC1504;S1
19010786;7     ;AC ;2021;2;BCG;2021;TLBC1504;S1
20000039;10    ;V  ;2021;2;BCG;2021;TLBC1504;S1
20000218;7     ;AC ;2021;2;BCG;2021;TLBC1504;S1
20001154;7.5   ;AC ;2020;2;BCG;2021;TLBC1504;S1
20003919;0     ;NRA;2021;1;BCG;2021;TLBC1504;S1
20008846;.1    ;NRA;2021;1;BCG;2021;TLBC1504;S1
20010355;5.5   ;NV ;2021;2;BCG;2021;TLBC1504;S1
20011514;8     ;AC ;2021;2;BCG;2021;TLBC1504;S1
21000802;10    ;V  ;2021;2;BCG;2021;TLBC1504;S1
21000990;6     ;NV ;2021;2;BCG;2021;TLBC1504;S1
21001136;3     ;NV ;2021;2;BCG;2021;TLBC1504;S1
21001299;9     ;AC ;2021;2;BCG;2021;TLBC1504;S1
21001475;4     ;NV ;2021;2;BCG;2021;TLBC1504;S1
21001578;10    ;V  ;2021;2;BCG;2021;TLBC1504;S1
21001846;10    ;V  ;2021;2;BCG;2021;TLBC1504;S1
21002042;9.5   ;AC ;2021;2;BCG;2021;TLBC1504;S1
21002152;8.5   ;AC ;2021;2;BCG;2021;TLBC1504;S1
21002257;10    ;V  ;2021;2;BCG;2021;TLBC1504;S1
21002381;10    ;V  ;2021;1;BCG;2021;TLBC1504;S1
21002579;15    ;V  ;2021;1;BCG;2021;TLBC1504;S1
21002811;7     ;AC ;2021;2;BCG;2021;TLBC1504;S1
21003443;2     ;NV ;2021;2;BCG;2021;TLBC1504;S1
21003795;10    ;V  ;2021;2;BCG;2021;TLBC1504;S1
21004028;7     ;AC ;2021;2;BCG;2021;TLBC1504;S1
21004605;10    ;V  ;2021;2;BCG;2021;TLBC1504;S1
21004957;3.5   ;NV ;2021;2;BCG;2021;TLBC1504;S1
21005119;7     ;AC ;2021;2;BCG;2021;TLBC1504;S1
21005697;0     ;NRA;2021;1;BCG;2021;TLBC1504;S1
21005850;0     ;NRA;2021;1;BCG;2021;TLBC1504;S1
21006611;10    ;V  ;2021;2;BCG;2021;TLBC1504;S1
21008512;10    ;V  ;2021;2;BCG;2021;TLBC1504;S1
21009600;7     ;NV ;2021;2;BCG;2021;TLBC1504;S1
21009985;7     ;AC ;2021;2;BCG;2021;TLBC1504;S1
21011900;0     ;NRA;2021;1;BCG;2021;TLBC1504;S1
21011929;2     ;NV ;2021;2;BCG;2021;TLBC1504;S1
21013113;0     ;NRA;2021;1;BCG;2021;TLBC1504;S1
21014182;7     ;AC ;2021;2;BCG;2021;TLBC1504;S1
21015456;;;;;BCG;2021;TLBC1504;S1
17005624;10    ;V  ;2017;2;BCG;2021;TLBC2604;S2
18002832;16    ;V  ;2019;1;BCG;2021;TLBC2604;S2
18004707;10.5  ;V  ;2018;1;BCG;2021;TLBC2604;S2
18008165;16    ;V  ;2019;1;BCG;2021;TLBC2604;S2
18011523;10    ;V  ;2018;1;BCG;2021;TLBC2604;S2
19004207;0     ;NRA;2021;1;BCG;2021;TLBC2604;S2
19007344;13    ;V  ;2019;1;BCG;2021;TLBC2604;S2
19009866;17.5  ;V  ;2020;1;BCG;2021;TLBC2604;S2
19011924;0     ;NRA;2021;1;BCG;2021;TLBC2604;S2
20000147;11.5  ;V  ;2020;1;BCG;2021;TLBC2604;S2
20000892;10    ;V  ;2020;2;BCG;2021;TLBC2604;S2
20001874;15.5  ;V  ;2020;1;BCG;2021;TLBC2604;S2
20007744;13.5  ;V  ;2020;1;BCG;2021;TLBC2604;S2
20010046;0     ;NRA;2021;1;BCG;2021;TLBC2604;S2
20011032;12.5  ;V  ;2020;1;BCG;2021;TLBC2604;S2
20011913;10    ;V  ;2020;2;BCG;2021;TLBC2604;S2
21000890;17    ;V  ;2021;1;BCG;2021;TLBC2604;S2
21001068;15    ;V  ;2021;1;BCG;2021;TLBC2604;S2
21001242;18    ;V  ;2021;1;BCG;2021;TLBC2604;S2
21001356;15    ;V  ;2021;1;BCG;2021;TLBC2604;S2
21001552;17    ;V  ;2021;1;BCG;2021;TLBC2604;S2
21001753;0     ;NRA;2021;1;BCG;2021;TLBC2604;S2
21001966;13.5  ;V  ;2021;1;BCG;2021;TLBC2604;S2
21002115;18    ;V  ;2021;1;BCG;2021;TLBC2604;S2
21002215;15    ;V  ;2021;1;BCG;2021;TLBC2604;S2
21002314;17    ;V  ;2021;1;BCG;2021;TLBC2604;S2
21002497;0     ;NRA;2021;1;BCG;2021;TLBC2604;S2
21002685;0     ;NRA;2021;1;BCG;2021;TLBC2604;S2
21002876;17    ;V  ;2021;1;BCG;2021;TLBC2604;S2
21003669;0     ;NRA;2021;1;BCG;2021;TLBC2604;S2
21003890;14    ;V  ;2021;1;BCG;2021;TLBC2604;S2
21004076;13.5  ;V  ;2021;1;BCG;2021;TLBC2604;S2
21004841;15    ;V  ;2021;1;BCG;2021;TLBC2604;S2
21005083;18    ;V  ;2021;1;BCG;2021;TLBC2604;S2
21005491;14.5  ;V  ;2021;1;BCG;2021;TLBC2604;S2
21005782;17    ;V  ;2021;1;BCG;2021;TLBC2604;S2
21006114;17    ;V  ;2021;1;BCG;2021;TLBC2604;S2
21007833;0     ;NRA;2021;1;BCG;2021;TLBC2604;S2
21009265;16    ;V  ;2021;1;BCG;2021;TLBC2604;S2
21009829;15    ;V  ;2021;1;BCG;2021;TLBC2604;S2
21010512;18    ;V  ;2021;1;BCG;2021;TLBC2604;S2
21011922;15.5  ;V  ;2021;1;BCG;2021;TLBC2604;S2
21012284;14.5  ;V  ;2021;1;BCG;2021;TLBC2604;S2
21013345;0     ;NRA;2021;1;BCG;2021;TLBC2604;S2
21014545;15.5  ;V  ;2021;1;BCG;2021;TLBC2604;S2
