COD_ETU;Note ;Résultat ;Année ;Session ;FILIERE;ANNEE;MODULE;;;
15000422;7 317;NV;2015;2;MIPC;2015; TLMP1004;;;
15000667;11 583;V ;2015;2;MIPC;2015; TLMP1004;;;
15000935;7.45  ;NV;2015;2;MIPC;2015; TLMP1004;;;
15000998;12 225;V ;2015;2;MIPC;2015; TLMP1004;;;
15001038;7 471;NV;2015;2;MIPC;2015; TLMP1004;;;
15001075;7 663;NV;2015;2;MIPC;2015; TLMP1004;;;
15001097;1 238;NV;2015;2;MIPC;2015; TLMP1004;;;
15001764;9 458;NV;2015;2;MIPC;2015; TLMP1004;;;
15001788;3 942;NV;2015;2;MIPC;2015; TLMP1004;;;
15001803;11 458;V ;2015;2;MIPC;2015; TLMP1004;;;
15001863;12.1  ;V ;2015;1;MIPC;2015; TLMP1004;;;
15002224;6 342;NV;2015;2;MIPC;2015; TLMP1004;;;
15002309;10;V ;2015;2;MIPC;2015; TLMP1004;;;
15002444;3 383;NV;2015;2;MIPC;2015; TLMP1004;;;
15002519;6 971;NV;2015;2;MIPC;2015; TLMP1004;;;
15002542;7 483;NV;2015;2;MIPC;2015; TLMP1004;;;
15003213;8 317;NV;2015;2;MIPC;2015; TLMP1004;;;
15004779;3.45  ;NV;2015;2;MIPC;2015; TLMP1004;;;
15005593;8 621;NV;2015;2;MIPC;2015; TLMP1004;;;
15005649;8 083;NV;2015;2;MIPC;2015; TLMP1004;;;
15005666;5 775;NV;2015;2;MIPC;2015; TLMP1004;;;
15006324;6 083;NV;2015;2;MIPC;2015; TLMP1004;;;
15007981;12 192;V ;2015;2;MIPC;2015; TLMP1004;;;
11010123;;;;;MIPC;2015; TLMP1304;;;
12006438;10;V ;2013;2;MIPC;2015; TLMP1304;;;
12011538;;;;;MIPC;2015; TLMP1304;;;
12012072;0;NR;2015;1;MIPC;2015; TLMP1304;;;
13010637;10;V ;2014;2;MIPC;2015; TLMP1304;;;
13012511;;;;;MIPC;2015; TLMP1304;;;
13012915;0;NR;2015;1;MIPC;2015; TLMP1304;;;
13013188;7;AC;2014;2;MIPC;2015; TLMP1304;;;
13014153;6.9   ;NV;2015;2;MIPC;2015; TLMP1304;;;
13014309;0;NR;2015;1;MIPC;2015; TLMP1304;;;
13014521;;;;;MIPC;2015; TLMP1304;;;
13014677;10;V ;2014;2;MIPC;2015; TLMP1304;;;
13015007;1.6   ;NR;2015;1;MIPC;2015; TLMP1304;;;
13016477;6.3   ;NV;2015;2;MIPC;2015; TLMP1304;;;
14000192;7.3   ;AC;2015;2;MIPC;2015; TLMP1304;;;
14000247;10.8  ;V ;2015;1;MIPC;2015; TLMP1304;;;
14000362;10;V ;2015;1;MIPC;2015; TLMP1304;;;
14000459;7;AC;2015;2;MIPC;2015; TLMP1304;;;
14000520;0;NR;2015;1;MIPC;2015; TLMP1304;;;
14000561;1.5   ;NR;2015;1;MIPC;2015; TLMP1304;;;
14000586;8.2   ;NV;2015;2;MIPC;2015; TLMP1304;;;
14000626;7.8   ;AC;2015;2;MIPC;2015; TLMP1304;;;
14001296;1.8   ;NR;2015;1;MIPC;2015; TLMP1304;;;
14001426;7.65  ;AC;2015;2;MIPC;2015; TLMP1304;;;
14001598;2.4   ;NR;2015;1;MIPC;2015; TLMP1304;;;
14001842;3.9   ;NR;2015;1;MIPC;2015; TLMP1304;;;
14003741;5;NV;2015;2;MIPC;2015; TLMP1304;;;
14005203;1.5   ;NR;2015;1;MIPC;2015; TLMP1304;;;
14005250;4.2   ;NR;2015;1;MIPC;2015; TLMP1304;;;
14005653;3.3   ;NR;2015;1;MIPC;2015; TLMP1304;;;
14006708;1.7   ;NR;2015;1;MIPC;2015; TLMP1304;;;
15000105;8.3   ;AC;2015;2;MIPC;2015; TLMP1304;;;
15000133;1.2   ;NR;2015;1;MIPC;2015; TLMP1304;;;
15000184;7.6   ;AC;2015;2;MIPC;2015; TLMP1304;;;
15000211;5;NV;2015;2;MIPC;2015; TLMP1304;;;
15000250;5.1   ;NV;2015;2;MIPC;2015; TLMP1304;;;
15000304;7;NV;2015;2;MIPC;2015; TLMP1304;;;
15000341;0;NR;2015;1;MIPC;2015; TLMP1304;;;
15000377;2.4   ;NR;2015;1;MIPC;2015; TLMP1304;;;
15000498;2.7   ;NR;2015;1;MIPC;2015; TLMP1304;;;
15000726;10;V ;2015;1;MIPC;2015; TLMP1304;;;
15000953;10.7  ;V ;2015;1;MIPC;2015; TLMP1304;;;
15001006;10;V ;2015;2;MIPC;2015; TLMP1304;;;
15001041;0;NR;2015;1;MIPC;2015; TLMP1304;;;
15001080;5;NV;2015;2;MIPC;2015; TLMP1304;;;
15001388;1.7   ;NR;2015;1;MIPC;2015; TLMP1304;;;
15001768;6;NV;2015;2;MIPC;2015; TLMP1304;;;
15001790;5.7   ;NV;2015;2;MIPC;2015; TLMP1304;;;
15001808;5.2   ;NV;2015;2;MIPC;2015; TLMP1304;;;
15001987;10;V ;2015;2;MIPC;2015; TLMP1304;;;
15002260;10;V ;2015;1;MIPC;2015; TLMP1304;;;
15002338;3;NR;2015;1;MIPC;2015; TLMP1304;;;
15002456;6.3   ;NV;2015;2;MIPC;2015; TLMP1304;;;
15002525;3.7   ;NR;2015;1;MIPC;2015; TLMP1304;;;
15002547;.9    ;NR;2015;1;MIPC;2015; TLMP1304;;;
15003220;2.7   ;NR;2015;1;MIPC;2015; TLMP1304;;;
15005231;2.4   ;NR;2015;1;MIPC;2015; TLMP1304;;;
15005616;3.7   ;NR;2015;1;MIPC;2015; TLMP1304;;;
15005653;1.6   ;NR;2015;1;MIPC;2015; TLMP1304;;;
15005668;7.3   ;NV;2015;2;MIPC;2015; TLMP1304;;;
15006442;6.2   ;NV;2015;2;MIPC;2015; TLMP1304;;;
15008143;1.5   ;NR;2015;1;MIPC;2015; TLMP1304;;;
11011128;10;V ;2011;1;MIPC;2015; TLMP1504;;;
12007186;10;V ;2014;2;MIPC;2015; TLMP1504;;;
12011586;12 275;V ;2013;1;MIPC;2015; TLMP1504;;;
12012081;16.6  ;V ;2012;1;MIPC;2015; TLMP1504;;;
13010655;13.5  ;V ;2014;1;MIPC;2015; TLMP1504;;;
13012535;15.75 ;V ;2014;1;MIPC;2015; TLMP1504;;;
13012928;10;V ;2013;2;MIPC;2015; TLMP1504;;;
13013190;0;NR;2015;1;MIPC;2015; TLMP1504;;;
13013755;13.5  ;V ;2014;1;MIPC;2015; TLMP1504;;;
13013901;10;V ;2013;2;MIPC;2015; TLMP1504;;;
13014176;11 625;V ;2014;1;MIPC;2015; TLMP1504;;;
13014330;12.32 ;V ;2013;1;MIPC;2015; TLMP1504;;;
13014552;10.93 ;V ;2013;1;MIPC;2015; TLMP1504;;;
13014680;11.25 ;V ;2014;1;MIPC;2015; TLMP1504;;;
13015299;10;V ;2014;2;MIPC;2015; TLMP1504;;;
14000032;13.25 ;V ;2014;1;MIPC;2015; TLMP1504;;;
14000203;12;V ;2014;1;MIPC;2015; TLMP1504;;;
14000262;10;V ;2014;2;MIPC;2015; TLMP1504;;;
14000389;10.5  ;V ;2014;1;MIPC;2015; TLMP1504;;;
14000465;10;V ;2014;2;MIPC;2015; TLMP1504;;;
14000526;16.5  ;V ;2014;1;MIPC;2015; TLMP1504;;;
14000564;0;NR;2015;1;MIPC;2015; TLMP1504;;;
14000590;10;V ;2014;1;MIPC;2015; TLMP1504;;;
14000629;10;V ;2014;2;MIPC;2015; TLMP1504;;;
14001308;10;V ;2014;2;MIPC;2015; TLMP1504;;;
14001478;10;V ;2015;1;MIPC;2015; TLMP1504;;;
14001619;11.75 ;V ;2014;1;MIPC;2015; TLMP1504;;;
14001953;10.25 ;V ;2014;1;MIPC;2015; TLMP1504;;;
14003898;0;NR;2015;1;MIPC;2015; TLMP1504;;;
14005205;10.5  ;V ;2015;1;MIPC;2015; TLMP1504;;;
14005264;11.25 ;V ;2014;1;MIPC;2015; TLMP1504;;;
14005968;2.25  ;NR;2015;1;MIPC;2015; TLMP1504;;;
15000024;12;V ;2015;1;MIPC;2015; TLMP1504;;;
15000109;0;NR;2015;1;MIPC;2015; TLMP1504;;;
15000142;7.75  ;NV;2015;2;MIPC;2015; TLMP1504;;;
15000186;10 375;V ;2015;1;MIPC;2015; TLMP1504;;;
15000220;1;NR;2015;1;MIPC;2015; TLMP1504;;;
15000261;0;NR;2015;1;MIPC;2015; TLMP1504;;;
15000313;14;V ;2015;1;MIPC;2015; TLMP1504;;;
15000345;10;V ;2015;1;MIPC;2015; TLMP1504;;;
15000383;10 375;V ;2015;1;MIPC;2015; TLMP1504;;;
15000520;14.75 ;V ;2015;1;MIPC;2015; TLMP1504;;;
15000761;1.5   ;NR;2015;1;MIPC;2015; TLMP1504;;;
15000969;10;V ;2015;1;MIPC;2015; TLMP1504;;;
15001016;14;V ;2015;1;MIPC;2015; TLMP1504;;;
15001046;11.25 ;V ;2015;1;MIPC;2015; TLMP1504;;;
15001082;10;V ;2015;2;MIPC;2015; TLMP1504;;;
15001577;14;V ;2015;1;MIPC;2015; TLMP1504;;;
15001772;13;V ;2015;1;MIPC;2015; TLMP1504;;;
15001794;14;V ;2015;1;MIPC;2015; TLMP1504;;;
15001809;15;V ;2015;1;MIPC;2015; TLMP1504;;;
15002025;11.5  ;V ;2015;1;MIPC;2015; TLMP1504;;;
15002262;7;NV;2015;2;MIPC;2015; TLMP1504;;;
15002361;12;V ;2015;1;MIPC;2015; TLMP1504;;;
15002487;5.5   ;NV;2015;2;MIPC;2015; TLMP1504;;;
15002528;13.75 ;V ;2015;1;MIPC;2015; TLMP1504;;;
15002549;10;V ;2015;2;MIPC;2015; TLMP1504;;;
15003319;1.5   ;NR;2015;1;MIPC;2015; TLMP1504;;;
15005428;11;V ;2015;1;MIPC;2015; TLMP1504;;;
15005623;10.5  ;V ;2015;1;MIPC;2015; TLMP1504;;;
15005655;10;V ;2015;1;MIPC;2015; TLMP1504;;;
15005727;10;V ;2015;1;MIPC;2015; TLMP1504;;;
15006552;1.5   ;NR;2015;1;MIPC;2015; TLMP1504;;;
15008178;0;NR;2015;1;MIPC;2015; TLMP1504;;;
11013552;8 418;NV;2015;2;MIPC;2015;TLMP2004;;;
12010826;;;2015;2;MIPC;2015;TLMP2004;;;
12011709;7 004;NV;2015;2;MIPC;2015;TLMP2004;;;
12012103;10 233;V ;2014;2;MIPC;2015;TLMP2004;;;
13010798;10.18 ;V ;2014;2;MIPC;2015;TLMP2004;;;
13012548;10 187;V ;2015;2;MIPC;2015;TLMP2004;;;
13013000;1 692;NV;2015;2;MIPC;2015;TLMP2004;;;
13013269;10;V ;2015;2;MIPC;2015;TLMP2004;;;
13013779;9 488;NV;2015;2;MIPC;2015;TLMP2004;;;
13013918;9.56  ;NV;2015;2;MIPC;2015;TLMP2004;;;
13014200;10;V ;2015;2;MIPC;2015;TLMP2004;;;
13014454;10 058;V ;2015;2;MIPC;2015;TLMP2004;;;
13014576;4 229;NV;2015;2;MIPC;2015;TLMP2004;;;
13014733;1 925;NV;2015;2;MIPC;2015;TLMP2004;;;
13015319;1.7   ;NV;2015;2;MIPC;2015;TLMP2004;;;
14000074;14 383;V ;2014;1;MIPC;2015;TLMP2004;;;
14000210;10 238;NV;2015;2;MIPC;2015;TLMP2004;;;
14000283;0;NV;2015;2;MIPC;2015;TLMP2004;;;
14000395;9 583;NV;2015;2;MIPC;2015;TLMP2004;;;
14000478;11 143;V ;2014;2;MIPC;2015;TLMP2004;;;
14000536;0;NV;2015;2;MIPC;2015;TLMP2004;;;
14000567;11 955;V ;2014;2;MIPC;2015;TLMP2004;;;
14000597;10 858;V ;2015;2;MIPC;2015;TLMP2004;;;
14000631;12 984;V ;2014;1;MIPC;2015;TLMP2004;;;
14001328;1 667;NV;2015;2;MIPC;2015;TLMP2004;;;
14001492;10 225;NV;2015;2;MIPC;2015;TLMP2004;;;
14001628;4 271;NV;2015;2;MIPC;2015;TLMP2004;;;
14002052;10 772;V ;2014;2;MIPC;2015;TLMP2004;;;
14004947;0;NV;2015;2;MIPC;2015;TLMP2004;;;
14005209;10 204;V ;2015;2;MIPC;2015;TLMP2004;;;
14005266;10 847;V ;2014;2;MIPC;2015;TLMP2004;;;
14005970;0;NV;2015;2;MIPC;2015;TLMP2004;;;
15000050;12 379;V ;2015;2;MIPC;2015;TLMP2004;;;
15000114;7 433;NV;2015;2;MIPC;2015;TLMP2004;;;
15000156;10 696;NV;2015;2;MIPC;2015;TLMP2004;;;
15000190;9 008;NV;2015;2;MIPC;2015;TLMP2004;;;
15000224;9 642;NV;2015;2;MIPC;2015;TLMP2004;;;
15000263;11.9  ;V ;2015;2;MIPC;2015;TLMP2004;;;
15000320;16 858;V ;2015;1;MIPC;2015;TLMP2004;;;
15000350;0;NV;2015;2;MIPC;2015;TLMP2004;;;
15000390;11 054;V ;2015;2;MIPC;2015;TLMP2004;;;
15000558;10 904;V ;2015;2;MIPC;2015;TLMP2004;;;
15000845;12 208;V ;2015;2;MIPC;2015;TLMP2004;;;
15000979;8 483;NV;2015;2;MIPC;2015;TLMP2004;;;
15001022;10;V ;2015;2;MIPC;2015;TLMP2004;;;
15001056;10 454;NV;2015;2;MIPC;2015;TLMP2004;;;
15001087;10 768;V ;2015;2;MIPC;2015;TLMP2004;;;
15001603;0;NV;2015;2;MIPC;2015;TLMP2004;;;
15001775;10 702;NV;2015;2;MIPC;2015;TLMP2004;;;
15001795;7 392;NV;2015;2;MIPC;2015;TLMP2004;;;
15001814;9 463;NV;2015;2;MIPC;2015;TLMP2004;;;
15002068;9 992;NV;2015;2;MIPC;2015;TLMP2004;;;
15002267;7 846;NV;2015;2;MIPC;2015;TLMP2004;;;
15002374;8 408;NV;2015;2;MIPC;2015;TLMP2004;;;
15002498;9 395;NV;2015;2;MIPC;2015;TLMP2004;;;
15002530;6 183;NV;2015;2;MIPC;2015;TLMP2004;;;
15002552;10 778;NV;2015;2;MIPC;2015;TLMP2004;;;
15003731;8 365;NV;2015;2;MIPC;2015;TLMP2004;;;
15005454;12 334;V ;2015;2;MIPC;2015;TLMP2004;;;
15005627;0;NV;2015;2;MIPC;2015;TLMP2004;;;
15005657;9 413;NV;2015;2;MIPC;2015;TLMP2004;;;
15005731;10 125;NV;2015;2;MIPC;2015;TLMP2004;;;
15007168;0;NV;2015;2;MIPC;2015;TLMP2004;;;
15008261;4 342;NV;2015;2;MIPC;2015;TLMP2004;;;
11013765;10;V ;2012;1;MIPC;2015;TLMP2204;;;
12010961;10;V ;2015;2;MIPC;2015;TLMP2204;;;
12011729;10;V ;2012;1;MIPC;2015;TLMP2204;;;
12012326;0;NR;2015;1;MIPC;2015;TLMP2204;;;
13011040;10;V ;2014;2;MIPC;2015;TLMP2204;;;
13012559;0;NR;2015;1;MIPC;2015;TLMP2204;;;
13013011;10;V ;2013;1;MIPC;2015;TLMP2204;;;
13013276;11.3  ;V ;2014;1;MIPC;2015;TLMP2204;;;
13013785;0;NR;2015;1;MIPC;2015;TLMP2204;;;
13013969;0;NR;2015;1;MIPC;2015;TLMP2204;;;
13014197;11.15 ;V ;2014;1;MIPC;2015;TLMP2204;;;
13014459;10.6  ;V ;2014;1;MIPC;2015;TLMP2204;;;
13014585;10;V ;2015;2;MIPC;2015;TLMP2204;;;
13014762;10;V ;2015;1;MIPC;2015;TLMP2204;;;
13015320;0;NR;2015;1;MIPC;2015;TLMP2204;;;
14000098;3;NR;2015;1;MIPC;2015;TLMP2204;;;
14000213;12.75 ;V ;2014;1;MIPC;2015;TLMP2204;;;
14000295;8;AC;2014;2;MIPC;2015;TLMP2204;;;
14000403;0;NR;2015;1;MIPC;2015;TLMP2204;;;
14000485;0;NR;2015;1;MIPC;2015;TLMP2204;;;
14000537;1.6   ;NR;2015;1;MIPC;2015;TLMP2204;;;
14000568;10;V ;2014;1;MIPC;2015;TLMP2204;;;
14000599;10.5  ;V ;2015;1;MIPC;2015;TLMP2204;;;
14000632;10.55 ;V ;2014;1;MIPC;2015;TLMP2204;;;
14001334;8;AC;2014;2;MIPC;2015;TLMP2204;;;
14001496;7;AC;2014;2;MIPC;2015;TLMP2204;;;
14001629;10;V ;2014;2;MIPC;2015;TLMP2204;;;
14002053;10;V ;2015;1;MIPC;2015;TLMP2204;;;
14004964;8.5   ;AC;2015;2;MIPC;2015;TLMP2204;;;
14005213;0;NR;2015;1;MIPC;2015;TLMP2204;;;
14005303;0;NR;2015;1;MIPC;2015;TLMP2204;;;
14005971;0;NR;2015;1;MIPC;2015;TLMP2204;;;
15000055;8.5   ;NV;2015;2;MIPC;2015;TLMP2204;;;
15000115;15.2  ;V ;2015;1;MIPC;2015;TLMP2204;;;
15000158;16.2  ;V ;2015;1;MIPC;2015;TLMP2204;;;
15000193;2.8   ;NR;2015;1;MIPC;2015;TLMP2204;;;
15000226;1.6   ;NR;2015;1;MIPC;2015;TLMP2204;;;
15000272;3.6   ;NR;2015;1;MIPC;2015;TLMP2204;;;
15000323;7.7   ;NV;2015;2;MIPC;2015;TLMP2204;;;
15000358;10.4  ;V ;2015;1;MIPC;2015;TLMP2204;;;
15000392;10.8  ;V ;2015;1;MIPC;2015;TLMP2204;;;
15000563;0;NR;2015;1;MIPC;2015;TLMP2204;;;
15000862;3.3   ;NR;2015;1;MIPC;2015;TLMP2204;;;
15000983;2.6   ;NR;2015;1;MIPC;2015;TLMP2204;;;
15001025;.4    ;NR;2015;1;MIPC;2015;TLMP2204;;;
15001060;10.05 ;V ;2015;1;MIPC;2015;TLMP2204;;;
15001089;10.2  ;V ;2015;1;MIPC;2015;TLMP2204;;;
15001656;10.05 ;V ;2015;1;MIPC;2015;TLMP2204;;;
15001777;8;AC;2015;2;MIPC;2015;TLMP2204;;;
15001798;7;NV;2015;2;MIPC;2015;TLMP2204;;;
15001816;1.8   ;NR;2015;1;MIPC;2015;TLMP2204;;;
15002117;4.2   ;NR;2015;1;MIPC;2015;TLMP2204;;;
15002272;.8    ;NR;2015;1;MIPC;2015;TLMP2204;;;
15002390;0;NR;2015;1;MIPC;2015;TLMP2204;;;
15002511;2;NR;2015;1;MIPC;2015;TLMP2204;;;
15002531;2.9   ;NR;2015;1;MIPC;2015;TLMP2204;;;
15002553;10.05 ;V ;2015;1;MIPC;2015;TLMP2204;;;
15004253;0;NR;2015;1;MIPC;2015;TLMP2204;;;
15005465;7;NV;2015;2;MIPC;2015;TLMP2204;;;
15005626;10;V ;2015;2;MIPC;2015;TLMP2204;;;
15005658;2;NR;2015;1;MIPC;2015;TLMP2204;;;
15005744;2.2   ;NR;2015;1;MIPC;2015;TLMP2204;;;
15007451;9.07  ;AC;2015;2;MIPC;2015;TLMP2204;;;
15008307;0;NR;2015;1;MIPC;2015;TLMP2204;;;
11013957;0;NR;2015;1;MIPC;2015; TLMP2404;;;
12011119;0;NR;2015;1;MIPC;2015; TLMP2404;;;
12011793;7;AC;2013;1;MIPC;2015; TLMP2404;;;
12012633;18.7  ;V ;2015;1;MIPC;2015; TLMP2404;;;
13011203;10;V ;2013;2;MIPC;2015; TLMP2404;;;
13012650;10.5  ;V ;2013;1;MIPC;2015; TLMP2404;;;
13013064;12 125;V ;2013;1;MIPC;2015; TLMP2404;;;
13013441;12.25 ;V ;2013;1;MIPC;2015; TLMP2404;;;
13013796;10.9  ;V ;2014;1;MIPC;2015; TLMP2404;;;
13013991;;;;;MIPC;2015; TLMP2404;;;
13014218;10;V ;2013;2;MIPC;2015; TLMP2404;;;
13014478;10.2  ;V ;2014;1;MIPC;2015; TLMP2404;;;
13014600;10;V ;2013;2;MIPC;2015; TLMP2404;;;
13014769;0;NR;2015;1;MIPC;2015; TLMP2404;;;
13015425;0;NR;2015;1;MIPC;2015; TLMP2404;;;
14000105;10;V ;2014;2;MIPC;2015; TLMP2404;;;
14000215;14.3  ;V ;2015;1;MIPC;2015; TLMP2404;;;
14000309;10;V ;2015;2;MIPC;2015; TLMP2404;;;
14000430;10;V ;2014;2;MIPC;2015; TLMP2404;;;
14000490;1.2   ;NR;2015;1;MIPC;2015; TLMP2404;;;
14000539;0;NR;2015;1;MIPC;2015; TLMP2404;;;
14000570;10;V ;2014;2;MIPC;2015; TLMP2404;;;
14000608;1.6   ;NR;2015;1;MIPC;2015; TLMP2404;;;
14000643;10;V ;2014;2;MIPC;2015; TLMP2404;;;
14001343;11;V ;2015;1;MIPC;2015; TLMP2404;;;
14001509;10;V ;2015;2;MIPC;2015; TLMP2404;;;
14001634;10.3  ;V ;2015;1;MIPC;2015; TLMP2404;;;
14002170;0;NR;2015;1;MIPC;2015; TLMP2404;;;
14005177;8.5   ;AC;2014;2;MIPC;2015; TLMP2404;;;
14005221;10;V ;2015;2;MIPC;2015; TLMP2404;;;
14005315;10;V ;2014;1;MIPC;2015; TLMP2404;;;
14006063;2.9   ;NR;2015;1;MIPC;2015; TLMP2404;;;
15000072;13.8  ;V ;2015;1;MIPC;2015; TLMP2404;;;
15000117;17.8  ;V ;2015;1;MIPC;2015; TLMP2404;;;
15000167;4.1   ;NR;2015;1;MIPC;2015; TLMP2404;;;
15000200;0;NR;2015;1;MIPC;2015; TLMP2404;;;
15000230;0;NR;2015;1;MIPC;2015; TLMP2404;;;
15000277;10.4  ;V ;2015;1;MIPC;2015; TLMP2404;;;
15000327;15;V ;2015;1;MIPC;2015; TLMP2404;;;
15000360;0;NR;2015;1;MIPC;2015; TLMP2404;;;
15000397;10;V ;2015;2;MIPC;2015; TLMP2404;;;
15000579;10;V ;2015;2;MIPC;2015; TLMP2404;;;
15000889;0;NR;2015;1;MIPC;2015; TLMP2404;;;
15000989;0;NR;2015;1;MIPC;2015; TLMP2404;;;
15001028;.6    ;NR;2015;1;MIPC;2015; TLMP2404;;;
15001064;.9    ;NR;2015;1;MIPC;2015; TLMP2404;;;
15001090;10;V ;2015;2;MIPC;2015; TLMP2404;;;
15001754;14.1  ;V ;2015;1;MIPC;2015; TLMP2404;;;
15001779;0;NR;2015;1;MIPC;2015; TLMP2404;;;
15001799;10;V ;2015;2;MIPC;2015; TLMP2404;;;
15001825;2;NR;2015;1;MIPC;2015; TLMP2404;;;
15002153;4.2   ;NR;2015;1;MIPC;2015; TLMP2404;;;
15002284;15.7  ;V ;2015;1;MIPC;2015; TLMP2404;;;
15002395;10;V ;2015;2;MIPC;2015; TLMP2404;;;
15002513;7.95  ;NV;2015;2;MIPC;2015; TLMP2404;;;
15002533;3;NR;2015;1;MIPC;2015; TLMP2404;;;
15002966;8;NV;2015;2;MIPC;2015; TLMP2404;;;
15004323;0;NR;2015;1;MIPC;2015; TLMP2404;;;
15005521;15.6  ;V ;2015;1;MIPC;2015; TLMP2404;;;
15005644;0;NR;2015;1;MIPC;2015; TLMP2404;;;
15005660;.8    ;NR;2015;1;MIPC;2015; TLMP2404;;;
15005794;13.85 ;V ;2015;1;MIPC;2015; TLMP2404;;;
15007563;4.7   ;NR;2015;1;MIPC;2015; TLMP2404;;;
15008810;0;NR;2015;1;MIPC;2015; TLMP2404;;;
11015203;10 675;V ;2011;1;MIPC;2015; TLMP2604;;;
12011316;11;V ;2012;1;MIPC;2015; TLMP2604;;;
12011823;12.25 ;V ;2013;1;MIPC;2015; TLMP2604;;;
12013521;10.7  ;V ;2012;1;MIPC;2015; TLMP2604;;;
13011344;13 375;V ;2014;1;MIPC;2015; TLMP2604;;;
13012795;12.13 ;V ;2013;1;MIPC;2015; TLMP2604;;;
13013126;0;NR;2015;1;MIPC;2015; TLMP2604;;;
13013475;15.5  ;V ;2013;1;MIPC;2015; TLMP2604;;;
13013849;11.6  ;V ;2013;1;MIPC;2015; TLMP2604;;;
13014059;10.2  ;V ;2013;1;MIPC;2015; TLMP2604;;;
13014262;11.93 ;V ;2013;1;MIPC;2015; TLMP2604;;;
13014514;11.18 ;V ;2013;1;MIPC;2015; TLMP2604;;;
13014610;15.85 ;V ;2013;1;MIPC;2015; TLMP2604;;;
13014774;10;V ;2013;1;MIPC;2015; TLMP2604;;;
13015466;10;V ;2013;2;MIPC;2015; TLMP2604;;;
14000142;17.75 ;V ;2014;1;MIPC;2015; TLMP2604;;;
14000220;14.75 ;V ;2014;1;MIPC;2015; TLMP2604;;;
14000321;0;NR;2015;1;MIPC;2015; TLMP2604;;;
14000447;10.75 ;V ;2014;1;MIPC;2015; TLMP2604;;;
14000496;12.25 ;V ;2014;1;MIPC;2015; TLMP2604;;;
14000549;12 625;V ;2014;1;MIPC;2015; TLMP2604;;;
14000573;15 125;V ;2014;1;MIPC;2015; TLMP2604;;;
14000610;13.5  ;V ;2014;1;MIPC;2015; TLMP2604;;;
14000661;16 375;V ;2014;1;MIPC;2015; TLMP2604;;;
14001385;12 375;V ;2014;1;MIPC;2015; TLMP2604;;;
14001520;13 125;V ;2014;1;MIPC;2015; TLMP2604;;;
14001645;12;V ;2014;1;MIPC;2015; TLMP2604;;;
14003137;13;V ;2014;1;MIPC;2015; TLMP2604;;;
14005181;14.25 ;V ;2014;1;MIPC;2015; TLMP2604;;;
14005224;10;V ;2014;1;MIPC;2015; TLMP2604;;;
14005332;0;NR;2015;1;MIPC;2015; TLMP2604;;;
14006065;.25   ;NR;2015;1;MIPC;2015; TLMP2604;;;
15000078;14.5  ;V ;2015;1;MIPC;2015; TLMP2604;;;
15000123;0;NR;2015;1;MIPC;2015; TLMP2604;;;
15000171;9 375;NV;2015;2;MIPC;2015; TLMP2604;;;
15000203;13.75 ;V ;2015;1;MIPC;2015; TLMP2604;;;
15000234;0;NR;2015;1;MIPC;2015; TLMP2604;;;
15000283;12;V ;2015;1;MIPC;2015; TLMP2604;;;
15000331;10.75 ;V ;2015;1;MIPC;2015; TLMP2604;;;
15000362;14.25 ;V ;2015;1;MIPC;2015; TLMP2604;;;
15000406;14.75 ;V ;2015;1;MIPC;2015; TLMP2604;;;
15000628;6;NV;2015;2;MIPC;2015; TLMP2604;;;
15000903;16 125;V ;2015;1;MIPC;2015; TLMP2604;;;
15000993;13 125;V ;2015;1;MIPC;2015; TLMP2604;;;
15001031;14 875;V ;2015;1;MIPC;2015; TLMP2604;;;
15001070;10.75 ;V ;2015;1;MIPC;2015; TLMP2604;;;
15001094;12 875;V ;2015;1;MIPC;2015; TLMP2604;;;
15001757;12.5  ;V ;2015;1;MIPC;2015; TLMP2604;;;
15001784;12 125;V ;2015;1;MIPC;2015; TLMP2604;;;
15001802;10 875;V ;2015;1;MIPC;2015; TLMP2604;;;
15001827;17;V ;2015;1;MIPC;2015; TLMP2604;;;
15002184;11.5  ;V ;2015;1;MIPC;2015; TLMP2604;;;
15002289;15.25 ;V ;2015;1;MIPC;2015; TLMP2604;;;
15002408;12;V ;2015;1;MIPC;2015; TLMP2604;;;
15002515;0;NR;2015;1;MIPC;2015; TLMP2604;;;
15002535;10;V ;2015;2;MIPC;2015; TLMP2604;;;
15003060;15.75 ;V ;2015;1;MIPC;2015; TLMP2604;;;
15004515;10;V ;2015;2;MIPC;2015; TLMP2604;;;
15005589;0;NR;2015;1;MIPC;2015; TLMP2604;;;
15005646;11 625;V ;2015;1;MIPC;2015; TLMP2604;;;
15005662;10;V ;2015;2;MIPC;2015; TLMP2604;;;
15005820;15.5  ;V ;2015;1;MIPC;2015; TLMP2604;;;
15007760;0;NR;2015;1;MIPC;2015; TLMP2604;;;
11015302;8.15  ;AC;2012;1;MIPC;2015;TLMP1104;;;
12011326;8.05  ;AC;2013;2;MIPC;2015;TLMP1104;;;
12012006;0;NR;2015;1;MIPC;2015;TLMP1104;;;
12013522;0;NR;2015;1;MIPC;2015;TLMP1104;;;
13011999;7 225;AC;2013;2;MIPC;2015;TLMP1104;;;
13012837;9.05  ;AC;2015;2;MIPC;2015;TLMP1104;;;
13013147;10.1  ;V ;2013;1;MIPC;2015;TLMP1104;;;
13013491;7;AC;2013;2;MIPC;2015;TLMP1104;;;
