COD_ETU;Note ;Résultat ;Année ;Session ;FILIERE;ANNEE;MODULE;;;
10048467;9.7   ;AC ;2011;1;BCG;2015;TLBC1104;;;
12006095;11 375;V  ;2013;2;BCG;2015;TLBC1104;;;
12011178;10;V  ;2013;2;BCG;2015;TLBC1104;;;
12011618;10;V  ;2013;2;BCG;2015;TLBC1104;;;
12011785;13;V  ;2012;1;BCG;2015;TLBC1104;;;
12012443;11.75 ;V  ;2012;1;BCG;2015;TLBC1104;;;
13011263;0;NRA;2015;1;BCG;2015;TLBC1104;;;
13012387;10.7  ;V  ;2015;1;BCG;2015;TLBC1104;;;
13012711;1.2   ;NRA;2015;1;BCG;2015;TLBC1104;;;
13013094;9;NV ;2015;2;BCG;2015;TLBC1104;;;
13013197;0;NRA;2015;1;BCG;2015;TLBC1104;;;
13013976;4.3   ;NRA;2015;1;BCG;2015;TLBC1104;;;
13014984;12.4  ;V  ;2014;1;BCG;2015;TLBC1104;;;
14000064;14.4  ;V  ;2015;1;BCG;2015;TLBC1104;;;
14000144;14;V  ;2014;1;BCG;2015;TLBC1104;;;
14000241;10;V  ;2015;2;BCG;2015;TLBC1104;;;
14000300;10;V  ;2014;2;BCG;2015;TLBC1104;;;
14000341;10;V  ;2014;2;BCG;2015;TLBC1104;;;
14000405;11.9  ;V  ;2014;1;BCG;2015;TLBC1104;;;
14000461;10;V  ;2015;2;BCG;2015;TLBC1104;;;
14000582;13.4  ;V  ;2014;1;BCG;2015;TLBC1104;;;
14000785;10.03 ;V  ;2014;1;BCG;2015;TLBC1104;;;
14001596;10;V  ;2014;2;BCG;2015;TLBC1104;;;
14002046;0;NRA;2015;1;BCG;2015;TLBC1104;;;
14004961;10.4  ;V  ;2014;1;BCG;2015;TLBC1104;;;
14005974;10;V  ;2014;2;BCG;2015;TLBC1104;;;
15000023;16.7  ;V  ;2015;1;BCG;2015;TLBC1104;;;
15000051;17;V  ;2015;1;BCG;2015;TLBC1104;;;
15000077;15.5  ;V  ;2015;1;BCG;2015;TLBC1104;;;
15000096;11.4  ;V  ;2015;1;BCG;2015;TLBC1104;;;
15000141;15.5  ;V  ;2015;1;BCG;2015;TLBC1104;;;
15000181;15.3  ;V  ;2015;1;BCG;2015;TLBC1104;;;
15000228;13.9  ;V  ;2015;1;BCG;2015;TLBC1104;;;
15000252;10.1  ;V  ;2015;1;BCG;2015;TLBC1104;;;
15000289;15.1  ;V  ;2015;1;BCG;2015;TLBC1104;;;
15000337;7;NV ;2015;2;BCG;2015;TLBC1104;;;
15000369;8;NV ;2015;2;BCG;2015;TLBC1104;;;
15000414;10.35 ;V  ;2015;1;BCG;2015;TLBC1104;;;
15000578;13.4  ;V  ;2015;1;BCG;2015;TLBC1104;;;
15000774;13.8  ;V  ;2015;1;BCG;2015;TLBC1104;;;
15001030;5.6   ;NV ;2015;2;BCG;2015;TLBC1104;;;
15001365;10;V  ;2015;2;BCG;2015;TLBC1104;;;
15002705;14.7  ;V  ;2015;1;BCG;2015;TLBC1104;;;
15004520;10;V  ;2015;2;BCG;2015;TLBC1104;;;
15005254;11.1  ;V  ;2015;1;BCG;2015;TLBC1104;;;
15005587;10;V  ;2015;2;BCG;2015;TLBC1104;;;
15005641;13.95 ;V  ;2015;1;BCG;2015;TLBC1104;;;
15006782;15.7  ;V  ;2015;1;BCG;2015;TLBC1104;;;
15008224;4.4   ;NRA;2015;1;BCG;2015;TLBC1104;;;
12011207;10;V  ;2012;1;BCG;2015;TLBC1304;;;
12011809;13 225;V  ;2015;1;BCG;2015;TLBC1304;;;
12012455;10;V  ;2013;2;BCG;2015;TLBC1304;;;
13011474;0;NRA;2015;1;BCG;2015;TLBC1304;;;
13012397;10;V  ;2014;2;BCG;2015;TLBC1304;;;
13012783;10;V  ;2014;2;BCG;2015;TLBC1304;;;
13013107;11.62 ;V  ;2014;1;BCG;2015;TLBC1304;;;
13013443;10.05 ;V  ;2015;1;BCG;2015;TLBC1304;;;
13014092;10;V  ;2013;2;BCG;2015;TLBC1304;;;
13014995;2.45  ;NRA;2015;1;BCG;2015;TLBC1304;;;
14000071;10;V  ;2014;2;BCG;2015;TLBC1304;;;
14000149;12.52 ;V  ;2014;1;BCG;2015;TLBC1304;;;
14000249;12.1  ;V  ;2015;1;BCG;2015;TLBC1304;;;
14000305;10;V  ;2014;2;BCG;2015;TLBC1304;;;
14000353;12.91 ;V  ;2014;1;BCG;2015;TLBC1304;;;
14000407;10;V  ;2014;2;BCG;2015;TLBC1304;;;
14000470;12.27 ;V  ;2014;1;BCG;2015;TLBC1304;;;
14000602;0;NRA;2015;1;BCG;2015;TLBC1304;;;
14000787;0;NRA;2015;1;BCG;2015;TLBC1304;;;
14001601;10;V  ;2014;2;BCG;2015;TLBC1304;;;
14002262;0;NRA;2015;1;BCG;2015;TLBC1304;;;
14004997;12 325;V  ;2015;1;BCG;2015;TLBC1304;;;
14006140;10;V  ;2014;2;BCG;2015;TLBC1304;;;
15000028;0;NRA;2015;1;BCG;2015;TLBC1304;;;
15000054;10 075;V  ;2015;1;BCG;2015;TLBC1304;;;
15000081;10;V  ;2015;2;BCG;2015;TLBC1304;;;
15000101;14.6  ;V  ;2015;1;BCG;2015;TLBC1304;;;
15000145;11.3  ;V  ;2015;1;BCG;2015;TLBC1304;;;
15000196;14 025;V  ;2015;1;BCG;2015;TLBC1304;;;
15000231;12.1  ;V  ;2015;1;BCG;2015;TLBC1304;;;
15000255;8;NV ;2015;2;BCG;2015;TLBC1304;;;
15000297;11 125;V  ;2015;1;BCG;2015;TLBC1304;;;
15000343;7.1   ;NV ;2015;2;BCG;2015;TLBC1304;;;
15000381;12 675;V  ;2015;1;BCG;2015;TLBC1304;;;
15000418;15.05 ;V  ;2015;1;BCG;2015;TLBC1304;;;
15000601;12.65 ;V  ;2015;1;BCG;2015;TLBC1304;;;
15000978;3;NRA;2015;1;BCG;2015;TLBC1304;;;
15001039;11 025;V  ;2015;1;BCG;2015;TLBC1304;;;
15001443;12.15 ;V  ;2015;1;BCG;2015;TLBC1304;;;
15003214;10;V  ;2015;2;BCG;2015;TLBC1304;;;
15004555;10;V  ;2015;2;BCG;2015;TLBC1304;;;
15005453;8;NV ;2015;2;BCG;2015;TLBC1304;;;
15005598;12.3  ;V  ;2015;1;BCG;2015;TLBC1304;;;
15005643;10;V  ;2015;2;BCG;2015;TLBC1304;;;
15006817;15.5  ;V  ;2015;1;BCG;2015;TLBC1304;;;
15008308;12.1  ;V  ;2015;1;BCG;2015;TLBC1304;;;
12008132;10.5  ;V  ;2013;1;BCG;2015;TLBC1504;;;
12011662;6;NV ;2015;2;BCG;2015;TLBC1504;;;
12011872;11.25 ;V  ;2013;1;BCG;2015;TLBC1504;;;
13011721;0;NRA;2015;1;BCG;2015;TLBC1504;;;
13012469;6.1   ;NV ;2015;2;BCG;2015;TLBC1504;;;
13012808;0;NRA;2015;1;BCG;2015;TLBC1504;;;
13013123;0;NRA;2015;1;BCG;2015;TLBC1504;;;
13013632;0;NRA;2015;1;BCG;2015;TLBC1504;;;
13014136;1.2   ;NRA;2015;1;BCG;2015;TLBC1504;;;
13015691;0;NRA;2015;1;BCG;2015;TLBC1504;;;
14000090;7;AC ;2015;2;BCG;2015;TLBC1504;;;
14000168;11.15 ;V  ;2015;1;BCG;2015;TLBC1504;;;
14000257;0;NRA;2015;1;BCG;2015;TLBC1504;;;
14000314;8;AC ;2014;2;BCG;2015;TLBC1504;;;
14000368;10.7  ;V  ;2015;1;BCG;2015;TLBC1504;;;
14000415;8.2   ;NV ;2015;2;BCG;2015;TLBC1504;;;
14000472;8.05  ;NV ;2015;2;BCG;2015;TLBC1504;;;
14000636;12 625;V  ;2014;1;BCG;2015;TLBC1504;;;
14000792;6.5   ;NV ;2015;2;BCG;2015;TLBC1504;;;
14001611;10;V  ;2014;2;BCG;2015;TLBC1504;;;
14002331;2;NRA;2015;1;BCG;2015;TLBC1504;;;
14005201;10;V  ;2015;2;BCG;2015;TLBC1504;;;
14006174;11.8  ;V  ;2015;1;BCG;2015;TLBC1504;;;
15000033;12.3  ;V  ;2015;1;BCG;2015;TLBC1504;;;
15000058;17.5  ;V  ;2015;1;BCG;2015;TLBC1504;;;
15000083;10.1  ;V  ;2015;1;BCG;2015;TLBC1504;;;
15000108;0;NRA;2015;1;BCG;2015;TLBC1504;;;
15000153;5.5   ;NV ;2015;2;BCG;2015;TLBC1504;;;
15000204;8;NV ;2015;2;BCG;2015;TLBC1504;;;
15000235;6.9   ;NV ;2015;2;BCG;2015;TLBC1504;;;
15000264;7.6   ;NV ;2015;2;BCG;2015;TLBC1504;;;
15000306;13.4  ;V  ;2015;1;BCG;2015;TLBC1504;;;
15000346;2.4   ;NRA;2015;1;BCG;2015;TLBC1504;;;
15000387;0;NRA;2015;1;BCG;2015;TLBC1504;;;
15000421;10.4  ;V  ;2015;1;BCG;2015;TLBC1504;;;
15000641;10.8  ;V  ;2015;1;BCG;2015;TLBC1504;;;
15001000;7.8   ;AC ;2015;2;BCG;2015;TLBC1504;;;
15001047;0;NRA;2015;1;BCG;2015;TLBC1504;;;
15001639;6.5   ;NV ;2015;2;BCG;2015;TLBC1504;;;
15003219;12.4  ;V  ;2015;1;BCG;2015;TLBC1504;;;
15004565;10.2  ;V  ;2015;1;BCG;2015;TLBC1504;;;
15005492;14.6  ;V  ;2015;1;BCG;2015;TLBC1504;;;
15005601;10.1  ;V  ;2015;1;BCG;2015;TLBC1504;;;
15005652;6;NV ;2015;2;BCG;2015;TLBC1504;;;
15007512;7;NV ;2015;2;BCG;2015;TLBC1504;;;
15008313;0;NRA;2015;1;BCG;2015;TLBC1504;;;
11012827;3 733;;2015;2;BCG;2015;TLBC2004;;;
12011050;9 701;AC ;2015;2;BCG;2015;TLBC2004;;;
12011378;10;V  ;2015;2;BCG;2015;TLBC2004;;;
12011666;8 445;;2015;2;BCG;2015;TLBC2004;;;
12011883;0;NV ;2015;2;BCG;2015;TLBC2004;;;
12012775;9 025;NV ;2015;2;BCG;2015;TLBC2004;;;
13012118;2.2   ;;2015;2;BCG;2015;TLBC2004;;;
13012487;10 492;NV ;2015;2;BCG;2015;TLBC2004;;;
13012911;10.75 ;V  ;2013;2;BCG;2015;TLBC2004;;;
13013130;12 058;V  ;2015;2;BCG;2015;TLBC2004;;;
13013661;9.6   ;;2015;2;BCG;2015;TLBC2004;;;
13014287;11 555;V  ;2015;2;BCG;2015;TLBC2004;;;
13016482;1 667;;2015;2;BCG;2015;TLBC2004;;;
14000099;10 538;V  ;2015;2;BCG;2015;TLBC2004;;;
14000189;10 917;V  ;2014;2;BCG;2015;TLBC2004;;;
14000267;11 042;V  ;2015;2;BCG;2015;TLBC2004;;;
14000316;9 725;NV ;2015;2;BCG;2015;TLBC2004;;;
14000376;10 008;V  ;2015;2;BCG;2015;TLBC2004;;;
14000419;10 583;V  ;2014;2;BCG;2015;TLBC2004;;;
14000481;0;NV ;2015;2;BCG;2015;TLBC2004;;;
14000684;3 333;NV ;2015;2;BCG;2015;TLBC2004;;;
14000796;1 883;NV ;2015;2;BCG;2015;TLBC2004;;;
14001641;6 458;NV ;2015;2;BCG;2015;TLBC2004;;;
14002981;9.25  ;NV ;2015;2;BCG;2015;TLBC2004;;;
14005216;10 433;V  ;2014;2;BCG;2015;TLBC2004;;;
14006702;.067  ;NV ;2015;2;BCG;2015;TLBC2004;;;
15000039;11 567;V  ;2015;2;BCG;2015;TLBC2004;;;
15000060;11 892;V  ;2015;2;BCG;2015;TLBC2004;;;
15000086;15 692;V  ;2015;1;BCG;2015;TLBC2004;;;
15000113;11 392;V  ;2015;2;BCG;2015;TLBC2004;;;
15000155;2 167;NV ;2015;2;BCG;2015;TLBC2004;;;
15000210;11 233;NV ;2015;2;BCG;2015;TLBC2004;;;
15000238;12 408;V  ;2015;1;BCG;2015;TLBC2004;;;
15000268;15 588;V  ;2015;1;BCG;2015;TLBC2004;;;
15000312;11 325;NV ;2015;2;BCG;2015;TLBC2004;;;
15000351;0;NV ;2015;2;BCG;2015;TLBC2004;;;
15000393;17 075;V  ;2015;1;BCG;2015;TLBC2004;;;
15000424;11 954;V  ;2015;2;BCG;2015;TLBC2004;;;
15000681;9 275;NV ;2015;2;BCG;2015;TLBC2004;;;
15001005;7 192;NV ;2015;2;BCG;2015;TLBC2004;;;
15001054;7 475;NV ;2015;2;BCG;2015;TLBC2004;;;
15001724;5 442;NV ;2015;2;BCG;2015;TLBC2004;;;
15003351;14 725;V  ;2015;2;BCG;2015;TLBC2004;;;
15004617;13 875;V  ;2015;2;BCG;2015;TLBC2004;;;
15005538;12 367;V  ;2015;1;BCG;2015;TLBC2004;;;
15005604;8.85  ;NV ;2015;2;BCG;2015;TLBC2004;;;
15005732;8 525;NV ;2015;2;BCG;2015;TLBC2004;;;
15007528;11 092;V  ;2015;2;BCG;2015;TLBC2004;;;
11013282;7;AC ;2013;2;BCG;2015;TLBC2204;;;
12011098;7;AC ;2013;1;BCG;2015;TLBC2204;;;
12011549;10;V  ;2012;1;BCG;2015;TLBC2204;;;
12011668;10;V  ;2012;1;BCG;2015;TLBC2204;;;
12011899;10;V  ;2013;1;BCG;2015;TLBC2204;;;
13010024;0;NRA;2015;1;BCG;2015;TLBC2204;;;
13012249;0;NRA;2015;1;BCG;2015;TLBC2204;;;
13012547;0;NRA;2015;1;BCG;2015;TLBC2204;;;
13012949;0;NRA;2015;1;BCG;2015;TLBC2204;;;
13013159;0;NRA;2015;1;BCG;2015;TLBC2204;;;
13013695;7;NV ;2015;2;BCG;2015;TLBC2204;;;
13014380;10;V  ;2015;2;BCG;2015;TLBC2204;;;
14000019;17.25 ;V  ;2015;1;BCG;2015;TLBC2204;;;
14000120;0;NRA;2015;1;BCG;2015;TLBC2204;;;
14000199;0;NRA;2015;1;BCG;2015;TLBC2204;;;
14000277;0;NRA;2015;1;BCG;2015;TLBC2204;;;
14000328;0;NRA;2015;1;BCG;2015;TLBC2204;;;
14000384;8;AC ;2014;2;BCG;2015;TLBC2204;;;
14000421;9;AC ;2014;2;BCG;2015;TLBC2204;;;
14000487;7.5   ;AC ;2014;2;BCG;2015;TLBC2204;;;
14000692;9.5   ;AC ;2015;2;BCG;2015;TLBC2204;;;
14000990;14.5  ;V  ;2015;1;BCG;2015;TLBC2204;;;
14001654;0;NRA;2015;1;BCG;2015;TLBC2204;;;
14003099;9;NV ;2015;2;BCG;2015;TLBC2204;;;
14005261;10 125;V  ;2014;1;BCG;2015;TLBC2204;;;
14007228;10;V  ;2015;1;BCG;2015;TLBC2204;;;
15000040;0;NRA;2015;1;BCG;2015;TLBC2204;;;
15000068;12.5  ;V  ;2015;1;BCG;2015;TLBC2204;;;
15000089;2.5   ;NRA;2015;1;BCG;2015;TLBC2204;;;
15000120;11;V  ;2015;1;BCG;2015;TLBC2204;;;
15000161;12;V  ;2015;1;BCG;2015;TLBC2204;;;
15000214;10;V  ;2015;2;BCG;2015;TLBC2204;;;
15000242;12.75 ;V  ;2015;1;BCG;2015;TLBC2204;;;
15000271;2;NRA;2015;1;BCG;2015;TLBC2204;;;
15000319;10;V  ;2015;2;BCG;2015;TLBC2204;;;
15000353;0;NRA;2015;1;BCG;2015;TLBC2204;;;
15000402;0;NRA;2015;1;BCG;2015;TLBC2204;;;
15000427;6;NV ;2015;2;BCG;2015;TLBC2204;;;
15000698;15.75 ;V  ;2015;1;BCG;2015;TLBC2204;;;
15001011;0;NRA;2015;1;BCG;2015;TLBC2204;;;
15001061;13.5  ;V  ;2015;1;BCG;2015;TLBC2204;;;
15001830;13.5  ;V  ;2015;1;BCG;2015;TLBC2204;;;
15003743;13;V  ;2015;1;BCG;2015;TLBC2204;;;
15004827;13;V  ;2015;1;BCG;2015;TLBC2204;;;
15005544;17.75 ;V  ;2015;1;BCG;2015;TLBC2204;;;
15005606;9;NV ;2015;2;BCG;2015;TLBC2204;;;
15005745;10;V  ;2015;1;BCG;2015;TLBC2204;;;
15007850;10.5  ;V  ;2015;1;BCG;2015;TLBC2204;;;
11013299;10;V  ;2013;2;BCG;2015;TLBC2404;;;
12011128;0;NRA;2015;1;BCG;2015;TLBC2404;;;
12011575;10;V  ;2015;1;BCG;2015;TLBC2404;;;
12011695;0;NRA;2015;1;BCG;2015;TLBC2404;;;
12011960;10.3  ;V  ;2013;1;BCG;2015;TLBC2404;;;
13010634;7;NV ;2015;2;BCG;2015;TLBC2404;;;
13012324;10;V  ;2013;1;BCG;2015;TLBC2404;;;
13012564;10;V  ;2013;1;BCG;2015;TLBC2404;;;
13012975;10;V  ;2014;2;BCG;2015;TLBC2404;;;
13013177;12.2  ;V  ;2014;1;BCG;2015;TLBC2404;;;
13013707;0;NRA;2015;1;BCG;2015;TLBC2404;;;
13014701;10;V  ;2013;2;BCG;2015;TLBC2404;;;
14000049;0;NRA;2015;1;BCG;2015;TLBC2404;;;
14000135;10.4  ;V  ;2014;1;BCG;2015;TLBC2404;;;
14000228;10;V  ;2014;2;BCG;2015;TLBC2404;;;
14000288;12.3  ;V  ;2014;1;BCG;2015;TLBC2404;;;
14000331;0;NRA;2015;1;BCG;2015;TLBC2404;;;
14000394;10;V  ;2014;2;BCG;2015;TLBC2404;;;
14000441;10;V  ;2014;2;BCG;2015;TLBC2404;;;
14000507;10;V  ;2014;2;BCG;2015;TLBC2404;;;
14000696;3;NRA;2015;1;BCG;2015;TLBC2404;;;
14001010;11.4  ;V  ;2014;1;BCG;2015;TLBC2404;;;
14001656;11.1  ;V  ;2014;1;BCG;2015;TLBC2404;;;
14003276;10.4  ;V  ;2014;1;BCG;2015;TLBC2404;;;
14005642;10;V  ;2014;1;BCG;2015;TLBC2404;;;
15000011;15.2  ;V  ;2015;1;BCG;2015;TLBC2404;;;
15000043;2.4   ;NRA;2015;1;BCG;2015;TLBC2404;;;
15000070;13.2  ;V  ;2015;1;BCG;2015;TLBC2404;;;
15000093;14;V  ;2015;1;BCG;2015;TLBC2404;;;
15000128;10.2  ;V  ;2015;1;BCG;2015;TLBC2404;;;
15000164;10;V  ;2015;2;BCG;2015;TLBC2404;;;
15000219;11.2  ;V  ;2015;1;BCG;2015;TLBC2404;;;
15000245;0;NRA;2015;1;BCG;2015;TLBC2404;;;
15000276;13.4  ;V  ;2015;1;BCG;2015;TLBC2404;;;
15000325;10;V  ;2015;1;BCG;2015;TLBC2404;;;
15000354;7;NV ;2015;2;BCG;2015;TLBC2404;;;
15000407;0;NRA;2015;1;BCG;2015;TLBC2404;;;
15000488;10.6  ;V  ;2015;1;BCG;2015;TLBC2404;;;
15000731;8;NV ;2015;2;BCG;2015;TLBC2404;;;
15001017;4;NRA;2015;1;BCG;2015;TLBC2404;;;
15001067;10;V  ;2015;2;BCG;2015;TLBC2404;;;
15002059;10;V  ;2015;2;BCG;2015;TLBC2404;;;
15004162;10.6  ;V  ;2015;1;BCG;2015;TLBC2404;;;
15005020;0;NRA;2015;1;BCG;2015;TLBC2404;;;
15005551;2.8   ;NRA;2015;1;BCG;2015;TLBC2404;;;
15005610;10.2  ;V  ;2015;1;BCG;2015;TLBC2404;;;
15005815;11.6  ;V  ;2015;1;BCG;2015;TLBC2404;;;
15008110;5.2   ;NV ;2015;2;BCG;2015;TLBC2404;;;
12005831;10;V  ;2012;1;BCG;2015;TLBC2604;;;
12011135;11.2  ;V  ;2012;1;BCG;2015;TLBC2604;;;
12011598;14.4  ;V  ;2012;1;BCG;2015;TLBC2604;;;
12011726;0;NRA;2015;1;BCG;2015;TLBC2604;;;
12012361;14;V  ;2012;1;BCG;2015;TLBC2604;;;
13010975;0;NRA;2015;1;BCG;2015;TLBC2604;;;
13012358;13.3  ;V  ;2013;1;BCG;2015;TLBC2604;;;
13012646;10;V  ;2013;2;BCG;2015;TLBC2604;;;
13013056;13.7  ;V  ;2013;1;BCG;2015;TLBC2604;;;
13013184;0;NRA;2015;1;BCG;2015;TLBC2604;;;
13013968;14.6  ;V  ;2013;1;BCG;2015;TLBC2604;;;
13014920;0;NRA;2015;1;BCG;2015;TLBC2604;;;
14000059;8.75  ;NV ;2015;2;BCG;2015;TLBC2604;;;
14000140;14.5  ;V  ;2014;1;BCG;2015;TLBC2604;;;
14000238;13.5  ;V  ;2014;1;BCG;2015;TLBC2604;;;
14000297;14.5  ;V  ;2014;1;BCG;2015;TLBC2604;;;
14000335;13.25 ;V  ;2015;1;BCG;2015;TLBC2604;;;
14000400;0;NRA;2015;1;BCG;2015;TLBC2604;;;
14000454;15;V  ;2014;1;BCG;2015;TLBC2604;;;
14000516;15;V  ;2014;1;BCG;2015;TLBC2604;;;
14000699;13;V  ;2014;1;BCG;2015;TLBC2604;;;
14001374;13 375;V  ;2015;1;BCG;2015;TLBC2604;;;
14001969;11;V  ;2014;1;BCG;2015;TLBC2604;;;
14003514;9;NV ;2015;2;BCG;2015;TLBC2604;;;
14005846;0;NRA;2015;1;BCG;2015;TLBC2604;;;
15000015;12.5  ;V  ;2015;1;BCG;2015;TLBC2604;;;
15000046;10;V  ;2015;1;BCG;2015;TLBC2604;;;
15000074;8.25  ;AC ;2015;2;BCG;2015;TLBC2604;;;
15000094;13.5  ;V  ;2015;1;BCG;2015;TLBC2604;;;
15000138;8.5   ;NV ;2015;2;BCG;2015;TLBC2604;;;
15000174;14;V  ;2015;1;BCG;2015;TLBC2604;;;
15000223;10.25 ;V  ;2015;1;BCG;2015;TLBC2604;;;
15000247;11.5  ;V  ;2015;1;BCG;2015;TLBC2604;;;
15000281;12.5  ;V  ;2015;1;BCG;2015;TLBC2604;;;
15000330;10;V  ;2015;2;BCG;2015;TLBC2604;;;
15000365;11.75 ;V  ;2015;1;BCG;2015;TLBC2604;;;
15000410;11;V  ;2015;1;BCG;2015;TLBC2604;;;
15000522;10;V  ;2015;2;BCG;2015;TLBC2604;;;
15000754;0;NRA;2015;1;BCG;2015;TLBC2604;;;
15001026;10;V  ;2015;1;BCG;2015;TLBC2604;;;
15001085;11.75 ;V  ;2015;1;BCG;2015;TLBC2604;;;
15002541;11.75 ;V  ;2015;1;BCG;2015;TLBC2604;;;
15004380;10;V  ;2015;1;BCG;2015;TLBC2604;;;
15005062;10;V  ;2015;1;BCG;2015;TLBC2604;;;
15005559;11 375;V  ;2015;1;BCG;2015;TLBC2604;;;
15005638;4.5   ;NRA;2015;1;BCG;2015;TLBC2604;;;
15006132;12.5  ;V  ;2015;1;BCG;2015;TLBC2604;;;
15008222;13 125;V  ;2015;1;BCG;2015;TLBC2604;;;
9007198;1.95  ;NV ;2015;2;BCG;2015;LTBC1004;;;
12005967;0;NV ;2015;2;BCG;2015;LTBC1004;;;
12011156;3 358;NV ;2015;2;BCG;2015;LTBC1004;;;
12011600;10;V  ;2013;2;BCG;2015;LTBC1004;;;
12011780;10 963;V  ;2013;2;BCG;2015;LTBC1004;;;
12012403;10 518;V  ;2013;2;BCG;2015;LTBC1004;;;
13011117;8 388;NV ;2015;2;BCG;2015;LTBC1004;;;
13012363;10 304;V  ;2015;2;BCG;2015;LTBC1004;;;
13012707;1 667;NV ;2015;2;BCG;2015;LTBC1004;;;
13013061;8 904;NV ;2015;2;BCG;2015;LTBC1004;;;
13013185;1 667;NV ;2015;2;BCG;2015;LTBC1004;;;
13013972;2;NV ;2015;2;BCG;2015;LTBC1004;;;
13014980;9.6   ;NV ;2015;2;BCG;2015;LTBC1004;;;
14000062;8 075;NV ;2015;2;BCG;2015;LTBC1004;;;
14000143;10.84 ;V  ;2015;2;BCG;2015;LTBC1004;;;
14000237;10 517;V  ;2015;2;BCG;2015;LTBC1004;;;
14000299;9 408;NV ;2015;2;BCG;2015;LTBC1004;;;
14000339;9 213;NV ;2015;2;BCG;2015;LTBC1004;;;
14000402;10 013;V  ;2015;2;BCG;2015;LTBC1004;;;
14000458;9 972;NV ;2015;2;BCG;2015;LTBC1004;;;
14000544;10 142;V  ;2015;2;BCG;2015;LTBC1004;;;
14000700;11 747;V  ;2015;1;BCG;2015;LTBC1004;;;
14001585;2;NV ;2015;2;BCG;2015;LTBC1004;;;
14001987;10 383;V  ;2015;1;BCG;2015;LTBC1004;;;
14004871;15.04 ;V  ;2015;1;BCG;2015;LTBC1004;;;
14005963;7 145;NV ;2015;2;BCG;2015;LTBC1004;;;
15000016;1;NV ;2015;2;BCG;2015;LTBC1004;;;
15000047;12 117;V  ;2015;2;BCG;2015;LTBC1004;;;
15000075;16 562;V  ;2015;1;BCG;2015;LTBC1004;;;
15000095;11 708;V  ;2015;2;BCG;2015;LTBC1004;;;
15000140;10 381;NV ;2015;2;BCG;2015;LTBC1004;;;
15000177;10 367;V  ;2015;2;BCG;2015;LTBC1004;;;
15000225;0;NV ;2015;2;BCG;2015;LTBC1004;;;
15000251;8 917;NV ;2015;2;BCG;2015;LTBC1004;;;
15000285;12.55 ;V  ;2015;2;BCG;2015;LTBC1004;;;
15000334;6 779;NV ;2015;2;BCG;2015;LTBC1004;;;
15000367;10 004;V  ;2015;2;BCG;2015;LTBC1004;;;
15000412;12 258;V  ;2015;2;BCG;2015;LTBC1004;;;
15000560;6 929;NV ;2015;2;BCG;2015;LTBC1004;;;
15000765;10 011;V  ;2015;2;BCG;2015;LTBC1004;;;
15001029;7 367;NV ;2015;2;BCG;2015;LTBC1004;;;
15001088;5 582;NV ;2015;2;BCG;2015;LTBC1004;;;
15002550;12 347;V  ;2015;1;BCG;2015;LTBC1004;;;
15004518;12 276;V  ;2015;1;BCG;2015;LTBC1004;;;
15005199;1.25  ;NV ;2015;2;BCG;2015;LTBC1004;;;
15005561;9 774;NV ;2015;2;BCG;2015;LTBC1004;;;
15005640;0;NV ;2015;2;BCG;2015;LTBC1004;;;
15006364;11 467;V  ;2015;2;BCG;2015;LTBC1004;;;
15008223;4 844;NV ;2015;2;BCG;2015;LTBC1004;;;
11010373;;;;;BCG;2015;TLBC1404;;;
12007338;0;NRA;2015;1;BCG;2015;TLBC1404;;;
12011644;0;NRA;2015;1;BCG;2015;TLBC1404;;;
12012558;3.25  ;NRA;2015;1;BCG;2015;TLBC1404;;;
13011712;0;NRA;2015;1;BCG;2015;TLBC1404;;;
13012427;0;NRA;2015;1;BCG;2015;TLBC1404;;;
13013122;0;NRA;2015;1;BCG;2015;TLBC1404;;;
13013602;0;NRA;2015;1;BCG;2015;TLBC1404;;;
13014121;0;NRA;2015;1;BCG;2015;TLBC1404;;;
13015390;0;NRA;2015;1;BCG;2015;TLBC1404;;;
14000083;13 175;V  ;2015;1;BCG;2015;TLBC1404;;;
14000150;10 913;V  ;2015;1;BCG;2015;TLBC1404;;;
14000253;10;V  ;2015;2;BCG;2015;TLBC1404;;;
14000306;10;V  ;2015;2;BCG;2015;TLBC1404;;;
14000366;14 864;V  ;2015;1;BCG;2015;TLBC1404;;;
14000409;8;NV ;2015;2;BCG;2015;TLBC1404;;;
14000471;10;V  ;2015;2;BCG;2015;TLBC1404;;;
14000611;10;V  ;2015;2;BCG;2015;TLBC1404;;;
14000791;10;V  ;2015;2;BCG;2015;TLBC1404;;;
14001604;1.36  ;NRA;2015;1;BCG;2015;TLBC1404;;;
14002310;11 326;V  ;2015;1;BCG;2015;TLBC1404;;;
14005055;0;NRA;2015;1;BCG;2015;TLBC1404;;;
14006142;4 067;NRA;2015;1;BCG;2015;TLBC1404;;;
15000030;10 913;V  ;2015;1;BCG;2015;TLBC1404;;;
15000056;10;V  ;2015;2;BCG;2015;TLBC1404;;;
15000082;10;V  ;2015;2;BCG;2015;TLBC1404;;;
15000104;10;V  ;2015;2;BCG;2015;TLBC1404;;;
15000150;10;V  ;2015;2;BCG;2015;TLBC1404;;;
15000199;3 006;NRA;2015;1;BCG;2015;TLBC1404;;;
15000233;10;V  ;2015;2;BCG;2015;TLBC1404;;;
15000256;10 028;V  ;2015;1;BCG;2015;TLBC1404;;;
